rank,cx,cy,score,od,bucket,matched_ann_id,matched_category,file_name,seed_index,condition
15,4512.0,2322.0,6.637587,0.2325143963098526,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
16,3888.0,2023.0,7.763531,0.2322830855846405,human_correct_label,18161,1,350.tiff,0,hem_rect_fill
17,1784.0,2967.0,7.359588,0.22878482937812805,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
18,5289.0,741.0,7.182896,0.22763559222221375,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
19,1397.0,2490.0,6.0770693,0.22759898006916046,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
20,1328.0,2513.0,5.81903,0.22621458768844604,human_correct_label,18159,1,350.tiff,0,hem_rect_fill
21,5689.0,3511.0,5.738936,0.22509324550628662,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
22,178.0,3132.0,6.2199106,0.22406505048274994,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
23,39.0,3385.0,6.3562675,0.2231685221195221,human_rejected_label,18169,2,350.tiff,0,hem_rect_fill
24,4069.0,2728.0,6.53446,0.2220829874277115,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
25,3028.0,2609.0,6.177531,0.21828396618366241,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
26,362.0,3236.0,5.7332764,0.21821869909763336,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
27,6950.0,3971.0,7.021384,0.21807128190994263,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
28,4070.0,448.0,5.9993014,0.21780377626419067,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
29,6830.0,4480.0,6.612776,0.21753595769405365,non_human_findings,-1,0,350.tiff,0,hem_rect_fill
0,2606.0,591.0,7.533526,0.2675055265426636,non_human_findings,-1,0,350.tiff,1,default_51
1,2571.0,2988.0,7.67669,0.2664546072483063,non_human_findings,-1,0,350.tiff,1,default_51
2,3824.0,3378.0,6.570371,0.25595346093177795,human_rejected_label,18165,2,350.tiff,1,default_51
3,310.0,3488.0,7.1619873,0.25030043721199036,non_human_findings,-1,0,350.tiff,1,default_51
4,185.0,2130.0,9.599694,0.24817605316638947,human_rejected_label,18158,2,350.tiff,1,default_51
5,4004.0,1971.0,9.825899,0.24752792716026306,human_rejected_label,18162,2,350.tiff,1,default_51
6,1531.0,4055.0,8.334064,0.24614940583705902,non_human_findings,-1,0,350.tiff,1,default_51
7,5056.0,3442.0,6.2711554,0.24279829859733582,human_rejected_label,18166,2,350.tiff,1,default_51
8,380.0,3655.0,8.91829,0.23982825875282288,non_human_findings,-1,0,350.tiff,1,default_51
9,3935.0,634.0,6.3670564,0.2394658923149109,non_human_findings,-1,0,350.tiff,1,default_51
10,2458.0,2813.0,7.1559134,0.2373971939086914,non_human_findings,-1,0,350.tiff,1,default_51
11,3872.0,1248.0,6.5321975,0.23579677939414978,non_human_findings,-1,0,350.tiff,1,default_51
12,6174.0,2181.0,6.3160944,0.2355477660894394,non_human_findings,-1,0,350.tiff,1,default_51
13,3162.0,538.0,7.3550324,0.23516465723514557,human_rejected_label,18152,2,350.tiff,1,default_51
14,3081.0,3597.0,6.457984,0.23311342298984528,non_human_findings,-1,0,350.tiff,1,default_51
15,2093.0,1554.0,6.470818,0.23275397717952728,non_human_findings,-1,0,350.tiff,1,default_51
16,4078.0,489.0,6.4746647,0.231539785861969,non_human_findings,-1,0,350.tiff,1,default_51
17,4514.0,2323.0,6.640345,0.23140749335289001,non_human_findings,-1,0,350.tiff,1,default_51
18,1785.0,2968.0,8.164726,0.22878482937812805,non_human_findings,-1,0,350.tiff,1,default_51
19,5290.0,743.0,8.0649805,0.22778241336345673,non_human_findings,-1,0,350.tiff,1,default_51
20,1399.0,2490.0,7.221062,0.22759898006916046,non_human_findings,-1,0,350.tiff,1,default_51
21,3346.0,2531.0,6.6732717,0.22618363797664642,non_human_findings,-1,0,350.tiff,1,default_51
22,40.0,3386.0,7.9033294,0.2231685072183609,human_rejected_label,18169,2,350.tiff,1,default_51
23,2722.0,2917.0,7.5323453,0.22306440770626068,human_correct_label,18164,1,350.tiff,1,default_51
24,4069.0,451.0,6.729415,0.22249546647071838,non_human_findings,-1,0,350.tiff,1,default_51
25,4069.0,2731.0,8.314893,0.2220829874277115,non_human_findings,-1,0,350.tiff,1,default_51
26,240.0,3115.0,6.9407654,0.21944110095500946,non_human_findings,-1,0,350.tiff,1,default_51
27,4675.0,4046.0,6.906096,0.21889470517635345,non_human_findings,-1,0,350.tiff,1,default_51
28,3028.0,2613.0,6.530397,0.21828396618366241,non_human_findings,-1,0,350.tiff,1,default_51
29,6952.0,3972.0,8.526074,0.21771255135536194,non_human_findings,-1,0,350.tiff,1,default_51
0,2606.0,591.0,7.878958,0.2675055265426636,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
1,2567.0,2979.0,6.645107,0.2664546072483063,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
2,3823.0,3378.0,7.5662804,0.25595346093177795,human_rejected_label,18165,2,350.tiff,1,hem_rect_fill
3,310.0,3488.0,7.70113,0.25030043721199036,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
4,185.0,2130.0,8.68926,0.24817605316638947,human_rejected_label,18158,2,350.tiff,1,hem_rect_fill
5,4004.0,1972.0,10.036888,0.24752789735794067,human_rejected_label,18162,2,350.tiff,1,hem_rect_fill
6,1527.0,4049.0,7.969234,0.2461586594581604,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
7,6239.0,606.0,6.169645,0.2407376766204834,human_rejected_label,18153,2,350.tiff,1,hem_rect_fill
8,4042.0,2857.0,6.489266,0.240499347448349,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
9,380.0,3655.0,8.531001,0.23982825875282288,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
10,3931.0,640.0,6.543702,0.2394658923149109,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
11,2457.0,2814.0,7.903573,0.2373972088098526,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
12,3873.0,1247.0,6.5575447,0.23579677939414978,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
13,3161.0,539.0,6.987873,0.23516468703746796,human_rejected_label,18152,2,350.tiff,1,hem_rect_fill
14,3079.0,3596.0,7.4213204,0.23311342298984528,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
15,2093.0,1554.0,7.4394994,0.23275397717952728,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
16,4513.0,2323.0,6.674841,0.2321511209011078,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
17,1785.0,2969.0,7.9472513,0.22878481447696686,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
18,5290.0,744.0,7.569657,0.2278367578983307,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
19,1399.0,2491.0,6.205752,0.22759898006916046,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
20,4994.0,2284.0,6.1523757,0.22663737833499908,human_rejected_label,18163,2,350.tiff,1,hem_rect_fill
21,1330.0,2512.0,6.2717066,0.22621458768844604,human_correct_label,18159,1,350.tiff,1,hem_rect_fill
22,3346.0,2531.0,6.781433,0.22618363797664642,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
23,180.0,3132.0,6.980209,0.22406505048274994,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
24,2721.0,2917.0,7.890817,0.2232048064470291,human_correct_label,18164,1,350.tiff,1,hem_rect_fill
25,40.0,3387.0,7.2821207,0.2231685221195221,human_rejected_label,18169,2,350.tiff,1,hem_rect_fill
26,4070.0,2730.0,8.029473,0.2220829874277115,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
27,4069.0,450.0,6.3233685,0.22020618617534637,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
28,240.0,3114.0,6.1642222,0.21944110095500946,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
29,3028.0,2613.0,6.6083293,0.21828396618366241,non_human_findings,-1,0,350.tiff,1,hem_rect_fill
0,2605.0,586.0,8.287621,0.2675055265426636,non_human_findings,-1,0,350.tiff,2,default_51
1,2565.0,2976.0,7.889888,0.2664546072483063,non_human_findings,-1,0,350.tiff,2,default_51
2,3821.0,3375.0,7.9408503,0.25595346093177795,human_rejected_label,18165,2,350.tiff,2,default_51
3,308.0,3484.0,6.731131,0.25041282176971436,non_human_findings,-1,0,350.tiff,2,default_51
4,182.0,2125.0,8.092563,0.24817602336406708,human_rejected_label,18158,2,350.tiff,2,default_51
5,4005.0,1967.0,8.154997,0.24752792716026306,human_rejected_label,18162,2,350.tiff,2,default_51
6,1533.0,4047.0,7.348115,0.246158629655838,non_human_findings,-1,0,350.tiff,2,default_51
7,5056.0,3441.0,6.0682034,0.24279828369617462,human_rejected_label,18166,2,350.tiff,2,default_51
8,4041.0,2852.0,6.6741214,0.24066153168678284,non_human_findings,-1,0,350.tiff,2,default_51
9,378.0,3652.0,8.031332,0.23982825875282288,non_human_findings,-1,0,350.tiff,2,default_51
10,2460.0,2810.0,7.5587435,0.2373972237110138,non_human_findings,-1,0,350.tiff,2,default_51
11,6176.0,2173.0,5.9949803,0.23554778099060059,non_human_findings,-1,0,350.tiff,2,default_51
12,2530.0,649.0,6.6265707,0.2354823797941208,non_human_findings,-1,0,350.tiff,2,default_51
13,3083.0,3592.0,7.842685,0.23311342298984528,non_human_findings,-1,0,350.tiff,2,default_51
14,2090.0,1550.0,6.032467,0.23274557292461395,non_human_findings,-1,0,350.tiff,2,default_51
15,4511.0,2320.0,6.2050567,0.23257426917552948,non_human_findings,-1,0,350.tiff,2,default_51
16,3888.0,2019.0,6.5913777,0.2322831004858017,human_correct_label,18161,1,350.tiff,2,default_51
17,4086.0,483.0,6.0872545,0.2315398007631302,non_human_findings,-1,0,350.tiff,2,default_51
18,6041.0,1229.0,5.7451024,0.2304471880197525,non_human_findings,-1,0,350.tiff,2,default_51
19,1785.0,2964.0,6.3439116,0.22878482937812805,non_human_findings,-1,0,350.tiff,2,default_51
20,1401.0,2483.0,6.2895846,0.22759898006916046,non_human_findings,-1,0,350.tiff,2,default_51
21,4992.0,2279.0,6.873501,0.2266373634338379,human_rejected_label,18163,2,350.tiff,2,default_51
22,1330.0,2509.0,7.127377,0.22621457278728485,human_correct_label,18159,1,350.tiff,2,default_51
23,3349.0,2529.0,5.7984486,0.22619740664958954,non_human_findings,-1,0,350.tiff,2,default_51
24,1.0,4718.0,6.539677,0.22599326074123383,non_human_findings,-1,0,350.tiff,2,default_51
25,5693.0,3507.0,6.5168095,0.22509324550628662,non_human_findings,-1,0,350.tiff,2,default_51
26,2719.0,2912.0,6.9773374,0.22331508994102478,human_correct_label,18164,1,350.tiff,2,default_51
27,39.0,3382.0,7.225835,0.2231685221195221,human_rejected_label,18169,2,350.tiff,2,default_51
28,4070.0,2726.0,6.604714,0.2220829725265503,non_human_findings,-1,0,350.tiff,2,default_51
29,6379.0,1974.0,6.2726474,0.22085455060005188,non_human_findings,-1,0,350.tiff,2,default_51
0,2605.0,586.0,8.620649,0.2675055265426636,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
1,2565.0,2976.0,7.0848475,0.2664546072483063,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
2,3820.0,3375.0,6.138463,0.25595346093177795,human_rejected_label,18165,2,350.tiff,2,hem_rect_fill
3,309.0,3483.0,7.344212,0.25045934319496155,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
4,182.0,2126.0,7.433282,0.24817605316638947,human_rejected_label,18158,2,350.tiff,2,hem_rect_fill
5,4003.0,1967.0,7.8710885,0.24752792716026306,human_rejected_label,18162,2,350.tiff,2,hem_rect_fill
6,1523.0,4045.0,6.318311,0.2461586594581604,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
7,5056.0,3442.0,5.9509897,0.24279829859733582,human_rejected_label,18166,2,350.tiff,2,hem_rect_fill
8,6237.0,604.0,6.5434003,0.2407376766204834,human_rejected_label,18153,2,350.tiff,2,hem_rect_fill
9,4041.0,2852.0,6.520113,0.24066153168678284,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
10,393.0,3720.0,6.3538747,0.24010567367076874,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
11,377.0,3652.0,8.232,0.23982827365398407,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
12,3930.0,636.0,5.3445797,0.2394658774137497,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
13,2458.0,2810.0,7.088171,0.2373972088098526,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
14,2530.0,649.0,6.123414,0.2354823797941208,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
15,3159.0,533.0,5.5452547,0.23516467213630676,human_rejected_label,18152,2,350.tiff,2,hem_rect_fill
16,3081.0,3592.0,5.829745,0.23311342298984528,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
17,2092.0,1550.0,6.6131496,0.23274557292461395,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
18,4511.0,2319.0,6.970932,0.23257428407669067,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
19,3888.0,2019.0,6.3911123,0.2322831004858017,human_correct_label,18161,1,350.tiff,2,hem_rect_fill
20,1782.0,2965.0,6.6130104,0.22878482937812805,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
21,5288.0,739.0,5.690279,0.2276434749364853,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
22,1397.0,2482.0,5.705685,0.22759898006916046,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
23,4992.0,2279.0,6.414234,0.2266373634338379,human_rejected_label,18163,2,350.tiff,2,hem_rect_fill
24,1329.0,2508.0,6.7711525,0.22621457278728485,human_correct_label,18159,1,350.tiff,2,hem_rect_fill
25,3345.0,2527.0,5.721049,0.22619740664958954,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
26,178.0,3127.0,5.9706945,0.22407199442386627,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
27,2720.0,2913.0,5.781078,0.22331508994102478,human_correct_label,18164,1,350.tiff,2,hem_rect_fill
28,39.0,3382.0,6.784385,0.2231685221195221,human_rejected_label,18169,2,350.tiff,2,hem_rect_fill
29,4068.0,2725.0,6.1849875,0.2220829874277115,non_human_findings,-1,0,350.tiff,2,hem_rect_fill
0,4732.0,3437.0,14.751668,0.34306925535202026,non_human_findings,-1,0,361.tiff,0,default_51
1,1886.0,3269.0,11.530743,0.34148576855659485,human_rejected_label,18639,2,361.tiff,0,default_51
2,2505.0,3544.0,12.309627,0.3331683278083801,non_human_findings,-1,0,361.tiff,0,default_51
3,3614.0,3767.0,12.536813,0.33141735196113586,non_human_findings,-1,0,361.tiff,0,default_51
4,2113.0,2962.0,11.676708,0.33135926723480225,non_human_findings,-1,0,361.tiff,0,default_51
5,2967.0,3221.0,11.842032,0.33037275075912476,non_human_findings,-1,0,361.tiff,0,default_51
6,5874.0,3533.0,11.936621,0.32852402329444885,human_rejected_label,18613,2,361.tiff,0,default_51
7,3444.0,2893.0,11.616835,0.32764166593551636,non_human_findings,-1,0,361.tiff,0,default_51
8,1281.0,2957.0,11.692727,0.3207451403141022,non_human_findings,-1,0,361.tiff,0,default_51
9,5890.0,3378.0,15.059443,0.32003524899482727,non_human_findings,-1,0,361.tiff,0,default_51
10,2876.0,3164.0,13.447303,0.31899893283843994,non_human_findings,-1,0,361.tiff,0,default_51
11,3435.0,3736.0,12.4422655,0.3179211914539337,non_human_findings,-1,0,361.tiff,0,default_51
12,2479.0,2479.0,13.282588,0.31756895780563354,human_rejected_label,18624,2,361.tiff,0,default_51
13,1764.0,3365.0,12.903657,0.3168324828147888,non_human_findings,-1,0,361.tiff,0,default_51
14,4441.0,3531.0,14.48785,0.31676679849624634,non_human_findings,-1,0,361.tiff,0,default_51
15,4817.0,2965.0,11.796271,0.3148466944694519,non_human_findings,-1,0,361.tiff,0,default_51
16,5460.0,3066.0,12.657561,0.31484416127204895,non_human_findings,-1,0,361.tiff,0,default_51
17,5782.0,2779.0,13.066364,0.3145330250263214,non_human_findings,-1,0,361.tiff,0,default_51
18,2840.0,3846.0,12.150666,0.31444665789604187,non_human_findings,-1,0,361.tiff,0,default_51
19,4610.0,3229.0,13.982531,0.3139761686325073,non_human_findings,-1,0,361.tiff,0,default_51
20,4578.0,3475.0,13.211868,0.31362250447273254,non_human_findings,-1,0,361.tiff,0,default_51
21,3759.0,3791.0,12.888385,0.31355392932891846,non_human_findings,-1,0,361.tiff,0,default_51
22,4412.0,299.0,11.756178,0.3131316006183624,non_human_findings,-1,0,361.tiff,0,default_51
23,1967.0,2817.0,12.893331,0.3127537667751312,non_human_findings,-1,0,361.tiff,0,default_51
24,792.0,2528.0,12.044863,0.3100886046886444,non_human_findings,-1,0,361.tiff,0,default_51
25,1933.0,2423.0,12.45035,0.30982089042663574,non_human_findings,-1,0,361.tiff,0,default_51
26,1952.0,3218.0,13.8995495,0.3096825182437897,non_human_findings,-1,0,361.tiff,0,default_51
27,4339.0,3939.0,13.502873,0.3094008266925812,non_human_findings,-1,0,361.tiff,0,default_51
28,5695.0,2956.0,13.826477,0.3080694377422333,non_human_findings,-1,0,361.tiff,0,default_51
29,4043.0,3030.0,13.424469,0.30792999267578125,non_human_findings,-1,0,361.tiff,0,default_51
0,4732.0,3437.0,14.530683,0.34306925535202026,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
1,3046.0,3052.0,11.557616,0.336782306432724,human_rejected_label,18699,2,361.tiff,0,hem_rect_fill
2,2505.0,3544.0,12.364436,0.3331683278083801,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
3,3614.0,3767.0,12.18155,0.33141735196113586,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
4,2113.0,2962.0,11.664974,0.33135926723480225,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
5,2968.0,3222.0,11.576755,0.3295300006866455,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
6,5874.0,3533.0,11.643033,0.32852402329444885,human_rejected_label,18613,2,361.tiff,0,hem_rect_fill
7,3444.0,2893.0,12.316339,0.32764166593551636,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
8,5890.0,3378.0,14.979605,0.32003524899482727,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
9,2876.0,3165.0,12.71527,0.31993988156318665,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
10,3435.0,3736.0,12.642495,0.3179211914539337,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
11,2477.0,2479.0,12.790698,0.31756889820098877,human_rejected_label,18624,2,361.tiff,0,hem_rect_fill
12,1764.0,3365.0,12.491239,0.3168324828147888,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
13,4441.0,3531.0,14.463458,0.31676679849624634,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
14,5460.0,3066.0,12.286956,0.31484416127204895,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
15,5781.0,2779.0,12.905267,0.3145330250263214,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
16,2840.0,3846.0,12.005898,0.31444665789604187,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
17,3759.0,3792.0,12.969643,0.3136455714702606,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
18,4412.0,299.0,11.699598,0.3131316006183624,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
19,4610.0,3228.0,13.560784,0.3128504157066345,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
20,1968.0,2817.0,11.84033,0.31275373697280884,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
21,4578.0,3474.0,13.213208,0.3125665783882141,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
22,792.0,2528.0,11.531709,0.3100886046886444,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
23,1933.0,2423.0,12.528619,0.30982089042663574,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
24,1952.0,3218.0,13.978955,0.3096825182437897,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
25,4339.0,3939.0,12.846146,0.3094008266925812,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
26,5382.0,3635.0,11.527765,0.3084806203842163,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
27,4363.0,3330.0,11.596289,0.3081011176109314,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
28,3460.0,437.0,11.921922,0.30776846408843994,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
29,2968.0,2570.0,11.658957,0.3071964681148529,non_human_findings,-1,0,361.tiff,0,hem_rect_fill
0,4054.0,3433.0,15.368859,0.358088880777359,human_rejected_label,18592,2,361.tiff,1,default_51
1,1566.0,3226.0,12.145815,0.3440082371234894,non_human_findings,-1,0,361.tiff,1,default_51
2,1886.0,3282.0,12.656838,0.3414088487625122,human_rejected_label,18639,2,361.tiff,1,default_51
3,3807.0,3085.0,13.374357,0.33737045526504517,non_human_findings,-1,0,361.tiff,1,default_51
4,2146.0,2989.0,11.844988,0.3357260525226593,non_human_findings,-1,0,361.tiff,1,default_51
5,2502.0,3552.0,12.035233,0.3320789635181427,non_human_findings,-1,0,361.tiff,1,default_51
6,4962.0,3134.0,12.609569,0.3301636576652527,non_human_findings,-1,0,361.tiff,1,default_51
7,5866.0,3548.0,15.186392,0.32857978343963623,human_rejected_label,18613,2,361.tiff,1,default_51
8,396.0,3233.0,12.575932,0.3279631435871124,human_rejected_label,18626,2,361.tiff,1,default_51
9,1745.0,3494.0,14.3346195,0.3265322148799896,non_human_findings,-1,0,361.tiff,1,default_51
10,3464.0,2869.0,11.798529,0.3263082504272461,non_human_findings,-1,0,361.tiff,1,default_51
11,2747.0,3066.0,12.049509,0.3248630166053772,non_human_findings,-1,0,361.tiff,1,default_51
12,4249.0,4007.0,13.27449,0.3241099417209625,non_human_findings,-1,0,361.tiff,1,default_51
13,1810.0,3174.0,14.498891,0.3225943446159363,human_rejected_label,18610,2,361.tiff,1,default_51
14,1284.0,2973.0,12.72872,0.3218790888786316,non_human_findings,-1,0,361.tiff,1,default_51
15,3281.0,2862.0,13.269625,0.3185886740684509,non_human_findings,-1,0,361.tiff,1,default_51
16,3012.0,3039.0,13.592319,0.3182576894760132,non_human_findings,-1,0,361.tiff,1,default_51
17,2866.0,3225.0,15.863689,0.31748414039611816,human_rejected_label,18691,2,361.tiff,1,default_51
18,3345.0,3494.0,14.104874,0.3152368664741516,human_rejected_label,18648,2,361.tiff,1,default_51
19,5777.0,2792.0,12.019604,0.31435537338256836,non_human_findings,-1,0,361.tiff,1,default_51
20,3532.0,3135.0,12.307493,0.31375789642333984,non_human_findings,-1,0,361.tiff,1,default_51
21,4414.0,347.0,12.380853,0.3136502802371979,non_human_findings,-1,0,361.tiff,1,default_51
22,3828.0,3821.0,12.64576,0.3134159445762634,non_human_findings,-1,0,361.tiff,1,default_51
23,4833.0,367.0,12.86168,0.3131849765777588,non_human_findings,-1,0,361.tiff,1,default_51
24,2192.0,3549.0,11.725938,0.31285762786865234,non_human_findings,-1,0,361.tiff,1,default_51
