file_name,tumor_type,seed_index,matched_ann_id,rank,z,score,unanimous,n_votes,n_mitotic_votes
094.tiff,human breast cancer,0,2490,39,15.980512619018555,0.8042880892753601,False,3,2
094.tiff,human breast cancer,0,2558,42,15.931717872619629,0.8018223643302917,True,2,2
094.tiff,human breast cancer,0,2645,43,15.833894729614258,0.7968791723251343,False,3,2
094.tiff,human breast cancer,0,2542,48,15.636757850646973,0.7869174480438232,True,2,2
094.tiff,human breast cancer,0,2552,49,15.616314888000488,0.785884439945221,False,3,2
094.tiff,human breast cancer,0,2514,53,15.385557174682617,0.774223804473877,True,2,2
094.tiff,human breast cancer,0,2502,54,15.340669631958008,0.7719555497169495,True,2,2
094.tiff,human breast cancer,0,2560,55,15.316428184509277,0.7707305550575256,True,2,2
094.tiff,human breast cancer,0,2596,57,15.264927864074707,0.7681281566619873,True,2,2
094.tiff,human breast cancer,0,2646,58,15.253719329833984,0.7675617337226868,False,3,2
094.tiff,human breast cancer,0,2587,60,15.18231201171875,0.7639533877372742,False,3,2
094.tiff,human breast cancer,0,2583,62,15.057183265686035,0.7576304078102112,False,3,2
094.tiff,human breast cancer,0,2594,75,14.815521240234375,0.7454187273979187,False,3,2
094.tiff,human breast cancer,0,2530,79,14.653867721557617,0.737250030040741,True,2,2
094.tiff,human breast cancer,0,2500,93,14.29389476776123,0.7190598845481873,False,3,2
094.tiff,human breast cancer,0,2531,95,14.261966705322266,0.717446506023407,False,3,2
094.tiff,human breast cancer,0,2650,98,14.215729713439941,0.7151100635528564,False,3,2
094.tiff,human breast cancer,0,2597,101,14.162025451660156,0.7123962640762329,True,2,2
094.tiff,human breast cancer,0,2642,108,14.032093048095703,0.7058305144309998,False,3,2
094.tiff,human breast cancer,0,2527,109,14.016968727111816,0.7050662636756897,True,2,2
094.tiff,human breast cancer,0,2511,137,13.59240436553955,0.6836121678352356,False,3,2
094.tiff,human breast cancer,0,2604,160,13.279603004455566,0.6678056716918945,False,3,2
094.tiff,human breast cancer,0,2577,227,12.600435256958008,0.6334859728813171,True,2,2
094.tiff,human breast cancer,0,2549,265,12.32095718383789,0.6193633675575256,True,2,2
094.tiff,human breast cancer,0,2524,268,12.314958572387695,0.6190602779388428,True,2,2
094.tiff,human breast cancer,0,2603,290,12.178444862365723,0.6121619343757629,True,2,2
094.tiff,human breast cancer,0,2510,310,12.042299270629883,0.6052822470664978,True,2,2
094.tiff,human breast cancer,0,2529,322,11.99965763092041,0.6031274795532227,False,3,2
094.tiff,human breast cancer,0,2505,325,11.976333618164062,0.6019488573074341,True,2,2
094.tiff,human breast cancer,0,2539,355,11.78639030456543,0.5923506617546082,False,3,2
094.tiff,human breast cancer,0,2499,371,11.71873664855957,0.5889319777488708,True,2,2
094.tiff,human breast cancer,0,2602,418,11.457090377807617,0.5757104754447937,True,2,2
094.tiff,human breast cancer,0,2566,420,11.435568809509277,0.5746229290962219,True,2,2
094.tiff,human breast cancer,0,2591,445,11.27254867553711,0.5663852095603943,True,2,2
094.tiff,human breast cancer,0,2612,493,11.053338050842285,0.5553080439567566,True,2,2
094.tiff,human breast cancer,0,2559,515,10.933646202087402,0.5492597818374634,False,3,2
094.tiff,human breast cancer,0,2486,533,10.841785430908203,0.5446178913116455,True,2,2
094.tiff,human breast cancer,0,2536,626,10.412056922912598,0.5229028463363647,True,2,2
094.tiff,human breast cancer,0,2507,631,10.393242835998535,0.5219520926475525,False,3,2
094.tiff,human breast cancer,0,2582,690,10.1611909866333,0.5102260708808899,True,2,2
094.tiff,human breast cancer,0,2493,724,10.03962230682373,0.504082977771759,True,2,2
094.tiff,human breast cancer,0,2581,738,10.00881290435791,0.5025261044502258,False,3,2
094.tiff,human breast cancer,0,2534,740,10.00749683380127,0.5024595856666565,True,2,2
094.tiff,human breast cancer,0,2629,744,9.996359825134277,0.5018967986106873,True,2,2
094.tiff,human breast cancer,0,2494,920,9.414916038513184,0.4725153148174286,True,2,2
094.tiff,human breast cancer,0,2519,941,9.306901931762695,0.46705713868141174,True,2,2
094.tiff,human breast cancer,0,2557,1115,8.82418441772461,0.4426644444465637,True,2,2
094.tiff,human breast cancer,0,2495,1117,8.824068069458008,0.44265857338905334,True,2,2
094.tiff,human breast cancer,0,2574,1171,8.696123123168945,0.4361932575702667,True,2,2
094.tiff,human breast cancer,0,2592,1241,8.489334106445312,0.42574381828308105,False,3,2
094.tiff,human breast cancer,0,2617,1259,8.450126647949219,0.42376258969306946,True,2,2
094.tiff,human breast cancer,0,2637,1283,8.361252784729004,0.4192716181278229,False,3,2
094.tiff,human breast cancer,0,2544,1309,8.310046195983887,0.41668403148651123,False,3,2
094.tiff,human breast cancer,0,2489,1366,8.167341232299805,0.40947285294532776,True,2,2
094.tiff,human breast cancer,0,2548,1457,7.930343151092529,0.39749687910079956,True,2,2
094.tiff,human breast cancer,0,2540,1588,7.610569953918457,0.38133808970451355,True,2,2
094.tiff,human breast cancer,0,2652,1630,7.524537563323975,0.3769907057285309,False,3,2
094.tiff,human breast cancer,0,2546,1785,7.20613431930542,0.3609011471271515,True,2,2
094.tiff,human breast cancer,0,2589,2130,6.60261344909668,0.33040401339530945,True,2,2
094.tiff,human breast cancer,0,2651,2516,6.0234150886535645,0.30113595724105835,True,2,2
094.tiff,human breast cancer,0,2655,4052,4.767851829528809,0.2376898229122162,True,2,2
094.tiff,human breast cancer,1,2614,5,16.487144470214844,1.8600037097930908,False,3,2
094.tiff,human breast cancer,1,2518,6,16.247615814208984,1.8328399658203125,True,2,2
094.tiff,human breast cancer,1,2644,7,16.02748680114746,1.8078763484954834,True,2,2
094.tiff,human breast cancer,1,2514,8,16.005298614501953,1.8053600788116455,True,2,2
094.tiff,human breast cancer,1,2622,9,15.969100952148438,1.8012549877166748,False,3,2
094.tiff,human breast cancer,1,2645,10,15.66256332397461,1.7664921283721924,False,3,2
094.tiff,human breast cancer,1,2483,11,15.581449508666992,1.757293462753296,True,2,2
094.tiff,human breast cancer,1,2558,13,15.30897045135498,1.7263929843902588,True,2,2
094.tiff,human breast cancer,1,2604,14,15.183052062988281,1.7121132612228394,False,3,2
094.tiff,human breast cancer,1,2560,15,15.115997314453125,1.704508900642395,True,2,2
094.tiff,human breast cancer,1,2646,16,15.104690551757812,1.7032266855239868,False,3,2
094.tiff,human breast cancer,1,2630,17,14.955429077148438,1.6862995624542236,False,3,2
094.tiff,human breast cancer,1,2487,18,14.914342880249023,1.6816401481628418,True,2,2
094.tiff,human breast cancer,1,2626,19,14.822227478027344,1.6711938381195068,False,3,2
094.tiff,human breast cancer,1,2587,20,14.817524909973145,1.6706604957580566,False,3,2
094.tiff,human breast cancer,1,2588,22,14.785080909729004,1.6669812202453613,True,2,2
094.tiff,human breast cancer,1,2543,24,14.63862419128418,1.6503723859786987,True,2,2
094.tiff,human breast cancer,1,2532,25,14.439040184020996,1.6277384757995605,False,3,2
094.tiff,human breast cancer,1,2488,26,14.397579193115234,1.6230367422103882,False,3,2
094.tiff,human breast cancer,1,2594,29,14.185917854309082,1.5990331172943115,False,3,2
094.tiff,human breast cancer,1,2583,30,14.0485200881958,1.583451509475708,False,3,2
094.tiff,human breast cancer,1,2650,31,13.992256164550781,1.5770710706710815,False,3,2
094.tiff,human breast cancer,1,2530,33,13.859822273254395,1.5620523691177368,True,2,2
094.tiff,human breast cancer,1,2619,34,13.824292182922363,1.5580229759216309,False,3,2
094.tiff,human breast cancer,1,2643,36,13.59751033782959,1.5323048830032349,False,3,2
094.tiff,human breast cancer,1,2542,38,13.401349067687988,1.5100592374801636,True,2,2
094.tiff,human breast cancer,1,2510,42,13.148422241210938,1.481376051902771,True,2,2
094.tiff,human breast cancer,1,2597,44,13.003243446350098,1.464911937713623,True,2,2
094.tiff,human breast cancer,1,2484,46,12.968926429748535,1.4610202312469482,False,3,2
094.tiff,human breast cancer,1,2490,47,12.94848918914795,1.458702564239502,False,3,2
094.tiff,human breast cancer,1,2596,48,12.917655944824219,1.455206036567688,True,2,2
094.tiff,human breast cancer,1,2529,52,12.566308975219727,1.4153615236282349,False,3,2
094.tiff,human breast cancer,1,2629,53,12.517109870910645,1.4097819328308105,True,2,2
094.tiff,human breast cancer,1,2505,54,12.510051727294922,1.4089815616607666,True,2,2
094.tiff,human breast cancer,1,2552,55,12.369029998779297,1.3929890394210815,False,3,2
094.tiff,human breast cancer,1,2601,60,12.252163887023926,1.3797358274459839,False,3,2
094.tiff,human breast cancer,1,2531,63,12.167304039001465,1.3701122999191284,False,3,2
094.tiff,human breast cancer,1,2527,64,12.162758827209473,1.3695967197418213,True,2,2
094.tiff,human breast cancer,1,2607,65,12.07577133178711,1.359731912612915,True,2,2
094.tiff,human breast cancer,1,2581,67,12.068368911743164,1.3588924407958984,False,3,2
094.tiff,human breast cancer,1,2486,75,11.834141731262207,1.3323301076889038,True,2,2
094.tiff,human breast cancer,1,2603,83,11.735562324523926,1.321150541305542,True,2,2
094.tiff,human breast cancer,1,2549,86,11.685504913330078,1.3154737949371338,True,2,2
094.tiff,human breast cancer,1,2513,88,11.56567668914795,1.301884651184082,True,2,2
094.tiff,human breast cancer,1,2602,92,11.434167861938477,1.286970853805542,True,2,2
094.tiff,human breast cancer,1,2492,118,10.679534912109375,1.2013916969299316,True,2,2
094.tiff,human breast cancer,1,2576,121,10.629107475280762,1.1956731081008911,False,3,2
094.tiff,human breast cancer,1,2566,122,10.556138038635254,1.187398076057434,True,2,2
094.tiff,human breast cancer,1,2612,136,10.248941421508789,1.1525603532791138,True,2,2
094.tiff,human breast cancer,1,2577,148,10.089216232299805,1.1344467401504517,True,2,2
094.tiff,human breast cancer,1,2637,150,10.079099655151367,1.1332993507385254,False,3,2
094.tiff,human breast cancer,1,2519,162,9.957372665405273,1.1194950342178345,True,2,2
094.tiff,human breast cancer,1,2489,195,9.578173637390137,1.0764918327331543,True,2,2
094.tiff,human breast cancer,1,2524,234,9.308877944946289,1.0459524393081665,True,2,2
094.tiff,human breast cancer,1,2502,257,9.151870727539062,1.0281469821929932,True,2,2
094.tiff,human breast cancer,1,2512,304,8.854171752929688,0.9943864345550537,True,2,2
094.tiff,human breast cancer,1,2539,319,8.78395938873291,0.9864240884780884,False,3,2
094.tiff,human breast cancer,1,2536,333,8.677225112915039,0.9743198156356812,True,2,2
094.tiff,human breast cancer,1,2540,400,8.376151084899902,0.9401765465736389,True,2,2
094.tiff,human breast cancer,1,2500,404,8.363991737365723,0.9387975931167603,False,3,2
094.tiff,human breast cancer,1,2495,450,8.161662101745605,0.9158523678779602,True,2,2
094.tiff,human breast cancer,1,2617,463,8.112835884094238,0.9103152751922607,True,2,2
094.tiff,human breast cancer,1,2574,472,8.074410438537598,0.9059576392173767,True,2,2
094.tiff,human breast cancer,1,2493,475,8.069018363952637,0.905346155166626,True,2,2
094.tiff,human breast cancer,1,2507,476,8.068180084228516,0.9052510857582092,False,3,2
094.tiff,human breast cancer,1,2499,479,8.054883003234863,0.9037431478500366,True,2,2
094.tiff,human breast cancer,1,2591,498,7.9927873611450195,0.8967011570930481,True,2,2
094.tiff,human breast cancer,1,2642,516,7.9400105476379395,0.890716016292572,False,3,2
094.tiff,human breast cancer,1,2548,607,7.6624627113342285,0.859240710735321,True,2,2
094.tiff,human breast cancer,1,2511,610,7.652288913726807,0.8580869436264038,False,3,2
094.tiff,human breast cancer,1,2544,621,7.622533321380615,0.8547124862670898,False,3,2
094.tiff,human breast cancer,1,2559,721,7.385988235473633,0.8278871178627014,False,3,2
094.tiff,human breast cancer,1,2494,747,7.3254241943359375,0.8210188150405884,True,2,2
094.tiff,human breast cancer,1,2582,820,7.117086410522461,0.7973923087120056,True,2,2
094.tiff,human breast cancer,1,2592,1001,6.729589939117432,0.7534482479095459,False,3,2
094.tiff,human breast cancer,1,2546,1051,6.602612495422363,0.7390483617782593,True,2,2
094.tiff,human breast cancer,1,2557,1183,6.336989402770996,0.7089253664016724,True,2,2
094.tiff,human breast cancer,1,2589,1673,5.589105129241943,0.624111533164978,True,2,2
094.tiff,human breast cancer,1,2652,2794,4.511907577514648,0.5019519329071045,False,3,2
094.tiff,human breast cancer,1,2655,2836,4.484536170959473,0.4988478720188141,True,2,2
094.tiff,human breast cancer,1,2651,4922,3.6053645610809326,0.3991454243659973,True,2,2
094.tiff,human breast cancer,2,2601,1,18.31544303894043,1.4171268939971924,False,3,2
094.tiff,human breast cancer,2,2532,3,16.257715225219727,1.2575536966323853,False,3,2
094.tiff,human breast cancer,2,2619,7,14.843223571777344,1.147862195968628,False,3,2
094.tiff,human breast cancer,2,2607,8,14.745774269104004,1.1403051614761353,True,2,2
094.tiff,human breast cancer,2,2646,9,14.736072540283203,1.1395528316497803,False,3,2
094.tiff,human breast cancer,2,2603,11,14.554095268249512,1.1254408359527588,True,2,2
094.tiff,human breast cancer,2,2643,12,14.546110153198242,1.1248215436935425,False,3,2
094.tiff,human breast cancer,2,2588,13,14.524285316467285,1.12312912940979,True,2,2
094.tiff,human breast cancer,2,2644,16,14.286581039428711,1.1046955585479736,True,2,2
094.tiff,human breast cancer,2,2483,17,14.244490623474121,1.1014314889907837,True,2,2
094.tiff,human breast cancer,2,2622,18,14.1685209274292,1.095540165901184,False,3,2
094.tiff,human breast cancer,2,2488,19,14.048027992248535,1.0861961841583252,False,3,2
094.tiff,human breast cancer,2,2630,20,14.046786308288574,1.0860998630523682,False,3,2
094.tiff,human breast cancer,2,2645,21,13.998305320739746,1.0823402404785156,False,3,2
094.tiff,human breast cancer,2,2484,24,13.7251615524292,1.0611584186553955,False,3,2
094.tiff,human breast cancer,2,2530,25,13.691776275634766,1.0585694313049316,True,2,2
094.tiff,human breast cancer,2,2487,27,13.666791915893555,1.0566319227218628,True,2,2
094.tiff,human breast cancer,2,2500,28,13.607170104980469,1.0520083904266357,False,3,2
094.tiff,human breast cancer,2,2560,29,13.524627685546875,1.045607328414917,True,2,2
094.tiff,human breast cancer,2,2514,31,13.402273178100586,1.036118984222412,True,2,2
094.tiff,human breast cancer,2,2626,33,13.362257957458496,1.0330158472061157,False,3,2
094.tiff,human breast cancer,2,2594,34,13.289225578308105,1.0273523330688477,False,3,2
094.tiff,human breast cancer,2,2529,35,13.287378311157227,1.0272090435028076,False,3,2
094.tiff,human breast cancer,2,2507,38,13.086994171142578,1.011669635772705,False,3,2
094.tiff,human breast cancer,2,2559,40,12.890152931213379,0.9964048862457275,False,3,2
094.tiff,human breast cancer,2,2650,41,12.7037353515625,0.9819485545158386,False,3,2
094.tiff,human breast cancer,2,2531,42,12.696404457092285,0.981380045413971,False,3,2
094.tiff,human breast cancer,2,2587,43,12.680509567260742,0.9801474213600159,False,3,2
094.tiff,human breast cancer,2,2583,44,12.631556510925293,0.9763512015342712,False,3,2
094.tiff,human breast cancer,2,2552,45,12.620359420776367,0.9754828810691833,False,3,2
094.tiff,human breast cancer,2,2510,46,12.46945571899414,0.9637805819511414,True,2,2
094.tiff,human breast cancer,2,2614,52,12.001222610473633,0.9274699091911316,False,3,2
094.tiff,human breast cancer,2,2505,53,11.969343185424805,0.9249976873397827,True,2,2
094.tiff,human breast cancer,2,2557,62,11.465680122375488,0.8859394788742065,True,2,2
094.tiff,human breast cancer,2,2604,64,11.40202808380127,0.8810033798217773,False,3,2
094.tiff,human breast cancer,2,2511,67,11.351439476013184,0.8770803213119507,False,3,2
094.tiff,human breast cancer,2,2490,71,11.312032699584961,0.8740243911743164,False,3,2
094.tiff,human breast cancer,2,2486,86,10.991004943847656,0.8491292595863342,True,2,2
094.tiff,human breast cancer,2,2518,88,10.978992462158203,0.8481976985931396,True,2,2
094.tiff,human breast cancer,2,2596,93,10.85423469543457,0.8385229110717773,True,2,2
094.tiff,human breast cancer,2,2499,94,10.843785285949707,0.8377125859260559,True,2,2
094.tiff,human breast cancer,2,2549,100,10.742534637451172,0.8298608064651489,True,2,2
094.tiff,human breast cancer,2,2542,101,10.739943504333496,0.8296598792076111,True,2,2
094.tiff,human breast cancer,2,2495,102,10.73141098022461,0.8289981484413147,True,2,2
094.tiff,human breast cancer,2,2581,114,10.4921875,0.8104467988014221,False,3,2
094.tiff,human breast cancer,2,2602,129,10.260415077209473,0.7924732565879822,True,2,2
094.tiff,human breast cancer,2,2597,133,10.210728645324707,0.788620114326477,True,2,2
094.tiff,human breast cancer,2,2524,147,10.082460403442383,0.7786731719970703,True,2,2
094.tiff,human breast cancer,2,2558,172,9.882169723510742,0.7631409168243408,True,2,2
094.tiff,human breast cancer,2,2637,211,9.566462516784668,0.7386584281921387,False,3,2
094.tiff,human breast cancer,2,2577,223,9.508792877197266,0.7341862320899963,True,2,2
094.tiff,human breast cancer,2,2617,238,9.419785499572754,0.7272838354110718,True,2,2
094.tiff,human breast cancer,2,2642,240,9.406953811645508,0.7262887358665466,False,3,2
094.tiff,human breast cancer,2,2544,274,9.123476028442383,0.7043055295944214,False,3,2
094.tiff,human breast cancer,2,2566,338,8.791878700256348,0.6785907745361328,True,2,2
094.tiff,human breast cancer,2,2591,366,8.660388946533203,0.6683939099311829,True,2,2
094.tiff,human breast cancer,2,2512,391,8.583464622497559,0.662428617477417,True,2,2
094.tiff,human breast cancer,2,2489,424,8.476653099060059,0.6541455388069153,True,2,2
094.tiff,human breast cancer,2,2492,426,8.468965530395508,0.6535493731498718,True,2,2
094.tiff,human breast cancer,2,2543,475,8.300748825073242,0.6405044794082642,True,2,2
094.tiff,human breast cancer,2,2513,539,8.064251899719238,0.6221645474433899,True,2,2
094.tiff,human breast cancer,2,2629,565,7.976953983306885,0.6153947114944458,True,2,2
094.tiff,human breast cancer,2,2592,605,7.862096786499023,0.6064877510070801,False,3,2
094.tiff,human breast cancer,2,2493,639,7.752035617828369,0.597952663898468,True,2,2
094.tiff,human breast cancer,2,2502,644,7.742680549621582,0.5972272157669067,True,2,2
094.tiff,human breast cancer,2,2534,690,7.611198425292969,0.5870310068130493,True,2,2
094.tiff,human breast cancer,2,2539,695,7.597952365875244,0.5860037803649902,False,3,2
094.tiff,human breast cancer,2,2574,728,7.51710319519043,0.5797340869903564,True,2,2
094.tiff,human breast cancer,2,2612,733,7.502602577209473,0.5786095857620239,True,2,2
094.tiff,human breast cancer,2,2536,781,7.362214088439941,0.5677226781845093,True,2,2
094.tiff,human breast cancer,2,2527,915,7.032148361206055,0.5421266555786133,True,2,2
094.tiff,human breast cancer,2,2576,939,6.9800262451171875,0.5380846858024597,False,3,2
094.tiff,human breast cancer,2,2546,1046,6.737508296966553,0.519277811050415,True,2,2
094.tiff,human breast cancer,2,2582,1321,6.139930725097656,0.4729367196559906,True,2,2
094.tiff,human breast cancer,2,2519,1510,5.819236755371094,0.44806745648384094,True,2,2
094.tiff,human breast cancer,2,2548,1656,5.602297782897949,0.4312441945075989,True,2,2
094.tiff,human breast cancer,2,2540,1743,5.4730730056762695,0.4212230443954468,True,2,2
094.tiff,human breast cancer,2,2589,1771,5.444479942321777,0.41900569200515747,True,2,2
