rank,cx,cy,score,od,bucket,matched_ann_id,matched_category,file_name,seed_index,condition
28,5397.0,2272.0,3.733665,0.16360288858413696,human_correct_label,14620,1,300.tiff,0,hem_rect_fill
29,4906.0,1571.0,4.0801134,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,hem_rect_fill
0,5206.0,3075.0,4.62396,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,hem_rect_fill_1um
1,4212.0,1382.0,3.7781837,0.18282127380371094,human_correct_label,14561,1,300.tiff,0,hem_rect_fill_1um
2,5359.0,1168.0,4.2239704,0.181596577167511,human_correct_label,14632,1,300.tiff,0,hem_rect_fill_1um
3,5858.0,3543.0,3.3239882,0.1807204633951187,human_correct_label,14607,1,300.tiff,0,hem_rect_fill_1um
4,1475.0,4336.0,3.7519243,0.18040849268436432,human_correct_label,14503,1,300.tiff,0,hem_rect_fill_1um
5,934.0,4139.0,3.2980564,0.17790010571479797,human_correct_label,14502,1,300.tiff,0,hem_rect_fill_1um
6,4622.0,3191.0,3.776167,0.17660290002822876,human_correct_label,14586,1,300.tiff,0,hem_rect_fill_1um
7,5401.0,4471.0,4.2623444,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,hem_rect_fill_1um
8,5894.0,914.0,4.0430574,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,hem_rect_fill_1um
9,5120.0,1982.0,4.8141403,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,hem_rect_fill_1um
10,6442.0,620.0,3.4580195,0.17486660182476044,human_rejected_label,14648,2,300.tiff,0,hem_rect_fill_1um
11,170.0,1722.0,3.949004,0.17470626533031464,human_correct_label,14477,1,300.tiff,0,hem_rect_fill_1um
12,1459.0,1225.0,4.801677,0.17293508350849152,human_correct_label,14475,1,300.tiff,0,hem_rect_fill_1um
13,1674.0,810.0,4.773836,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,hem_rect_fill_1um
14,5653.0,4204.0,3.3865654,0.1724788248538971,human_correct_label,14600,1,300.tiff,0,hem_rect_fill_1um
15,3307.0,1065.0,4.0144486,0.1723620891571045,human_correct_label,14559,1,300.tiff,0,hem_rect_fill_1um
16,4787.0,587.0,4.662,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,hem_rect_fill_1um
17,3482.0,1166.0,3.598569,0.17124536633491516,human_correct_label,14563,1,300.tiff,0,hem_rect_fill_1um
18,4492.0,4338.0,4.857297,0.168381467461586,human_correct_label,14594,1,300.tiff,0,hem_rect_fill_1um
19,4378.0,1824.0,3.953706,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,hem_rect_fill_1um
20,4478.0,2800.0,4.115287,0.16669565439224243,human_correct_label,14580,1,300.tiff,0,hem_rect_fill_1um
21,4340.0,776.0,3.839296,0.16648538410663605,human_rejected_label,14566,2,300.tiff,0,hem_rect_fill_1um
22,5719.0,3805.0,3.5016332,0.16550181806087494,human_correct_label,14605,1,300.tiff,0,hem_rect_fill_1um
23,5215.0,645.0,3.4897976,0.1653144508600235,human_correct_label,14634,1,300.tiff,0,hem_rect_fill_1um
24,6105.0,4531.0,4.5915046,0.1652766466140747,human_correct_label,14598,1,300.tiff,0,hem_rect_fill_1um
25,6088.0,1029.0,3.9844184,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,hem_rect_fill_1um
26,768.0,3495.0,3.7423015,0.1638723760843277,human_correct_label,14501,1,300.tiff,0,hem_rect_fill_1um
27,6213.0,627.0,3.7323232,0.16383196413516998,human_correct_label,14641,1,300.tiff,0,hem_rect_fill_1um
28,5397.0,2272.0,3.813429,0.16360288858413696,human_correct_label,14620,1,300.tiff,0,hem_rect_fill_1um
29,4906.0,1571.0,4.2307887,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,hem_rect_fill_1um
0,5202.0,3088.0,2.5547917,0.19470728933811188,human_correct_label,14609,1,300.tiff,1,default_51
1,3398.0,2726.0,3.6282535,0.1858786642551422,human_correct_label,14582,1,300.tiff,1,default_51
2,4214.0,1393.0,2.4112935,0.18282125890254974,human_correct_label,14561,1,300.tiff,1,default_51
3,5361.0,1176.0,2.9553766,0.18114757537841797,human_correct_label,14632,1,300.tiff,1,default_51
4,1477.0,4345.0,3.1913118,0.1807509809732437,human_correct_label,14503,1,300.tiff,1,default_51
5,5868.0,3555.0,2.3646922,0.1807204633951187,human_correct_label,14607,1,300.tiff,1,default_51
6,5402.0,1849.0,3.2280972,0.1792132407426834,human_correct_label,14623,1,300.tiff,1,default_51
7,4629.0,3196.0,2.437136,0.17825214564800262,human_correct_label,14586,1,300.tiff,1,default_51
8,937.0,4146.0,2.3422952,0.1768822968006134,human_correct_label,14502,1,300.tiff,1,default_51
9,5407.0,4476.0,2.2911205,0.17556007206439972,non_human_findings,-1,0,300.tiff,1,default_51
10,5893.0,922.0,2.404304,0.17550310492515564,human_correct_label,14637,1,300.tiff,1,default_51
11,173.0,1723.0,2.4923673,0.17470628023147583,human_correct_label,14477,1,300.tiff,1,default_51
12,3309.0,1074.0,2.3416746,0.1723848581314087,human_correct_label,14559,1,300.tiff,1,default_51
13,3485.0,1174.0,2.4136567,0.17180293798446655,human_correct_label,14563,1,300.tiff,1,default_51
14,4790.0,600.0,2.310494,0.17135342955589294,human_correct_label,14642,1,300.tiff,1,default_51
15,1671.0,1590.0,2.601842,0.17085686326026917,human_correct_label,14539,1,300.tiff,1,default_51
16,4382.0,1828.0,2.227523,0.1690693199634552,human_correct_label,14568,1,300.tiff,1,default_51
17,4481.0,2807.0,2.59887,0.16669563949108124,human_correct_label,14580,1,300.tiff,1,default_51
18,5720.0,3813.0,2.9030068,0.16554369032382965,human_correct_label,14605,1,300.tiff,1,default_51
19,6108.0,4536.0,2.2508676,0.1652766317129135,human_correct_label,14598,1,300.tiff,1,default_51
20,6095.0,1031.0,2.2447333,0.1650671511888504,human_correct_label,14639,1,300.tiff,1,default_51
21,5457.0,1115.0,2.7691312,0.1647983193397522,human_correct_label,14633,1,300.tiff,1,default_51
22,771.0,3501.0,2.5027008,0.1646527349948883,human_correct_label,14501,1,300.tiff,1,default_51
23,5794.0,2066.0,2.2586558,0.16306544840335846,human_rejected_label,14694,2,300.tiff,1,default_51
24,4911.0,1573.0,2.31796,0.1630316972732544,human_rejected_label,14680,2,300.tiff,1,default_51
25,2669.0,2066.0,2.7775822,0.16205275058746338,human_correct_label,14526,1,300.tiff,1,default_51
26,1528.0,2381.0,2.5894663,0.1619098037481308,human_correct_label,14490,1,300.tiff,1,default_51
27,3478.0,1428.0,2.3962255,0.16060668230056763,human_correct_label,14560,1,300.tiff,1,default_51
28,214.0,1636.0,2.2593923,0.16007578372955322,human_correct_label,14476,1,300.tiff,1,default_51
29,6050.0,1139.0,2.3671012,0.1596328467130661,human_correct_label,14682,1,300.tiff,1,default_51
0,5201.0,3088.0,2.5798497,0.19470728933811188,human_correct_label,14609,1,300.tiff,1,hem_rect_fill
1,3397.0,2726.0,3.5629494,0.1858786642551422,human_correct_label,14582,1,300.tiff,1,hem_rect_fill
2,4213.0,1392.0,2.5266078,0.18282127380371094,human_correct_label,14561,1,300.tiff,1,hem_rect_fill
3,5362.0,1176.0,2.9793303,0.18114756047725677,human_correct_label,14632,1,300.tiff,1,hem_rect_fill
4,1478.0,4345.0,2.9289777,0.18112725019454956,human_correct_label,14503,1,300.tiff,1,hem_rect_fill
5,5869.0,3555.0,2.4828708,0.1807204633951187,human_correct_label,14607,1,300.tiff,1,hem_rect_fill
6,5402.0,1849.0,3.1038034,0.1792132407426834,human_correct_label,14623,1,300.tiff,1,hem_rect_fill
7,4629.0,3196.0,2.2238846,0.17825214564800262,human_correct_label,14586,1,300.tiff,1,hem_rect_fill
8,937.0,4145.0,2.3679254,0.17690706253051758,human_correct_label,14502,1,300.tiff,1,hem_rect_fill
9,5407.0,4476.0,2.096534,0.17556007206439972,non_human_findings,-1,0,300.tiff,1,hem_rect_fill
10,5892.0,923.0,2.4909613,0.17550310492515564,human_correct_label,14637,1,300.tiff,1,hem_rect_fill
11,5122.0,1988.0,2.2482574,0.17525477707386017,human_correct_label,14626,1,300.tiff,1,hem_rect_fill
12,172.0,1723.0,2.4651701,0.17470629513263702,human_correct_label,14477,1,300.tiff,1,hem_rect_fill
13,1679.0,812.0,2.1586635,0.172806516289711,human_correct_label,14545,1,300.tiff,1,hem_rect_fill
14,3310.0,1074.0,2.3712902,0.17255231738090515,human_correct_label,14559,1,300.tiff,1,hem_rect_fill
15,3485.0,1175.0,2.502485,0.17180292308330536,human_correct_label,14563,1,300.tiff,1,hem_rect_fill
16,4790.0,600.0,2.394597,0.17135342955589294,human_correct_label,14642,1,300.tiff,1,hem_rect_fill
17,1670.0,1590.0,2.196541,0.17085686326026917,human_correct_label,14539,1,300.tiff,1,hem_rect_fill
18,4482.0,2807.0,2.6758385,0.16669563949108124,human_correct_label,14580,1,300.tiff,1,hem_rect_fill
19,4341.0,787.0,2.2028317,0.16648539900779724,human_rejected_label,14566,2,300.tiff,1,hem_rect_fill
20,5223.0,651.0,2.120671,0.16585157811641693,human_correct_label,14634,1,300.tiff,1,hem_rect_fill
21,5720.0,3813.0,2.8653543,0.16554369032382965,human_correct_label,14605,1,300.tiff,1,hem_rect_fill
22,6108.0,4536.0,2.3219886,0.1652766317129135,human_correct_label,14598,1,300.tiff,1,hem_rect_fill
23,6094.0,1031.0,2.2867231,0.1650671511888504,human_correct_label,14639,1,300.tiff,1,hem_rect_fill
24,5456.0,1115.0,2.8345823,0.16479834914207458,human_correct_label,14633,1,300.tiff,1,hem_rect_fill
25,771.0,3501.0,2.4526548,0.1646527349948883,human_correct_label,14501,1,300.tiff,1,hem_rect_fill
26,5794.0,2066.0,2.2627444,0.16306544840335846,human_rejected_label,14694,2,300.tiff,1,hem_rect_fill
27,4909.0,1574.0,2.2294242,0.1630316972732544,human_rejected_label,14680,2,300.tiff,1,hem_rect_fill
28,1106.0,1897.0,2.199841,0.16298536956310272,human_correct_label,14482,1,300.tiff,1,hem_rect_fill
29,2670.0,2067.0,2.5197434,0.1623886674642563,human_correct_label,14526,1,300.tiff,1,hem_rect_fill
0,5201.0,3088.0,2.5480201,0.19470728933811188,human_correct_label,14609,1,300.tiff,1,hem_rect_fill_1um
1,3398.0,2726.0,3.617186,0.1858786642551422,human_correct_label,14582,1,300.tiff,1,hem_rect_fill_1um
2,4213.0,1393.0,2.4692233,0.18282125890254974,human_correct_label,14561,1,300.tiff,1,hem_rect_fill_1um
3,5362.0,1176.0,2.9790828,0.18114756047725677,human_correct_label,14632,1,300.tiff,1,hem_rect_fill_1um
4,1478.0,4345.0,2.9553328,0.18112725019454956,human_correct_label,14503,1,300.tiff,1,hem_rect_fill_1um
5,5869.0,3555.0,2.470967,0.1807204633951187,human_correct_label,14607,1,300.tiff,1,hem_rect_fill_1um
6,5402.0,1849.0,3.1335485,0.1792132407426834,human_correct_label,14623,1,300.tiff,1,hem_rect_fill_1um
7,4629.0,3196.0,2.1767204,0.17825214564800262,human_correct_label,14586,1,300.tiff,1,hem_rect_fill_1um
8,937.0,4145.0,2.362859,0.17690706253051758,human_correct_label,14502,1,300.tiff,1,hem_rect_fill_1um
9,5892.0,923.0,2.3962395,0.17550310492515564,human_correct_label,14637,1,300.tiff,1,hem_rect_fill_1um
10,5122.0,1988.0,2.2077131,0.17525477707386017,human_correct_label,14626,1,300.tiff,1,hem_rect_fill_1um
11,172.0,1723.0,2.4543247,0.17470629513263702,human_correct_label,14477,1,300.tiff,1,hem_rect_fill_1um
12,1679.0,812.0,2.1049478,0.172806516289711,human_correct_label,14545,1,300.tiff,1,hem_rect_fill_1um
13,3309.0,1074.0,2.3702767,0.1723848581314087,human_correct_label,14559,1,300.tiff,1,hem_rect_fill_1um
14,3484.0,1174.0,2.5305037,0.17173011600971222,human_correct_label,14563,1,300.tiff,1,hem_rect_fill_1um
15,4790.0,600.0,2.3847227,0.17135342955589294,human_correct_label,14642,1,300.tiff,1,hem_rect_fill_1um
16,1670.0,1590.0,2.2376573,0.17085686326026917,human_correct_label,14539,1,300.tiff,1,hem_rect_fill_1um
17,4482.0,2807.0,2.6239688,0.16669563949108124,human_correct_label,14580,1,300.tiff,1,hem_rect_fill_1um
18,4341.0,787.0,2.118666,0.16648539900779724,human_rejected_label,14566,2,300.tiff,1,hem_rect_fill_1um
19,5224.0,651.0,2.1069214,0.16599194705486298,human_correct_label,14634,1,300.tiff,1,hem_rect_fill_1um
20,5720.0,3814.0,2.8619256,0.16554369032382965,human_correct_label,14605,1,300.tiff,1,hem_rect_fill_1um
21,6108.0,4536.0,2.2347686,0.1652766317129135,human_correct_label,14598,1,300.tiff,1,hem_rect_fill_1um
22,6095.0,1032.0,2.2162678,0.1650671660900116,human_correct_label,14639,1,300.tiff,1,hem_rect_fill_1um
23,5457.0,1115.0,2.8629723,0.1647983193397522,human_correct_label,14633,1,300.tiff,1,hem_rect_fill_1um
24,771.0,3501.0,2.424203,0.1646527349948883,human_correct_label,14501,1,300.tiff,1,hem_rect_fill_1um
25,5794.0,2066.0,2.2817357,0.16306544840335846,human_rejected_label,14694,2,300.tiff,1,hem_rect_fill_1um
26,4910.0,1574.0,2.2110057,0.1630316823720932,human_rejected_label,14680,2,300.tiff,1,hem_rect_fill_1um
27,1106.0,1898.0,2.128347,0.16301213204860687,human_correct_label,14482,1,300.tiff,1,hem_rect_fill_1um
28,2669.0,2066.0,2.5393605,0.16205275058746338,human_correct_label,14526,1,300.tiff,1,hem_rect_fill_1um
29,1528.0,2381.0,2.6073182,0.1619098037481308,human_correct_label,14490,1,300.tiff,1,hem_rect_fill_1um
0,5204.0,3078.0,3.6900394,0.19470728933811188,human_correct_label,14609,1,300.tiff,2,default_51
1,3394.0,2725.0,4.511125,0.1871684193611145,human_correct_label,14582,1,300.tiff,2,default_51
2,4207.0,1385.0,4.967582,0.18282127380371094,human_correct_label,14561,1,300.tiff,2,default_51
3,5360.0,1174.0,3.7365663,0.18114756047725677,human_correct_label,14632,1,300.tiff,2,default_51
4,5862.0,3549.0,4.758477,0.1807204633951187,human_correct_label,14607,1,300.tiff,2,default_51
5,1475.0,4342.0,3.6289644,0.18034133315086365,human_correct_label,14503,1,300.tiff,2,default_51
6,5398.0,1847.0,4.0480547,0.17965203523635864,human_correct_label,14623,1,300.tiff,2,default_51
7,4624.0,3195.0,3.3710268,0.17730532586574554,human_correct_label,14586,1,300.tiff,2,default_51
8,935.0,4143.0,3.2201152,0.17730286717414856,human_correct_label,14502,1,300.tiff,2,default_51
9,6446.0,622.0,3.220967,0.17594537138938904,human_rejected_label,14648,2,300.tiff,2,default_51
10,5891.0,919.0,3.9582014,0.17550310492515564,human_correct_label,14637,1,300.tiff,2,default_51
11,170.0,1724.0,4.5549326,0.17470629513263702,human_correct_label,14477,1,300.tiff,2,default_51
12,1677.0,812.0,3.3891697,0.1728065013885498,human_correct_label,14545,1,300.tiff,2,default_51
13,5651.0,4206.0,4.369074,0.1724788397550583,human_correct_label,14600,1,300.tiff,2,default_51
14,3485.0,1170.0,3.9711716,0.17161090672016144,human_correct_label,14563,1,300.tiff,2,default_51
15,3310.0,1069.0,3.2791204,0.1715032458305359,human_correct_label,14559,1,300.tiff,2,default_51
16,4790.0,589.0,3.2962348,0.17129012942314148,human_correct_label,14642,1,300.tiff,2,default_51
17,3300.0,2630.0,3.8725226,0.1688164919614792,human_correct_label,14583,1,300.tiff,2,default_51
18,4480.0,2804.0,3.9188237,0.16669563949108124,human_correct_label,14580,1,300.tiff,2,default_51
19,4339.0,779.0,3.9915786,0.16648538410663605,human_rejected_label,14566,2,300.tiff,2,default_51
20,5716.0,3812.0,3.6089451,0.16554370522499084,human_correct_label,14605,1,300.tiff,2,default_51
21,6106.0,4534.0,3.6750274,0.1652766317129135,human_correct_label,14598,1,300.tiff,2,default_51
22,6092.0,1032.0,3.4950707,0.1650671511888504,human_correct_label,14639,1,300.tiff,2,default_51
23,5454.0,1113.0,4.0261984,0.16479834914207458,human_correct_label,14633,1,300.tiff,2,default_51
24,770.0,3499.0,3.4056141,0.16412879526615143,human_correct_label,14501,1,300.tiff,2,default_51
25,4907.0,1574.0,4.1156693,0.1630316823720932,human_rejected_label,14680,2,300.tiff,2,default_51
26,1523.0,2378.0,3.5326674,0.1619098037481308,human_correct_label,14490,1,300.tiff,2,default_51
27,2259.0,3892.0,3.3260224,0.16171972453594208,human_correct_label,14518,1,300.tiff,2,default_51
28,1799.0,2549.0,3.2413614,0.16124296188354492,human_correct_label,14534,1,300.tiff,2,default_51
29,2667.0,2066.0,3.300636,0.16100680828094482,human_correct_label,14526,1,300.tiff,2,default_51
0,5203.0,3078.0,3.502151,0.19470728933811188,human_correct_label,14609,1,300.tiff,2,hem_rect_fill
1,3394.0,2725.0,4.4757576,0.1871684193611145,human_correct_label,14582,1,300.tiff,2,hem_rect_fill
2,4207.0,1385.0,4.8216653,0.18282127380371094,human_correct_label,14561,1,300.tiff,2,hem_rect_fill
3,5360.0,1174.0,3.6957533,0.18114756047725677,human_correct_label,14632,1,300.tiff,2,hem_rect_fill
4,5862.0,3549.0,4.596898,0.1807204633951187,human_correct_label,14607,1,300.tiff,2,hem_rect_fill
5,1475.0,4341.0,3.6704302,0.18034134805202484,human_correct_label,14503,1,300.tiff,2,hem_rect_fill
6,5398.0,1847.0,4.106433,0.17965203523635864,human_correct_label,14623,1,300.tiff,2,hem_rect_fill
7,935.0,4143.0,3.2991586,0.17730286717414856,human_correct_label,14502,1,300.tiff,2,hem_rect_fill
8,4623.0,3195.0,3.334338,0.17689433693885803,human_correct_label,14586,1,300.tiff,2,hem_rect_fill
9,5399.0,4474.0,3.1892633,0.17589789628982544,non_human_findings,-1,0,300.tiff,2,hem_rect_fill
10,5891.0,918.0,3.9281073,0.17550310492515564,human_correct_label,14637,1,300.tiff,2,hem_rect_fill
11,170.0,1723.0,4.4386687,0.17470629513263702,human_correct_label,14477,1,300.tiff,2,hem_rect_fill
12,1678.0,813.0,3.237816,0.1728149950504303,human_correct_label,14545,1,300.tiff,2,hem_rect_fill
13,5651.0,4207.0,4.0047045,0.1724788397550583,human_correct_label,14600,1,300.tiff,2,hem_rect_fill
14,3485.0,1170.0,3.9812129,0.17161090672016144,human_correct_label,14563,1,300.tiff,2,hem_rect_fill
15,4789.0,590.0,3.1792672,0.17129014432430267,human_correct_label,14642,1,300.tiff,2,hem_rect_fill
16,3299.0,2639.0,3.3771987,0.1688164919614792,human_correct_label,14583,1,300.tiff,2,hem_rect_fill
17,4480.0,2804.0,3.85436,0.16669563949108124,human_correct_label,14580,1,300.tiff,2,hem_rect_fill
18,4339.0,779.0,4.0129337,0.16648538410663605,human_rejected_label,14566,2,300.tiff,2,hem_rect_fill
19,5717.0,3811.0,3.6051135,0.16554372012615204,human_correct_label,14605,1,300.tiff,2,hem_rect_fill
20,6106.0,4534.0,3.5934072,0.1652766317129135,human_correct_label,14598,1,300.tiff,2,hem_rect_fill
21,6089.0,1032.0,3.4610088,0.1650671511888504,human_correct_label,14639,1,300.tiff,2,hem_rect_fill
22,5454.0,1113.0,3.9528115,0.16479834914207458,human_correct_label,14633,1,300.tiff,2,hem_rect_fill
23,767.0,3499.0,3.362017,0.16375678777694702,human_correct_label,14501,1,300.tiff,2,hem_rect_fill
24,4907.0,1574.0,3.9747345,0.1630316823720932,human_rejected_label,14680,2,300.tiff,2,hem_rect_fill
25,1523.0,2378.0,3.4784572,0.1619098037481308,human_correct_label,14490,1,300.tiff,2,hem_rect_fill
26,2259.0,3892.0,3.2773807,0.16171972453594208,human_correct_label,14518,1,300.tiff,2,hem_rect_fill
27,1799.0,2549.0,3.1820934,0.16124296188354492,human_correct_label,14534,1,300.tiff,2,hem_rect_fill
28,2667.0,2066.0,3.3014257,0.16100680828094482,human_correct_label,14526,1,300.tiff,2,hem_rect_fill
29,3477.0,1422.0,3.7944317,0.16060668230056763,human_correct_label,14560,1,300.tiff,2,hem_rect_fill
0,5203.0,3078.0,3.6592598,0.19470728933811188,human_correct_label,14609,1,300.tiff,2,hem_rect_fill_1um
1,3394.0,2725.0,4.508209,0.1871684193611145,human_correct_label,14582,1,300.tiff,2,hem_rect_fill_1um
2,4207.0,1385.0,4.9804964,0.18282127380371094,human_correct_label,14561,1,300.tiff,2,hem_rect_fill_1um
3,5360.0,1174.0,3.7218482,0.18114756047725677,human_correct_label,14632,1,300.tiff,2,hem_rect_fill_1um
4,5862.0,3549.0,4.6862545,0.1807204633951187,human_correct_label,14607,1,300.tiff,2,hem_rect_fill_1um
5,1475.0,4341.0,3.6706913,0.18034134805202484,human_correct_label,14503,1,300.tiff,2,hem_rect_fill_1um
6,5398.0,1847.0,4.0816255,0.17965203523635864,human_correct_label,14623,1,300.tiff,2,hem_rect_fill_1um
7,4624.0,3195.0,3.3350866,0.17730532586574554,human_correct_label,14586,1,300.tiff,2,hem_rect_fill_1um
8,935.0,4143.0,3.2293754,0.17730286717414856,human_correct_label,14502,1,300.tiff,2,hem_rect_fill_1um
9,5891.0,918.0,3.9781091,0.17550310492515564,human_correct_label,14637,1,300.tiff,2,hem_rect_fill_1um
10,170.0,1723.0,4.5558076,0.17470629513263702,human_correct_label,14477,1,300.tiff,2,hem_rect_fill_1um
11,1678.0,812.0,3.3383148,0.1728065013885498,human_correct_label,14545,1,300.tiff,2,hem_rect_fill_1um
12,5651.0,4207.0,4.2399473,0.1724788397550583,human_correct_label,14600,1,300.tiff,2,hem_rect_fill_1um
13,3485.0,1170.0,3.964884,0.17161090672016144,human_correct_label,14563,1,300.tiff,2,hem_rect_fill_1um
