check,label,n_items,caps,passed,used_radius,expected_radius,mpp,n_near_seed,match_radius_px,n_peaks,max_peaks,note
seed_annulus_empty,201.tiff/hem_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,201.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,201.tiff/tm_score,98.0,(),True,,,,,,,,
nms_radius,201.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,201.tiff/chromatin_od,98.0,(),True,,,,,,,,
nms_radius,201.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,201.tiff/od_contrast,98.0,(),True,,,,,,,,
nms_radius,201.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,201.tiff/gray_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,201.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,233.tiff/tm_score,96.0,(),True,,,,,,,,
nms_radius,233.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,233.tiff/chromatin_od,96.0,(),True,,,,,,,,
nms_radius,233.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,233.tiff/od_contrast,96.0,(),True,,,,,,,,
nms_radius,233.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,233.tiff/hem_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,233.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,233.tiff/tm_score,97.0,(),True,,,,,,,,
nms_radius,233.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,233.tiff/chromatin_od,97.0,(),True,,,,,,,,
nms_radius,233.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,233.tiff/od_contrast,97.0,(),True,,,,,,,,
nms_radius,233.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,233.tiff/gray_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,233.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,245.tiff/tm_score,98.0,(),True,,,,,,,,
nms_radius,245.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,245.tiff/chromatin_od,98.0,(),True,,,,,,,,
nms_radius,245.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,245.tiff/od_contrast,98.0,(),True,,,,,,,,
nms_radius,245.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,245.tiff/hem_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,245.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,245.tiff/tm_score,97.0,(),True,,,,,,,,
nms_radius,245.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,245.tiff/chromatin_od,97.0,(),True,,,,,,,,
nms_radius,245.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,245.tiff/od_contrast,97.0,(),True,,,,,,,,
nms_radius,245.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,245.tiff/gray_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,245.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,246.tiff/tm_score,94.0,(),True,,,,,,,,
nms_radius,246.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,246.tiff/chromatin_od,94.0,(),True,,,,,,,,
nms_radius,246.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,246.tiff/od_contrast,94.0,(),True,,,,,,,,
nms_radius,246.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,246.tiff/hem_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,246.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,246.tiff/tm_score,96.0,(),True,,,,,,,,
nms_radius,246.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,246.tiff/chromatin_od,96.0,(),True,,,,,,,,
nms_radius,246.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,246.tiff/od_contrast,96.0,(),True,,,,,,,,
nms_radius,246.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,246.tiff/gray_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,246.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,300.tiff/tm_score,99.0,(),True,,,,,,,,
nms_radius,300.tiff/tm_score,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
no_cap,300.tiff/chromatin_od,99.0,(),True,,,,,,,,
nms_radius,300.tiff/chromatin_od,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
no_cap,300.tiff/od_contrast,99.0,(),True,,,,,,,,
nms_radius,300.tiff/od_contrast,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
seed_annulus_empty,300.tiff/hem_bbox,,,True,,,,0.0,29.609,,,
max_peaks_binds,300.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,300.tiff/tm_score,99.0,(),True,,,,,,,,
nms_radius,300.tiff/tm_score,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
no_cap,300.tiff/chromatin_od,99.0,(),True,,,,,,,,
nms_radius,300.tiff/chromatin_od,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
no_cap,300.tiff/od_contrast,99.0,(),True,,,,,,,,
nms_radius,300.tiff/od_contrast,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
seed_annulus_empty,300.tiff/gray_bbox,,,True,,,,0.0,29.609,,,
max_peaks_binds,300.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,301.tiff/tm_score,99.0,(),True,,,,,,,,
nms_radius,301.tiff/tm_score,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
no_cap,301.tiff/chromatin_od,99.0,(),True,,,,,,,,
nms_radius,301.tiff/chromatin_od,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
no_cap,301.tiff/od_contrast,99.0,(),True,,,,,,,,
nms_radius,301.tiff/od_contrast,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
seed_annulus_empty,301.tiff/hem_bbox,,,True,,,,0.0,29.609,,,
max_peaks_binds,301.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,301.tiff/tm_score,98.0,(),True,,,,,,,,
nms_radius,301.tiff/tm_score,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
no_cap,301.tiff/chromatin_od,98.0,(),True,,,,,,,,
nms_radius,301.tiff/chromatin_od,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
no_cap,301.tiff/od_contrast,98.0,(),True,,,,,,,,
nms_radius,301.tiff/od_contrast,,,True,29.609055118110238,29.609055118110238,0.2533008895448562,,,,,
seed_annulus_empty,301.tiff/gray_bbox,,,True,,,,0.0,29.609,,,
max_peaks_binds,301.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,402.tiff/tm_score,98.0,(),True,,,,,,,,
nms_radius,402.tiff/tm_score,,,True,33.13877952755905,33.13877952755905,0.22632094805310524,,,,,
no_cap,402.tiff/chromatin_od,98.0,(),True,,,,,,,,
nms_radius,402.tiff/chromatin_od,,,True,33.13877952755905,33.13877952755905,0.22632094805310524,,,,,
no_cap,402.tiff/od_contrast,98.0,(),True,,,,,,,,
nms_radius,402.tiff/od_contrast,,,True,33.13877952755905,33.13877952755905,0.22632094805310524,,,,,
seed_annulus_empty,402.tiff/hem_bbox,,,True,,,,0.0,33.139,,,
max_peaks_binds,402.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,402.tiff/tm_score,98.0,(),True,,,,,,,,
nms_radius,402.tiff/tm_score,,,True,33.13877952755905,33.13877952755905,0.22632094805310524,,,,,
no_cap,402.tiff/chromatin_od,98.0,(),True,,,,,,,,
nms_radius,402.tiff/chromatin_od,,,True,33.13877952755905,33.13877952755905,0.22632094805310524,,,,,
no_cap,402.tiff/od_contrast,98.0,(),True,,,,,,,,
nms_radius,402.tiff/od_contrast,,,True,33.13877952755905,33.13877952755905,0.22632094805310524,,,,,
seed_annulus_empty,402.tiff/gray_bbox,,,True,,,,0.0,33.139,,,
max_peaks_binds,402.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,403.tiff/tm_score,95.0,(),True,,,,,,,,
nms_radius,403.tiff/tm_score,,,True,33.059940944881895,33.059940944881895,0.22686065932495555,,,,,
no_cap,403.tiff/chromatin_od,95.0,(),True,,,,,,,,
nms_radius,403.tiff/chromatin_od,,,True,33.059940944881895,33.059940944881895,0.22686065932495555,,,,,
no_cap,403.tiff/od_contrast,95.0,(),True,,,,,,,,
nms_radius,403.tiff/od_contrast,,,True,33.059940944881895,33.059940944881895,0.22686065932495555,,,,,
seed_annulus_empty,403.tiff/hem_bbox,,,True,,,,0.0,33.06,,,
max_peaks_binds,403.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,403.tiff/tm_score,98.0,(),True,,,,,,,,
nms_radius,403.tiff/tm_score,,,True,33.059940944881895,33.059940944881895,0.22686065932495555,,,,,
no_cap,403.tiff/chromatin_od,98.0,(),True,,,,,,,,
nms_radius,403.tiff/chromatin_od,,,True,33.059940944881895,33.059940944881895,0.22686065932495555,,,,,
no_cap,403.tiff/od_contrast,98.0,(),True,,,,,,,,
nms_radius,403.tiff/od_contrast,,,True,33.059940944881895,33.059940944881895,0.22686065932495555,,,,,
seed_annulus_empty,403.tiff/gray_bbox,,,True,,,,0.0,33.06,,,
max_peaks_binds,403.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,459.tiff/tm_score,99.0,(),True,,,,,,,,
nms_radius,459.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,459.tiff/chromatin_od,99.0,(),True,,,,,,,,
nms_radius,459.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,459.tiff/od_contrast,99.0,(),True,,,,,,,,
nms_radius,459.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,459.tiff/hem_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,459.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,459.tiff/tm_score,99.0,(),True,,,,,,,,
nms_radius,459.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,459.tiff/chromatin_od,99.0,(),True,,,,,,,,
nms_radius,459.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,459.tiff/od_contrast,99.0,(),True,,,,,,,,
nms_radius,459.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,459.tiff/gray_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,459.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,460.tiff/tm_score,99.0,(),True,,,,,,,,
nms_radius,460.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,460.tiff/chromatin_od,99.0,(),True,,,,,,,,
nms_radius,460.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,460.tiff/od_contrast,99.0,(),True,,,,,,,,
nms_radius,460.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,460.tiff/hem_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,460.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,460.tiff/tm_score,99.0,(),True,,,,,,,,
nms_radius,460.tiff/tm_score,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,460.tiff/chromatin_od,99.0,(),True,,,,,,,,
nms_radius,460.tiff/chromatin_od,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
no_cap,460.tiff/od_contrast,99.0,(),True,,,,,,,,
nms_radius,460.tiff/od_contrast,,,True,30.221751968503938,30.221751968503938,0.24816562612969095,,,,,
seed_annulus_empty,460.tiff/gray_bbox,,,True,,,,0.0,30.222,,,
max_peaks_binds,460.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,529.tiff/tm_score,96.0,(),True,,,,,,,,
nms_radius,529.tiff/tm_score,,,True,33.0639829123214,33.0639829123214,0.2268329263261596,,,,,
no_cap,529.tiff/chromatin_od,96.0,(),True,,,,,,,,
nms_radius,529.tiff/chromatin_od,,,True,33.0639829123214,33.0639829123214,0.2268329263261596,,,,,
no_cap,529.tiff/od_contrast,96.0,(),True,,,,,,,,
nms_radius,529.tiff/od_contrast,,,True,33.0639829123214,33.0639829123214,0.2268329263261596,,,,,
seed_annulus_empty,529.tiff/hem_bbox,,,True,,,,0.0,33.064,,,
max_peaks_binds,529.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,529.tiff/tm_score,97.0,(),True,,,,,,,,
nms_radius,529.tiff/tm_score,,,True,33.0639829123214,33.0639829123214,0.2268329263261596,,,,,
no_cap,529.tiff/chromatin_od,97.0,(),True,,,,,,,,
nms_radius,529.tiff/chromatin_od,,,True,33.0639829123214,33.0639829123214,0.2268329263261596,,,,,
no_cap,529.tiff/od_contrast,97.0,(),True,,,,,,,,
nms_radius,529.tiff/od_contrast,,,True,33.0639829123214,33.0639829123214,0.2268329263261596,,,,,
seed_annulus_empty,529.tiff/gray_bbox,,,True,,,,0.0,33.064,,,
max_peaks_binds,529.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
no_cap,548.tiff/tm_score,98.0,(),True,,,,,,,,
nms_radius,548.tiff/tm_score,,,True,32.975303229224245,32.975303229224245,0.22744294261267478,,,,,
no_cap,548.tiff/chromatin_od,98.0,(),True,,,,,,,,
nms_radius,548.tiff/chromatin_od,,,True,32.975303229224245,32.975303229224245,0.22744294261267478,,,,,
no_cap,548.tiff/od_contrast,98.0,(),True,,,,,,,,
nms_radius,548.tiff/od_contrast,,,True,32.975303229224245,32.975303229224245,0.22744294261267478,,,,,
seed_annulus_empty,548.tiff/hem_bbox,,,True,,,,0.0,32.975,,,
max_peaks_binds,548.tiff/hem_bbox,,,True,,,,,,100.0,100.0,
no_cap,548.tiff/tm_score,98.0,(),True,,,,,,,,
nms_radius,548.tiff/tm_score,,,True,32.975303229224245,32.975303229224245,0.22744294261267478,,,,,
no_cap,548.tiff/chromatin_od,98.0,(),True,,,,,,,,
nms_radius,548.tiff/chromatin_od,,,True,32.975303229224245,32.975303229224245,0.22744294261267478,,,,,
no_cap,548.tiff/od_contrast,98.0,(),True,,,,,,,,
nms_radius,548.tiff/od_contrast,,,True,32.975303229224245,32.975303229224245,0.22744294261267478,,,,,
seed_annulus_empty,548.tiff/gray_bbox,,,True,,,,0.0,32.975,,,
max_peaks_binds,548.tiff/gray_bbox,,,True,,,,,,100.0,100.0,
deep_pool_covers_max_budget,ALL,,,True,,,,,,,,
no_starvation_any_budget,ALL,,,True,,,,,,,,
max_peaks_binds_all,ALL,,,True,,,,,,,,
seed_annulus_empty,ALL,,,True,,,,,,,,"0/28 (ROI, condition) runs violated"
tightened_box_reproduces,013.tiff,,,True,,,,,,,,
tightened_box_reproduces,094.tiff,,,True,,,,,,,,
tightened_box_reproduces,201.tiff,,,True,,,,,,,,
tightened_box_reproduces,233.tiff,,,True,,,,,,,,
tightened_box_reproduces,245.tiff,,,True,,,,,,,,
tightened_box_reproduces,246.tiff,,,True,,,,,,,,
tightened_box_reproduces,300.tiff,,,True,,,,,,,,
tightened_box_reproduces,301.tiff,,,True,,,,,,,,
tightened_box_reproduces,402.tiff,,,True,,,,,,,,
tightened_box_reproduces,403.tiff,,,True,,,,,,,,
tightened_box_reproduces,459.tiff,,,True,,,,,,,,
tightened_box_reproduces,460.tiff,,,True,,,,,,,,
tightened_box_reproduces,529.tiff,,,True,,,,,,,,
tightened_box_reproduces,548.tiff,,,True,,,,,,,,
