file_name,seed_index,matched_ann_id,z_r50,score_r50,z_r75,score_r75,dz
301.tiff,0,14727,3.214437484741211,0.6319563984870911,3.214437484741211,0.6319563984870911,0.0
301.tiff,0,14736,3.219083070755005,0.632902204990387,3.219083070755005,0.632902204990387,0.0
301.tiff,0,14930,3.241844892501831,0.6375362873077393,3.241844892501831,0.6375362873077393,0.0
301.tiff,0,14869,3.296661615371704,0.6486964821815491,3.296661615371704,0.6486964821815491,0.0
301.tiff,0,14928,3.31709885597229,0.6528573036193848,3.31709885597229,0.6528573036193848,0.0
301.tiff,0,14761,3.3228418827056885,0.6540265679359436,3.3228418827056885,0.6540265679359436,0.0
301.tiff,0,14811,3.351280450820923,0.6598163843154907,3.351280450820923,0.6598163843154907,0.0
301.tiff,0,14753,3.3553097248077397,0.6606367230415344,3.251106023788452,0.6394217610359192,-0.10420370101928755
301.tiff,0,14906,3.404482364654541,0.6706477999687195,3.404482364654541,0.6706477999687195,0.0
301.tiff,0,14913,3.4342055320739746,0.676699161529541,3.4342055320739746,0.676699161529541,0.0
301.tiff,0,14949,3.4458038806915283,0.6790605187416077,3.15122652053833,0.6190872192382812,-0.29457736015319824
301.tiff,0,14787,3.473470687866211,0.6846932172775269,3.473470687866211,0.6846932172775269,0.0
301.tiff,0,14893,3.4861648082733154,0.687277615070343,3.4861648082733154,0.687277615070343,0.0
301.tiff,0,14974,3.4945571422576904,0.6889862418174744,3.4945571422576904,0.6889862418174744,0.0
301.tiff,0,14819,3.5782546997070312,0.7060263156890869,3.5782546997070312,0.7060263156890869,0.0
301.tiff,0,15027,3.596435785293579,0.7097278237342834,3.596435785293579,0.7097278237342834,0.0
301.tiff,0,14823,3.6118905544281006,0.7128742337226868,3.6118905544281006,0.7128742337226868,0.0
301.tiff,0,14769,3.6272246837615967,0.7159961462020874,3.6272246837615967,0.7159961462020874,0.0
301.tiff,0,14865,3.6790578365325928,0.7265489101409912,3.6790578365325928,0.7265489101409912,0.0
301.tiff,0,14847,3.6932873725891113,0.7294459342956543,3.6932873725891113,0.7294459342956543,0.0
301.tiff,0,14884,3.693495035171509,0.7294881939888,3.693495035171509,0.7294881939888,0.0
301.tiff,0,14835,3.6989824771881104,0.7306053638458252,3.6989824771881104,0.7306053638458252,0.0
301.tiff,0,14767,3.699925422668457,0.7307973504066467,3.699925422668457,0.7307973504066467,0.0
301.tiff,0,14790,3.7071149349212646,0.732261061668396,3.7071149349212646,0.732261061668396,0.0
301.tiff,0,15036,3.755356550216675,0.7420826554298401,3.755356550216675,0.7420826554298401,0.0
301.tiff,0,14829,3.762473583221436,0.7435315847396851,3.762473583221436,0.7435315847396851,0.0
301.tiff,0,14920,3.771602153778076,0.7453901171684265,3.771602153778076,0.7453901171684265,0.0
301.tiff,0,14749,3.778586149215698,0.7468119859695435,3.778586149215698,0.7468119859695435,0.0
301.tiff,0,14827,3.790438652038574,0.7492250204086304,3.790438652038574,0.7492250204086304,0.0
301.tiff,0,14936,3.80659818649292,0.7525149583816528,3.80659818649292,0.7525149583816528,0.0
301.tiff,0,14800,3.82780122756958,0.756831705570221,3.82780122756958,0.756831705570221,0.0
301.tiff,0,14868,3.877504587173462,0.7669509053230286,3.877504587173462,0.7669509053230286,0.0
301.tiff,0,14840,3.913694143295288,0.7743187546730042,3.913694143295288,0.7743187546730042,0.0
301.tiff,0,14882,3.913812160491944,0.7743427753448486,3.913812160491944,0.7743427753448486,0.0
301.tiff,0,14970,3.931568145751953,0.7779577374458313,3.931568145751953,0.7779577374458313,0.0
301.tiff,0,14916,3.936245441436768,0.7789099812507629,3.936245441436768,0.7789099812507629,0.0
301.tiff,0,14747,3.9440391063690186,0.7804967164993286,3.9440391063690186,0.7804967164993286,0.0
301.tiff,0,15002,3.949473381042481,0.7816030979156494,3.949473381042481,0.7816030979156494,0.0
301.tiff,0,14875,3.969359874725342,0.7856518030166626,3.969359874725342,0.7856518030166626,0.0
301.tiff,0,14812,3.98337721824646,0.7885056138038635,3.98337721824646,0.7885056138038635,0.0
301.tiff,0,14803,3.989092111587525,0.7896690964698792,3.989092111587525,0.7896690964698792,0.0
301.tiff,0,14914,4.00588321685791,0.7930876612663269,4.00588321685791,0.7930876612663269,0.0
301.tiff,0,14754,4.01052713394165,0.7940330505371094,4.01052713394165,0.7940330505371094,0.0
301.tiff,0,14973,4.024914741516113,0.7969622611999512,4.024914741516113,0.7969622611999512,0.0
301.tiff,0,14797,4.032315731048584,0.7984690070152283,4.032315731048584,0.7984690070152283,0.0
301.tiff,0,14939,4.059274196624756,0.8039575219154358,4.059274196624756,0.8039575219154358,0.0
301.tiff,0,14996,4.066982269287109,0.8055267930030823,4.066982269287109,0.8055267930030823,0.0
301.tiff,0,14908,4.074620723724365,0.807081937789917,4.074620723724365,0.807081937789917,0.0
301.tiff,0,14789,4.075300693511963,0.8072203993797302,4.075300693511963,0.8072203993797302,0.0
301.tiff,0,14864,4.132442474365234,0.8188539743423462,4.132442474365234,0.8188539743423462,0.0
301.tiff,0,14778,4.139737129211426,0.820339024066925,4.139737129211426,0.820339024066925,0.0
301.tiff,0,14836,4.144262313842773,0.8212603330612183,4.144262313842773,0.8212603330612183,0.0
301.tiff,0,14841,4.179168701171875,0.8283669352531433,4.179168701171875,0.8283669352531433,0.0
301.tiff,0,14788,4.19708251953125,0.8320140838623047,4.19708251953125,0.8320140838623047,0.0
301.tiff,0,14935,4.197514533996582,0.8321020603179932,4.197514533996582,0.8321020603179932,0.0
301.tiff,0,14952,4.213689804077148,0.8353951573371887,4.213689804077148,0.8353951573371887,0.0
301.tiff,0,15004,4.231052398681641,0.838930070400238,4.231052398681641,0.838930070400238,0.0
301.tiff,0,15013,4.26125431060791,0.8450788855552673,4.26125431060791,0.8450788855552673,0.0
301.tiff,0,14771,4.29549503326416,0.8520500063896179,4.29549503326416,0.8520500063896179,0.0
301.tiff,0,14950,4.2997260093688965,0.8529114127159119,4.2997260093688965,0.8529114127159119,0.0
301.tiff,0,14981,4.321176528930664,0.8572785258293152,4.321176528930664,0.8572785258293152,0.0
301.tiff,0,14915,4.330820560455322,0.8592419624328613,4.330820560455322,0.8592419624328613,0.0
301.tiff,0,14983,4.332816123962402,0.8596482276916504,4.332816123962402,0.8596482276916504,0.0
301.tiff,0,14880,4.342600345611572,0.861640214920044,4.342600345611572,0.861640214920044,0.0
301.tiff,0,14735,4.35597562789917,0.8643633127212524,4.35597562789917,0.8643633127212524,0.0
301.tiff,0,15022,4.420214653015137,0.8774417638778687,4.420214653015137,0.8774417638778687,0.0
301.tiff,0,14742,4.481113433837891,0.8898401856422424,4.481113433837891,0.8898401856422424,0.0
301.tiff,0,14964,4.553724765777588,0.9046232104301452,4.553724765777588,0.9046232104301452,0.0
301.tiff,0,14968,4.5688323974609375,0.9076989889144896,4.5688323974609375,0.9076989889144896,0.0
301.tiff,0,14786,4.604851245880127,0.915032148361206,4.604851245880127,0.915032148361206,0.0
301.tiff,0,14837,4.614598274230957,0.9170165657997132,4.614598274230957,0.9170165657997132,0.0
301.tiff,0,15001,4.615354061126709,0.9171704053878784,4.615354061126709,0.9171704053878784,0.0
301.tiff,0,14963,4.61974573135376,0.918064534664154,4.61974573135376,0.918064534664154,0.0
301.tiff,0,14757,4.639786243438721,0.9221445322036744,4.639786243438721,0.9221445322036744,0.0
301.tiff,0,14809,4.656130313873291,0.92547208070755,4.656130313873291,0.92547208070755,0.0
301.tiff,0,14734,4.665951251983643,0.9274715185165404,4.665951251983643,0.9274715185165404,0.0
301.tiff,0,14901,4.675643444061279,0.9294447302818298,4.675643444061279,0.9294447302818298,0.0
301.tiff,0,14808,4.713149547576904,0.9370806813240052,4.713149547576904,0.9370806813240052,0.0
301.tiff,0,14918,4.714587211608887,0.9373733997344972,4.714587211608887,0.9373733997344972,0.0
301.tiff,0,14810,4.753419399261475,0.94527930021286,4.753419399261475,0.94527930021286,0.0
301.tiff,0,14942,4.77138090133667,0.9489360451698304,4.77138090133667,0.9489360451698304,0.0
301.tiff,0,15003,4.808241367340088,0.9564405083656312,4.808241367340088,0.9564405083656312,0.0
301.tiff,0,14856,4.8115057945251465,0.9571051001548768,4.8115057945251465,0.9571051001548768,0.0
301.tiff,0,14902,4.818797111511231,0.9585895538330078,4.818797111511231,0.9585895538330078,0.0
301.tiff,0,14834,4.825888633728027,0.9600332975387572,4.825888633728027,0.9600332975387572,0.0
301.tiff,0,14958,4.83786678314209,0.9624719619750975,4.83786678314209,0.9624719619750975,0.0
301.tiff,0,15010,4.869051456451416,0.968820869922638,4.869051456451416,0.968820869922638,0.0
301.tiff,0,14876,4.921790599822998,0.9795581102371216,4.921790599822998,0.9795581102371216,0.0
301.tiff,0,14932,4.961867332458496,0.98771733045578,4.961867332458496,0.98771733045578,0.0
301.tiff,0,14842,4.980185031890869,0.9914466738700868,4.980185031890869,0.9914466738700868,0.0
301.tiff,0,14904,5.086982727050781,1.0131897926330566,5.086982727050781,1.0131897926330566,0.0
301.tiff,0,14806,5.098004817962647,1.0154337882995603,5.098004817962647,1.0154337882995603,0.0
301.tiff,0,14946,5.142374515533447,1.0244669914245603,5.142374515533447,1.0244669914245603,0.0
301.tiff,0,14889,5.171709537506104,1.030439376831055,5.171709537506104,1.030439376831055,0.0
301.tiff,0,14998,5.181675910949707,1.0324684381484983,5.181675910949707,1.0324684381484983,0.0
301.tiff,0,14764,5.185997009277344,1.0333482027053833,5.185997009277344,1.0333482027053833,0.0
301.tiff,0,14743,5.190648078918457,1.0342950820922852,5.190648078918457,1.0342950820922852,0.0
301.tiff,0,14874,5.200461387634277,1.0362930297851562,5.200461387634277,1.0362930297851562,0.0
301.tiff,0,15007,5.22435188293457,1.0411568880081177,5.22435188293457,1.0411568880081177,0.0
301.tiff,0,14795,5.314571380615234,1.0595247745513916,5.314571380615234,1.0595247745513916,0.0
301.tiff,0,14770,5.318500518798828,1.0603246688842771,5.318500518798828,1.0603246688842771,0.0
301.tiff,0,15018,5.332208156585693,1.063115477561951,5.332208156585693,1.063115477561951,0.0
301.tiff,0,14759,5.337000846862793,1.0640912055969238,5.337000846862793,1.0640912055969238,0.0
301.tiff,0,14879,5.3647141456604,1.0697333812713623,5.3647141456604,1.0697333812713623,0.0
301.tiff,0,14815,5.416135787963867,1.080202341079712,5.416135787963867,1.080202341079712,0.0
301.tiff,0,14898,5.417561531066895,1.080492615699768,5.417561531066895,1.080492615699768,0.0
301.tiff,0,14733,5.417651176452637,1.0805108547210691,5.417651176452637,1.0805108547210691,0.0
301.tiff,0,14798,5.449216365814209,1.0869373083114624,5.449216365814209,1.0869373083114624,0.0
301.tiff,0,14934,5.489217758178711,1.0950812101364136,5.489217758178711,1.0950812101364136,0.0
301.tiff,0,14977,5.51983642578125,1.101314902305603,5.51983642578125,1.101314902305603,0.0
301.tiff,0,14957,5.538561820983887,1.105127215385437,5.538561820983887,1.105127215385437,0.0
301.tiff,0,14826,5.599888801574707,1.1176128387451172,5.599888801574707,1.1176128387451172,0.0
301.tiff,0,14850,5.613219261169434,1.1203267574310305,5.613219261169434,1.1203267574310305,0.0
301.tiff,0,14816,5.63746976852417,1.1252639293670654,5.63746976852417,1.1252639293670654,0.0
301.tiff,0,14903,5.666340351104736,1.1311417818069458,5.666340351104736,1.1311417818069458,0.0
301.tiff,0,14844,5.6777849197387695,1.1334717273712158,5.6777849197387695,1.1334717273712158,0.0
301.tiff,0,14888,5.714230060577393,1.140891671180725,5.714230060577393,1.140891671180725,0.0
301.tiff,0,14912,5.714635848999023,1.1409742832183838,5.714635848999023,1.1409742832183838,0.0
301.tiff,0,14962,5.729248046875,1.1439491510391235,5.729248046875,1.1439491510391235,0.0
301.tiff,0,14857,5.749495506286621,1.1480714082717896,5.749495506286621,1.1480714082717896,0.0
301.tiff,0,14975,5.763375282287598,1.1508971452713013,5.763375282287598,1.1508971452713013,0.0
301.tiff,0,14911,5.764707565307617,1.1511684656143188,5.764707565307617,1.1511684656143188,0.0
301.tiff,0,14731,5.842550277709961,1.1670165061950684,5.842550277709961,1.1670165061950684,0.0
301.tiff,0,14960,5.851304054260254,1.1687986850738523,5.851304054260254,1.1687986850738523,0.0
301.tiff,0,14781,5.868385314941406,1.172276258468628,5.868385314941406,1.172276258468628,0.0
301.tiff,0,14766,5.870296955108643,1.1726654767990112,5.870296955108643,1.1726654767990112,0.0
301.tiff,0,14751,5.8933515548706055,1.1773592233657837,5.8933515548706055,1.1773592233657837,0.0
301.tiff,0,14907,5.894761085510254,1.1776461601257324,5.894761085510254,1.1776461601257324,0.0
301.tiff,0,14985,5.905611991882324,1.1798553466796875,5.905611991882324,1.1798553466796875,0.0
301.tiff,0,14866,5.921145915985107,1.1830178499221802,5.921145915985107,1.1830178499221802,0.0
301.tiff,0,14924,5.956358432769775,1.190186858177185,5.956358432769775,1.190186858177185,0.0
301.tiff,0,14726,6.002124309539795,1.1995043754577637,6.002124309539795,1.1995043754577637,0.0
301.tiff,0,14921,6.003815650939941,1.1998486518859863,6.003815650939941,1.1998486518859863,0.0
301.tiff,0,14995,6.048341751098633,1.208913803100586,6.048341751098633,1.208913803100586,0.0
301.tiff,0,14979,6.062643051147461,1.2118253707885742,6.062643051147461,1.2118253707885742,0.0
301.tiff,0,14796,6.077319622039795,1.214813470840454,6.077319622039795,1.214813470840454,0.0
301.tiff,0,14807,6.084022045135498,1.2161779403686523,6.084022045135498,1.2161779403686523,0.0
301.tiff,0,14772,6.101934432983398,1.2198247909545898,6.101934432983398,1.2198247909545898,0.0
301.tiff,0,14779,6.102147102355957,1.2198680639266968,6.102147102355957,1.2198680639266968,0.0
301.tiff,0,14947,6.128946781158447,1.225324273109436,6.128946781158447,1.225324273109436,0.0
301.tiff,0,14982,6.139763832092285,1.2275265455245972,6.139763832092285,1.2275265455245972,0.0
301.tiff,0,14750,6.183616161346436,1.2364544868469238,6.183616161346436,1.2364544868469238,0.0
301.tiff,0,14989,6.184438228607178,1.2366218566894531,6.184438228607178,1.2366218566894531,0.0
301.tiff,0,14839,6.210539817810059,1.2419358491897583,6.210539817810059,1.2419358491897583,0.0
301.tiff,0,14805,6.217214107513428,1.2432947158813477,6.217214107513428,1.2432947158813477,0.0
301.tiff,0,14730,6.269522666931152,1.2539442777633667,6.269522666931152,1.2539442777633667,0.0
301.tiff,0,14881,6.287576675415039,1.257619857788086,6.287576675415039,1.257619857788086,0.0
301.tiff,0,14961,6.302188396453857,1.2605947256088257,6.302188396453857,1.2605947256088257,0.0
301.tiff,0,14917,6.326330184936523,1.2655097246170044,6.326330184936523,1.2655097246170044,0.0
301.tiff,0,14785,6.3487324714660645,1.2700706720352173,6.3487324714660645,1.2700706720352173,0.0
301.tiff,0,15034,6.35988187789917,1.2723405361175537,6.35988187789917,1.2723405361175537,0.0
301.tiff,0,14933,6.376861095428467,1.2757973670959473,6.376861095428467,1.2757973670959473,0.0
301.tiff,0,14852,6.388605117797852,1.2781883478164673,6.388605117797852,1.2781883478164673,0.0
301.tiff,0,15014,6.429732799530029,1.2865616083145142,6.429732799530029,1.2865616083145142,0.0
301.tiff,0,15011,6.430214405059815,1.286659598350525,6.430214405059815,1.286659598350525,0.0
301.tiff,0,14858,6.432814121246338,1.2871888875961304,6.432814121246338,1.2871888875961304,0.0
301.tiff,0,14945,6.438286304473877,1.288303017616272,6.438286304473877,1.288303017616272,0.0
301.tiff,0,14972,6.444377899169922,1.2895431518554688,6.444377899169922,1.2895431518554688,0.0
301.tiff,0,14956,6.4665937423706055,1.2940661907196045,6.4665937423706055,1.2940661907196045,0.0
301.tiff,0,14980,6.49099588394165,1.2990342378616333,6.49099588394165,1.2990342378616333,0.0
301.tiff,0,14897,6.50926685333252,1.302754044532776,6.50926685333252,1.302754044532776,0.0
301.tiff,0,15051,6.512244701385498,1.3033602237701416,6.512244701385498,1.3033602237701416,0.0
301.tiff,0,15008,6.512831211090088,1.3034796714782717,6.512831211090088,1.3034796714782717,0.0
301.tiff,0,14890,6.51872444152832,1.3046795129776,6.51872444152832,1.3046795129776,0.0
301.tiff,0,14825,6.523717403411865,1.3056960105895996,6.523717403411865,1.3056960105895996,0.0
301.tiff,0,14937,6.526707172393799,1.306304693222046,6.526707172393799,1.306304693222046,0.0
301.tiff,0,14755,6.540359020233154,1.3090840578079224,6.540359020233154,1.3090840578079224,0.0
301.tiff,0,14905,6.546313762664795,1.3102964162826538,6.546313762664795,1.3102964162826538,0.0
301.tiff,0,15000,6.594662189483643,1.320139765739441,6.594662189483643,1.320139765739441,0.0
301.tiff,0,14891,6.633925914764404,1.328133463859558,6.633925914764404,1.328133463859558,0.0
301.tiff,0,14910,6.666301727294922,1.3347249031066897,6.666301727294922,1.3347249031066897,0.0
301.tiff,0,14831,6.667002201080322,1.3348674774169922,6.667002201080322,1.3348674774169922,0.0
301.tiff,0,14752,6.709960460662842,1.3436133861541748,6.709960460662842,1.3436133861541748,0.0
301.tiff,0,14938,6.713628768920898,1.3443602323532104,6.713628768920898,1.3443602323532104,0.0
301.tiff,0,14999,6.7460808753967285,1.3509671688079834,6.7460808753967285,1.3509671688079834,0.0
301.tiff,0,14976,6.795620441436768,1.3610529899597168,6.795620441436768,1.3610529899597168,0.0
301.tiff,0,14773,6.822744369506836,1.3665752410888672,6.822744369506836,1.3665752410888672,0.0
301.tiff,0,14988,6.850968360900879,1.372321367263794,6.850968360900879,1.372321367263794,0.0
301.tiff,0,14923,6.852527618408203,1.3726388216018677,6.852527618408203,1.3726388216018677,0.0
301.tiff,0,14833,6.920267581939697,1.386430025100708,6.920267581939697,1.386430025100708,0.0
301.tiff,0,14817,6.9206647872924805,1.386510968208313,6.9206647872924805,1.386510968208313,0.0
301.tiff,0,14737,6.987240314483643,1.4000650644302368,6.987240314483643,1.4000650644302368,0.0
301.tiff,0,14849,7.020793437957764,1.4068962335586548,7.020793437957764,1.4068962335586548,0.0
301.tiff,0,14955,7.062038421630859,1.4152933359146118,7.062038421630859,1.4152933359146118,0.0
301.tiff,0,15017,7.077818393707275,1.4185060262680054,7.077818393707275,1.4185060262680054,0.0
301.tiff,0,14784,7.087496280670166,1.420476317405701,7.087496280670166,1.420476317405701,0.0
301.tiff,0,14867,7.111626148223877,1.4253889322280884,7.111626148223877,1.4253889322280884,0.0
301.tiff,0,14762,7.202938079833984,1.443979263305664,7.202938079833984,1.443979263305664,0.0
301.tiff,0,14813,7.320730209350586,1.4679605960845947,7.320730209350586,1.4679605960845947,0.0
301.tiff,0,14878,7.457997798919678,1.4959070682525637,7.457997798919678,1.4959070682525637,0.0
301.tiff,0,14814,7.531875133514404,1.510947823524475,7.531875133514404,1.510947823524475,0.0
301.tiff,0,14997,7.721015453338623,1.549455165863037,7.721015453338623,1.549455165863037,0.0
301.tiff,0,14824,8.097527503967285,1.626109600067139,8.097527503967285,1.626109600067139,0.0
301.tiff,1,14940,2.1027019023895264,0.7841841578483582,1.645488739013672,0.609959065914154,-0.45721316337585427
301.tiff,1,14741,2.210550546646118,0.8252808451652527,2.210550546646118,0.8252808451652527,0.0
301.tiff,1,14765,2.2612671852111816,0.844606876373291,2.2612671852111816,0.844606876373291,0.0
301.tiff,1,15012,2.357493162155152,0.8812746405601501,2.357493162155152,0.8812746405601501,0.0
301.tiff,1,14969,2.4125866889953613,0.9022684693336488,2.4125866889953613,0.9022684693336488,0.0
301.tiff,1,14727,2.491612195968628,0.9323818683624268,2.491612195968628,0.9323818683624268,0.0
301.tiff,1,14754,2.628441333770752,0.984521746635437,2.628441333770752,0.984521746635437,0.0
301.tiff,1,15003,2.6503686904907227,0.9928774237632751,2.6503686904907227,0.9928774237632751,0.0
301.tiff,1,14916,2.852602481842041,1.0699403285980225,2.852602481842041,1.0699403285980225,0.0
301.tiff,1,14768,2.973299026489258,1.115932822227478,2.973299026489258,1.115932822227478,0.0
301.tiff,1,14843,3.064250230789185,1.1505905389785769,3.064250230789185,1.1505905389785769,0.0
301.tiff,1,14974,3.088918685913086,1.159990668296814,3.088918685913086,1.159990668296814,0.0
301.tiff,1,14978,3.118427276611328,1.171235203742981,3.118427276611328,1.171235203742981,0.0
301.tiff,1,14803,3.200876474380493,1.202653169631958,3.200876474380493,1.202653169631958,0.0
301.tiff,1,14776,3.244664430618286,1.2193390130996704,3.244664430618286,1.2193390130996704,0.0
301.tiff,1,14948,3.253535032272339,1.2227191925048828,3.253535032272339,1.2227191925048828,0.0
301.tiff,1,14930,3.2550809383392334,1.2233083248138428,3.2550809383392334,1.2233083248138428,0.0
301.tiff,1,14968,3.3026294708251958,1.2414270639419556,3.3026294708251958,1.2414270639419556,0.0
301.tiff,1,15016,3.322410821914673,1.2489649057388306,3.322410821914673,1.2489649057388306,0.0
301.tiff,1,14748,3.3295154571533203,1.2516722679138184,3.3295154571533203,1.2516722679138184,0.0
301.tiff,1,14946,3.3381383419036865,1.2549580335617063,3.3381383419036865,1.2549580335617063,0.0
301.tiff,1,14797,3.36881160736084,1.266646385192871,3.36881160736084,1.266646385192871,0.0
301.tiff,1,14763,3.3737809658050537,1.2685400247573853,3.3737809658050537,1.2685400247573853,0.0
301.tiff,1,14735,3.3839426040649414,1.2724121809005735,3.3839426040649414,1.2724121809005735,0.0
301.tiff,1,14815,3.393881559371948,1.276199460029602,3.393881559371948,1.276199460029602,0.0
301.tiff,1,14744,3.423989772796631,1.287672519683838,3.423989772796631,1.287672519683838,0.0
301.tiff,1,14915,3.4609909057617188,1.301772117614746,3.4609909057617188,1.301772117614746,0.0
301.tiff,1,15004,3.499364137649536,1.316394567489624,3.499364137649536,1.316394567489624,0.0
301.tiff,1,14958,3.519036293029785,1.3238908052444458,3.519036293029785,1.3238908052444458,0.0
301.tiff,1,14983,3.5458829402923584,1.3341209888458252,3.5458829402923584,1.3341209888458252,0.0
301.tiff,1,14863,3.5594241619110107,1.3392809629440308,3.5594241619110107,1.3392809629440308,0.0
301.tiff,1,14906,3.563143491744995,1.3406982421875,3.563143491744995,1.3406982421875,0.0
301.tiff,1,14920,3.5757339000701904,1.3454959392547607,3.5757339000701904,1.3454959392547607,0.0
301.tiff,1,14868,3.580812931060791,1.3474313020706177,2.811540365219116,1.0542932748794556,-0.7692725658416748
301.tiff,1,15010,3.674052238464356,1.3829610347747805,3.674052238464356,1.3829610347747805,0.0
301.tiff,1,14884,3.6763007640838623,1.3838177919387815,3.1561853885650635,1.185623288154602,-0.5201153755187988
301.tiff,1,15026,3.7086660861968994,1.3961509466171265,3.7086660861968994,1.3961509466171265,0.0
301.tiff,1,14824,3.7261903285980233,1.4028286933898926,3.7261903285980233,1.4028286933898926,0.0
301.tiff,1,14729,3.726726770401001,1.4030331373214722,3.726726770401001,1.4030331373214722,0.0
301.tiff,1,14882,3.7536141872406006,1.4132788181304932,2.5816001892089844,0.9666725993156432,-1.1720139980316162
301.tiff,1,14902,3.768202066421509,1.4188376665115356,3.768202066421509,1.4188376665115356,0.0
301.tiff,1,14777,3.7824244499206543,1.4242571592330933,3.7824244499206543,1.4242571592330933,0.0
301.tiff,1,15027,3.797131061553955,1.429861307144165,3.797131061553955,1.429861307144165,0.0
301.tiff,1,14873,3.8000330924987793,1.430967092514038,3.8000330924987793,1.430967092514038,0.0
301.tiff,1,14853,3.8181753158569336,1.4378803968429563,3.8181753158569336,1.4378803968429563,0.0
301.tiff,1,14755,3.823849678039551,1.4400426149368286,3.823849678039551,1.4400426149368286,0.0
301.tiff,1,14878,3.8760054111480713,1.459917068481445,3.8760054111480713,1.459917068481445,0.0
301.tiff,1,14829,3.883863687515259,1.4629114866256714,3.883863687515259,1.4629114866256714,0.0
301.tiff,1,14952,3.9294180870056152,1.4802703857421875,3.9294180870056152,1.4802703857421875,0.0
301.tiff,1,14733,3.938896417617798,1.483882188796997,3.938896417617798,1.483882188796997,0.0
301.tiff,1,14761,3.947667598724365,1.487224578857422,3.947667598724365,1.487224578857422,0.0
301.tiff,1,14939,3.9597887992858887,1.4918434619903564,3.9597887992858887,1.4918434619903564,0.0
301.tiff,1,15017,3.969047546386719,1.4953715801239014,3.969047546386719,1.4953715801239014,0.0
301.tiff,1,15013,3.9946019649505615,1.5051093101501465,3.9946019649505615,1.5051093101501465,0.0
301.tiff,1,14812,4.000164031982422,1.5072288513183594,4.000164031982422,1.5072288513183594,0.0
301.tiff,1,14788,4.0238566398620605,1.5162570476531982,4.0238566398620605,1.5162570476531982,0.0
301.tiff,1,14842,4.044198989868164,1.5240087509155271,4.044198989868164,1.5240087509155271,0.0
301.tiff,1,14935,4.047387599945068,1.525223731994629,4.047387599945068,1.525223731994629,0.0
301.tiff,1,15022,4.071945190429688,1.5345816612243652,4.071945190429688,1.5345816612243652,0.0
301.tiff,1,14782,4.115427494049072,1.551150918006897,4.115427494049072,1.551150918006897,0.0
301.tiff,1,14998,4.160188674926758,1.568207621574402,4.160188674926758,1.568207621574402,0.0
301.tiff,1,15036,4.164665699005127,1.5699135065078735,4.164665699005127,1.5699135065078735,0.0
301.tiff,1,14977,4.170016765594482,1.5719527006149292,4.170016765594482,1.5719527006149292,0.0
301.tiff,1,14880,4.198521137237549,1.5828144550323486,4.198521137237549,1.5828144550323486,0.0
301.tiff,1,14859,4.200906753540039,1.583723545074463,4.200906753540039,1.583723545074463,0.0
301.tiff,1,14942,4.210910797119141,1.587535738945007,4.210910797119141,1.587535738945007,0.0
