check,label,n_gt,n_excluded,n_excluded_strict,excluded_ann_ids,passed,n_items,caps,n_seeds,n_distinct_ann,pool_size,n_distinct_streams,n_direct,n_filtered,file_name,seed_index,method,z
no_cap,300.tiff/disc_ccoeff_normed,,,,,True,14029.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed_od,,,,,True,14029.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed@matched,,,,,True,10055.0,(),,,,,,,,,,
no_cap,300.tiff/tm_sqdiff,,,,,True,17290.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_od,,,,,True,17290.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff@matched,,,,,True,11701.0,(),,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_normed,,,,,True,13721.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_normed_od,,,,,True,13721.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_normed@matched,,,,,True,11701.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccorr,,,,,True,11701.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr_od,,,,,True,11701.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr@matched,,,,,True,11701.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccorr_normed,,,,,True,16320.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr_normed_od,,,,,True,16320.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr_normed@matched,,,,,True,11701.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccoeff,,,,,True,16241.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_od,,,,,True,16241.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff@matched,,,,,True,11701.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_normed,,,,,True,16796.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_normed_od,,,,,True,16796.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_normed@matched,,,,,True,11701.0,(),,,,,,,,,,
no_cap,300.tiff/blob_native,,,,,True,17376.0,(),,,,,,,,,,
no_cap,300.tiff/blob_od,,,,,True,17376.0,(),,,,,,,,,,
no_cap,300.tiff/blob_native@matched,,,,,True,11701.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff,,,,,True,7714.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_od,,,,,True,7714.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff@matched,,,,,True,7714.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_normed,,,,,True,1062.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_normed_od,,,,,True,1062.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_normed@matched,,,,,True,1062.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr,,,,,True,6773.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_od,,,,,True,6773.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr@matched,,,,,True,6773.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_normed,,,,,True,11209.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_normed_od,,,,,True,11209.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_normed@matched,,,,,True,11209.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff,,,,,True,13300.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_od,,,,,True,13300.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff@matched,,,,,True,11701.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed,,,,,True,14029.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed_od,,,,,True,14029.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed@matched,,,,,True,11701.0,(),,,,,,,,,,
no_cap,300.tiff/tm_sqdiff,,,,,True,16694.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_od,,,,,True,16694.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff@matched,,,,,True,11764.0,(),,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_normed,,,,,True,12280.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_normed_od,,,,,True,12280.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_normed@matched,,,,,True,11764.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccorr,,,,,True,11764.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr_od,,,,,True,11764.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr@matched,,,,,True,11764.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccorr_normed,,,,,True,16472.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr_normed_od,,,,,True,16472.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr_normed@matched,,,,,True,11764.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccoeff,,,,,True,16506.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_od,,,,,True,16506.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff@matched,,,,,True,11764.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_normed,,,,,True,17019.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_normed_od,,,,,True,17019.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_normed@matched,,,,,True,11764.0,(),,,,,,,,,,
no_cap,300.tiff/blob_native,,,,,True,17376.0,(),,,,,,,,,,
no_cap,300.tiff/blob_od,,,,,True,17376.0,(),,,,,,,,,,
no_cap,300.tiff/blob_native@matched,,,,,True,11764.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff,,,,,True,7714.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_od,,,,,True,7714.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff@matched,,,,,True,7714.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_normed,,,,,True,1062.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_normed_od,,,,,True,1062.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_normed@matched,,,,,True,1062.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr,,,,,True,6773.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_od,,,,,True,6773.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr@matched,,,,,True,6773.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_normed,,,,,True,11209.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_normed_od,,,,,True,11209.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_normed@matched,,,,,True,11209.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff,,,,,True,13300.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_od,,,,,True,13300.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff@matched,,,,,True,11764.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed,,,,,True,14029.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed_od,,,,,True,14029.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed@matched,,,,,True,11764.0,(),,,,,,,,,,
no_cap,300.tiff/tm_sqdiff,,,,,True,17333.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_od,,,,,True,17333.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff@matched,,,,,True,12065.0,(),,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_normed,,,,,True,13027.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_normed_od,,,,,True,13027.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_sqdiff_normed@matched,,,,,True,12065.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccorr,,,,,True,12065.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr_od,,,,,True,12065.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr@matched,,,,,True,12065.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccorr_normed,,,,,True,16689.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr_normed_od,,,,,True,16689.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccorr_normed@matched,,,,,True,12065.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccoeff,,,,,True,16679.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_od,,,,,True,16679.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff@matched,,,,,True,12065.0,(),,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_normed,,,,,True,17196.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_normed_od,,,,,True,17196.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/tm_ccoeff_normed@matched,,,,,True,12065.0,(),,,,,,,,,,
no_cap,300.tiff/blob_native,,,,,True,17376.0,(),,,,,,,,,,
no_cap,300.tiff/blob_od,,,,,True,17376.0,(),,,,,,,,,,
no_cap,300.tiff/blob_native@matched,,,,,True,12065.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff,,,,,True,7714.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_od,,,,,True,7714.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff@matched,,,,,True,7714.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_normed,,,,,True,1062.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_normed_od,,,,,True,1062.0,(),,,,,,,,,,
no_cap,300.tiff/disc_sqdiff_normed@matched,,,,,True,1062.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr,,,,,True,6773.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_od,,,,,True,6773.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr@matched,,,,,True,6773.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_normed,,,,,True,11209.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_normed_od,,,,,True,11209.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccorr_normed@matched,,,,,True,11209.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff,,,,,True,13300.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_od,,,,,True,13300.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff@matched,,,,,True,12065.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed,,,,,True,14029.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed_od,,,,,True,14029.0,(),,,,,,,,,,
no_cap,300.tiff/disc_ccoeff_normed@matched,,,,,True,12065.0,(),,,,,,,,,,
distinct_seeds,300.tiff,,,,,True,,,5.0,5.0,127.0,5.0,,,,,,
no_cap,300.tiff/lookalike_sqdiff,,,,,True,16962.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_sqdiff_od,,,,,True,16962.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_sqdiff@matched,,,,,True,11091.0,(),,,,,,,,,,
no_cap,300.tiff/lookalike_sqdiff_normed,,,,,True,14804.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_sqdiff_normed_od,,,,,True,14804.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_sqdiff_normed@matched,,,,,True,11091.0,(),,,,,,,,,,
no_cap,300.tiff/lookalike_ccorr,,,,,True,11091.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_ccorr_od,,,,,True,11091.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_ccorr@matched,,,,,True,11091.0,(),,,,,,,,,,
no_cap,300.tiff/lookalike_ccorr_normed,,,,,True,16577.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_ccorr_normed_od,,,,,True,16577.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_ccorr_normed@matched,,,,,True,11091.0,(),,,,,,,,,,
no_cap,300.tiff/lookalike_ccoeff,,,,,True,16747.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_ccoeff_od,,,,,True,16747.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_ccoeff@matched,,,,,True,11091.0,(),,,,,,,,,,
no_cap,300.tiff/lookalike_ccoeff_normed,,,,,True,17160.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_ccoeff_normed_od,,,,,True,17160.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,300.tiff/lookalike_ccoeff_normed@matched,,,,,True,11091.0,(),,,,,,,,,,
tissue_mask_covers_gt,301.tiff,327.0,0.0,0.0,,True,,,,,,,,,,,,
no_cap,301.tiff/tm_sqdiff,,,,,True,16173.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_sqdiff_od,,,,,True,16173.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_sqdiff@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/tm_sqdiff_normed,,,,,True,15699.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_sqdiff_normed_od,,,,,True,15699.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_sqdiff_normed@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/tm_ccorr,,,,,True,10036.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccorr_od,,,,,True,10036.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccorr@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/tm_ccorr_normed,,,,,True,16366.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccorr_normed_od,,,,,True,16366.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccorr_normed@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/tm_ccoeff,,,,,True,16871.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccoeff_od,,,,,True,16871.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccoeff@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/tm_ccoeff_normed,,,,,True,17201.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccoeff_normed_od,,,,,True,17201.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccoeff_normed@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/blob_native,,,,,True,20370.0,(),,,,,,,,,,
no_cap,301.tiff/blob_od,,,,,True,20370.0,(),,,,,,,,,,
no_cap,301.tiff/blob_native@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff,,,,,True,8633.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff_od,,,,,True,8633.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff@matched,,,,,True,8633.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff_normed,,,,,True,3694.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff_normed_od,,,,,True,3694.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff_normed@matched,,,,,True,3694.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccorr,,,,,True,7634.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccorr_od,,,,,True,7634.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccorr@matched,,,,,True,7634.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccorr_normed,,,,,True,11621.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccorr_normed_od,,,,,True,11621.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccorr_normed@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccoeff,,,,,True,14300.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccoeff_od,,,,,True,14300.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccoeff@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccoeff_normed,,,,,True,14614.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccoeff_normed_od,,,,,True,14614.0,(),,,,,,,,,,
no_cap,301.tiff/disc_ccoeff_normed@matched,,,,,True,10036.0,(),,,,,,,,,,
no_cap,301.tiff/tm_sqdiff,,,,,True,17190.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_sqdiff_od,,,,,True,17190.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_sqdiff@matched,,,,,True,12857.0,(),,,,,,,,,,
no_cap,301.tiff/tm_sqdiff_normed,,,,,True,15733.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_sqdiff_normed_od,,,,,True,15733.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_sqdiff_normed@matched,,,,,True,12857.0,(),,,,,,,,,,
no_cap,301.tiff/tm_ccorr,,,,,True,12857.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccorr_od,,,,,True,12857.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccorr@matched,,,,,True,12857.0,(),,,,,,,,,,
no_cap,301.tiff/tm_ccorr_normed,,,,,True,17418.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccorr_normed_od,,,,,True,17418.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccorr_normed@matched,,,,,True,12857.0,(),,,,,,,,,,
no_cap,301.tiff/tm_ccoeff,,,,,True,18023.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccoeff_od,,,,,True,18023.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccoeff@matched,,,,,True,12857.0,(),,,,,,,,,,
no_cap,301.tiff/tm_ccoeff_normed,,,,,True,18091.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccoeff_normed_od,,,,,True,18091.0,"(250000, 1000000000)",,,,,,,,,,
no_cap,301.tiff/tm_ccoeff_normed@matched,,,,,True,12857.0,(),,,,,,,,,,
no_cap,301.tiff/blob_native,,,,,True,20370.0,(),,,,,,,,,,
no_cap,301.tiff/blob_od,,,,,True,20370.0,(),,,,,,,,,,
no_cap,301.tiff/blob_native@matched,,,,,True,12857.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff,,,,,True,8633.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff_od,,,,,True,8633.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff@matched,,,,,True,8633.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff_normed,,,,,True,3694.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff_normed_od,,,,,True,3694.0,(),,,,,,,,,,
no_cap,301.tiff/disc_sqdiff_normed@matched,,,,,True,3694.0,(),,,,,,,,,,
