file_name,seed_index,seed_ann_id,rect_y0,rect_y1,rect_x0,rect_x1,rect_h,rect_w,n_kept_px,n_filled_px,kept_share,m_kept,m_outside,delta_m,w_shape,mass_to_shape,n_blanked_px,sha_default_51,sha_fill_alpha_0,sha_mass_only,sha_fill_alpha_1
220.tiff,0,5270,14,39,17,37,25,20,500,2101,0.1922337562475971,0.13458387424051763,0.04528092124015185,0.08930295300036578,30.479272687226533,1.4649784119978604,2601,423a7c1972a741e29e64a2ff9ca08aafc4929cdc,d408528933f62d819eee1bf97962788540e72b35,ddcb5467d5b2f3e75c110b97566b1d33ce9a2100,96dc5b077bde24ebd1afe71c36c82223da9c693d
220.tiff,1,5293,12,37,9,40,25,31,775,1826,0.2979623221837755,0.09404988999718861,0.04268426636704488,0.05136562363014373,40.47274530608087,0.9835843358859163,2601,47a841961733cb6918a86aa31e084bc0793967ba,4626f8aad13bfea6ffc09cef7dfc1d93f34ca56c,aa343470678c50b4c68152312d5548f25cabddbb,db416ee0648a82037da6cc685d34cafc9b723101
220.tiff,2,5247,16,39,16,29,23,13,299,2302,0.11495578623606305,0.15247130897332195,0.03710863607137515,0.1153626729019468,19.64321771403619,1.7559973981775185,2601,f170b1870fa5760a57ff0dae65ace6ee95bdb01b,3019aa2481b1034db15f1054acd1c21fce21c22e,33323f826b194c09e4290b72015f78128b78a7f0,8ec935672e417156ecfe087ab72ef62a245019e6
230.tiff,0,5689,14,37,11,37,23,26,598,2003,0.2299115724721261,0.08885184778827226,0.03272679107186834,0.05612505671640392,21.76488995785984,1.5420608136035714,2601,166fb7ce4212b6fc9c0c933086cf8ddea3d70c17,17dd677ac6e7fb526b6681ba59d91548a8cc7029,bbd36dd136fc81e9f9d428c59be41b4c26c51a17,563f9a4a2c92717cd1ae0900615956b20e3b89e4
230.tiff,1,5700,16,37,15,36,21,21,441,2160,0.1695501730103806,0.11586446762483571,0.033688013229422505,0.08217645439541321,17.77368295568732,2.038959312975762,2601,751fa22f85bdf4a63ed4157cc9a0357d57e5eb8d,900491f9d364213fc8ce9a12cdbe8ae1e39d4243,34f3808f87e4bd24933bb031789d3fba9f884ecc,e2534980da7d0cb29e16a818748f2c0535bc0fbe
230.tiff,2,5703,15,34,10,36,19,26,494,2107,0.18992695117262592,0.10478225259162412,0.05103654803646286,0.053745704555161256,21.79514239326052,1.2181786918932702,2601,7269f7a82c4548ad36194934649cb2ce5c5d588b,6fb0a403b74d930ee59367f15d80daa28809da06,091fd09a43abddc9cc6cda1b8654e96f59e10afb,5bfdc97a48a765e8500b4689c134789d523fbc4c
235.tiff,0,5810,11,35,14,35,24,21,504,2097,0.19377162629757785,0.049897407994302784,0.016878900407791365,0.03301850758651142,14.813188367255602,1.12341296222137,2601,1627872c5eed084c3efdf6b3d61b023f8dc88568,7b564610e58db47a9a1563f701bd4d7c812d1ba9,4ebe3228cece29aa6442aa837c85332e1d7493a6,838cbf3465b70abe3abe458c6b355971840e0f89
235.tiff,1,5831,21,37,16,38,16,22,352,2249,0.13533256439830835,0.07144953741788579,0.023168155398230524,0.04828138201965526,13.667793554869686,1.2434374577499747,2601,b6d457f76719cd1dbf7ae9f11c183cc1912d82b0,0a430c55243e1edeb5bdbb367025898da5229a20,c3189a8cbb874989c3429bf5e32a06733dae1f5d,114f705aad3ec45b250eca7020f0d6b33f84b761
235.tiff,2,5830,15,35,15,31,20,16,320,2281,0.12302960399846213,0.07514854958280921,0.01865038581298502,0.056498163769824195,10.036812770180404,1.8013101190906022,2601,42fc828cc1d72e4d4ba3558d1e8676f91986c7d1,68122a882aad19aa3c4501f9b71eda1656bc7f51,48c9d0c1a9c8ac4882f945f5e9fc7aba8b74e610,c965569fc255a060301ab61bb62774b41d3b67c5
242.tiff,0,6180,12,34,14,37,22,23,506,2095,0.19454056132256825,0.076416998593127,0.021044089786183686,0.055372908806943316,21.66478987198034,1.2932824191639474,2601,4b8d6b44c7b6feafd975e51a438eac79d96f507f,cdd1e89f5743028bd8bbbdf42fd0606eed362c89,4372c68a0b1ac1127c5dce613499fefcdc4160f5,b389a58856a69461559b7fc2c0f3c94a81d37baa
242.tiff,1,6178,15,31,13,44,16,31,496,2105,0.1906958861976163,0.08251483318388401,0.02169717493754753,0.06081765824633649,21.601313474700753,1.3964687159191735,2601,3ca0707257309321ce9441c5398a354cb17434a8,b9eeecda45a002c0e2614d7a5985fa16b52c4739,e66d34f7a3da89474af99283064f32abc03f4794,0baa9d96688f4c868e8902dd7b70b5aa20ff6989
242.tiff,2,6161,6,41,9,39,35,30,1050,1551,0.40369088811995385,0.06590734343262046,0.023915911816661112,0.04199143161595935,52.66278793153268,0.837232606334484,2601,2d5be10c1a4988bd23f452e77deaa9d4a9018528,17e88efc8fe916c36a5c69e03f7a0357466d0e5a,f81782453da8afd5155a20087b6a61eccd121d71,f0fcc844e791924de45cab8040c62c62bf71fea4
245.tiff,0,6317,16,39,10,31,23,21,483,2118,0.18569780853517878,0.05111999039569056,0.03351768387019839,0.01760230652549217,10.297673238046066,0.8256150545155494,2601,4e2a055fabc3683dacc791dfd6abffc31e0f0a14,3e87283fae517dbdf3c381ef2a7b91397b9bb7a5,c7a04106dcc639df3df4aa81e56ed6c76a776cce,40f449c40a93caef67a011b7185d07368b253ea5
245.tiff,1,6243,0,34,0,28,34,28,952,1649,0.3660130718954248,0.04289507721088028,0.030740578300514725,0.012154498910365557,19.947262581355368,0.580083754122907,2601,2340dc408bb5b7e9eb2242cc2a945081f8eb548f,1ced41864e1b0211081be5ad46bce1cc05a38333,de7392f6d1a7c99233e68df92b3e96920bc7b462,b441e785ab5abfd0ae5bc8dd5da129190feb4cdb
245.tiff,2,6250,16,33,17,37,17,20,340,2261,0.13071895424836602,0.060620757070137185,0.032784070351807804,0.02783668671832938,10.38272061329335,0.9115600656839695,2601,1cd413df20ce611acde55661ff31206df322faab,4eee16fdcd394a77a6369599aff7fd2dcfd4035f,1f624260c28ea056f98af487b41d16d00c5d44da,95fc7a17c9f449af28e3619c7d109272f4681eb4
246.tiff,0,6548,10,37,16,32,27,16,432,2169,0.16608996539792387,0.08231574914814835,0.02952093501894132,0.05279481412920703,16.312612973653746,1.3981426360481461,2601,d52705e100bffca19288e176fb8ce51f00fab4b8,b1424a3c132e3efe50fd017987952f4f432d9d1b,ab897ac5a8ade23dd2895a361a1b139ea7540e57,9d7dc56fbc08c734fa335ad5f1522a536a5bf757
246.tiff,1,6599,21,35,16,39,14,23,322,2279,0.12379853902345252,0.08428914003762537,0.028733430911167156,0.055555709126458214,16.124857166701037,1.1094013518247752,2601,64f8d1973cb97648d329f4b51c7fc80ec14abc3f,3f1c2b084a4825b097f428c75192470d19aad270,a2fd8af6180da0fd6b6bba1f90b9e09664a9071e,1d5359531e83374a014fd121b879c7df60396a43
246.tiff,2,6482,18,37,12,43,19,31,589,2012,0.22645136485966935,0.07256360852328747,0.029488268844583106,0.04307533967870436,17.647828386751826,1.437648560193564,2601,efa06d7c662a1ee3cddd234d517265ce47f40c81,a6c1bc66946e0464aef2d6cf9f0cf0cac439a115,db7cd979312002d14f22e0e706089aeea02d8e12,549aac9968c70543d16b61b42ec002a1c94744e2
249.tiff,0,6940,14,33,15,37,19,22,418,2183,0.16070742022299117,0.11116819310505567,0.02028735218530971,0.09088084091974596,19.997006116737946,1.8996939483184356,2601,39fb274a6529587a067d6bd00bc1307f7261c7ce,7e3dcf09fecf5d9c197829f6c30d75b3e4ccb7d8,444b19e7c7f799035bccc58124dbf6a8e5d14072,98fcbb430245d1d29cd63216af62ce5a67e90dac
249.tiff,1,7008,18,35,14,43,17,29,493,2108,0.1895424836601307,0.08018556486172156,0.029374360774216384,0.05081120408750517,22.55452951487155,1.1106382688507483,2601,5a9666020cb5485469042887dbae0b88c94e232a,f2e072440afb57808dee0ddcff3ec18dde6fe239,0ae3b6cb9b3cbae71ec7496b48277b8245c73f5e,bb996ebafa53b46d06c597ac84032fcad5c97747
249.tiff,2,6992,13,34,15,37,21,22,462,2139,0.1776239907727797,0.09736743226301658,0.022507282984650268,0.07486014927836632,19.83042052346211,1.7440572642262415,2601,37d8837f0bbf153dae4f14f527fba661eed6af86,8256f42e6fd69091ce1156bf9ade022e579eacdc,2ca78e08cd761c4f2b807c01bbe6f5124be62074,c976b3c5cf9caef6f36d848bba35ab4f846004e0
284.tiff,0,11810,19,33,13,37,14,24,336,2265,0.12918108419838523,0.12012994811604065,0.030543239272296775,0.08958670884374387,14.435152046715043,2.0852661665138434,2601,efd0653ea55beaf558f21d0064f6694badb6a405,6151b394b496616f122cb4f9423482ccffe0d3b2,84b9191b535828bdac8c5441f53ab8db6a63f9f9,36480625cfda4fcac1f50ce6da8b941afbba42fc
284.tiff,1,11817,17,36,14,35,19,21,399,2202,0.15340253748558247,0.10741449051821385,0.032311736041009995,0.07510275447720385,17.150976161760767,1.74718912520067,2601,59687b655d6a5031a0851742d362a4c8881b3ef0,170ac161b4003fa26fee259f5f4bb74a559942cd,aa8888c5648b11460d10b197a97625245145c7ca,2cd44cbdf8f42d5e1f82dd20d43c31d3446ad746
284.tiff,2,11832,15,38,22,37,23,15,345,2256,0.13264129181084197,0.10791927704830533,0.03568467888845497,0.07223459815985037,16.781198963555305,1.485051003761448,2601,b98a9b816ed005a98cfbc8712c0cf1f063a513b3,37f197441f2229953a79e894d7013cdda78c312d,f7c02ca8c5b47038e1514b5ba103d480ab5f47ef,aee67b7aaf026ec249165ea5bacbd9d99de978ab
289.tiff,0,12690,15,35,16,38,20,22,440,2161,0.16916570549788543,0.05538777880236177,0.02641988645943967,0.028967892342922102,17.559066231799278,0.7258855603496208,2601,f5bebcc20c21996a90baad2471ba222cb679bbc7,fa2274cb7d9275e986e30891a9d5da160de5941c,d0408667b1b3dc884c65e4258f3162b59f2aff4c,f7d455fa48468d822caea9e22d4814e3294cd156
289.tiff,1,12675,14,39,12,35,25,23,575,2026,0.22106881968473663,0.060556923283849914,0.029335686000672625,0.03122123728317729,17.20162264054302,1.0436347670780102,2601,b97fe64d93d27c92b61af39a3a89964c493a6474,61d90cb7cea7074164dd171a02904313e86ba842,899a04278496bf30b1c0292254456ef1882be6c7,5ecd4f87a1154b805a8e3f6fa32267ed5aa14789
289.tiff,2,12640,16,32,14,37,16,23,368,2233,0.14148404459823144,0.08603009288582024,0.025807418854902085,0.060222674030918154,18.853655154720954,1.1754720165139187,2601,ea3fe1e5e6184323f6a5abfa6c09351dc8b93b9f,ac86c7d89319f4ac283e0ab5c31e7c45c60ad682,525f6e6186090aa0794ccc5419b6ea022617a481,72db15c33b437d05e56caf19af5d7d4c6d4b006d
291.tiff,0,13272,16,39,7,34,23,27,621,1980,0.23875432525951557,0.06906805274222232,0.04337431463368146,0.025693738108540858,19.193838061713848,0.8312986341815136,2601,68de75058ec71f7e0317aed4bdfa41ed5b64420d,343b3d98e41491a0d04e2cd6ea2fa13d55a4b127,fd98d9c8531e886cf89f8720cbe153032db46e8c,0729300855adde21e2e2e24fad6c186d99d8c6e0
291.tiff,1,13169,11,34,14,37,23,23,529,2072,0.20338331410995772,0.0821163178599426,0.04467571783224351,0.03744060002769909,20.472482141937196,0.9674487576707043,2601,2abce002b63ce6306f53711875040033851a2775,0c6e4b9eaeb7045cab578620aa6b1d769bc8edc0,6fbc5a43e5691463b6c40caea87baf331572c9b3,6df3f38607398776a813de20798a454a756041b9
291.tiff,2,13283,14,36,14,35,22,21,462,2139,0.1776239907727797,0.1039720821553172,0.037421100403642014,0.06655098175167518,19.267709331756286,1.59575552235463,2601,046cbd8983784fb0b7942fa27d93ea33683a7419,c834c35f4e700dd4f626ea5b1e5d35f17ade5d63,b94a91a68ef9d20b944937dd5535f8c1a88ce14d,a71b97d3eaaec63d6c042f3452e34fc84c0d517e
293.tiff,0,13596,21,39,13,37,18,24,432,2169,0.16608996539792387,0.08777677235021084,0.028381723767622234,0.0593950485825886,15.569999798063051,1.647955126554997,2601,5153dce86517f9282a84dd6b5319ce120cf51fc6,6884c38183594ed2868dddfdb1e009368f83506a,475353d3c3469238eec4adaaeabe1b48d9dd4111,1398ac0b050e1d5c69c55e5174e19130522808d9
293.tiff,1,13588,10,35,13,37,25,24,600,2001,0.2306805074971165,0.08285444149883309,0.030720713901939627,0.052133727596893456,22.18678306922976,1.4098590345671957,2601,1121aa721d056555552ca9b93228d6d01e860c8b,25d8964a8322abfd2379f9a3b2d0dee77c37993a,01d229f12a2157100945addb55fcebea7f387e45,2167992c31a0ea544521dbdd88ab8d31926d53e8
293.tiff,2,13625,14,35,15,35,21,20,420,2181,0.16147635524798154,0.10463198684155942,0.03395494796209868,0.07067703887946074,19.73584663718939,1.504083248875555,2601,de4e0fa0161c7ca8c0ff2d0f9516deb0caecc3b1,c9b41d98f46486abb0d060a5219beb9c62d8ec2e,f5122aa1650b15a32f3057c3f7d7c092fcf96069,5b80c1095415d62051c06d66c84b85aa79476061
459.tiff,0,22441,10,39,10,41,29,31,899,1702,0.34563629373317956,0.138550093782873,0.034614457421702924,0.10393563636117008,52.586358914986775,1.7768512408274504,2601,f5ab6ec231e15425c89188b52c1081706745efb5,3fbe1d5fbe5724f5be713ff8a3a922e0b71491c1,33adee68f79538345c9b137690bfe7f6c6139f41,72907d5ea53485c3327309dcb384e2cc2d1848d0
459.tiff,1,22446,7,42,5,44,35,39,1365,1236,0.52479815455594,0.10802381773829595,0.02955879879597172,0.07846501894232423,81.06429151479055,1.3212321831830334,2601,4ab6383fd9ce91054d42ab25bc38152d53a6ae25,28547e300a35142bedfcb75c8bebc81d6ef22354,c5525516a45f25aa0399b53d7b9707b7fbbd16ce,59d191e37fb56975d2ca7721e22320397b08256d
459.tiff,2,22306,14,36,10,42,22,32,704,1897,0.2706651287966167,0.11924127840021273,0.027212833391290044,0.09202844500892268,47.984747517996354,1.35017955991085,2601,6a49286d9a4f6a062eca15e0a3c7377e27637641,fd1e8afa1cf2f38aaab2278828e9a1d165f024ce,94c44248154ee908f4ecbf61c957a6f7fea7e316,0e90b5f8fa3c3be2496a054ad700f16457822c03
460.tiff,0,22577,3,43,9,36,40,27,1080,1521,0.41522491349480967,0.12839335851377756,0.0356077417318799,0.09278561678189766,64.80173737370124,1.5463854857249164,2601,b5e5b23e32b8930f7ef5d5160b7cbf836bc6ff6c,5972fb35e137efb749b88b00340ed18b7b19e775,3da9fd654a344aaecacabaeb79bde3e0562bc9b8,68b5f729624e66073453e45adb463587ab729bf1
460.tiff,1,22538,12,34,21,35,22,14,308,2293,0.1184159938485198,0.1388178991952113,0.034144768820731544,0.10467313037447974,16.772173615438597,1.9221911777531222,2601,ae0d3ea2bb571e7d2e8a2fee811ed72d0bb588b1,a39abb4d56ac5b40e9b5903ca3e5ed2e8803eb11,17c899618309fbe277d884730973cd06328c2e50,bb2172bf93fe8c9359f08f8f4d164dbc9c309015
460.tiff,2,22552,13,41,8,37,28,29,812,1789,0.31218762014609763,0.14298151491618177,0.034694929868780346,0.10828658504740143,52.25458938305454,1.6826982681640603,2601,a1a26abe06ac1d8f1b16354e8a46096f6b145da9,0357f9175e13f5addc98b096ef0019b0c6079991,62b82ccf62a58a970da0fc375add3a74dfa92996,220d5b95f41452b36c61ae4fee4481a22cdb6e84
410.tiff,0,20699,20,35,13,33,15,20,300,2301,0.11534025374855825,0.06327490841504187,0.02732006103790948,0.035954847377132386,11.226218890817835,0.9608269995485469,2601,35a58ce6b59d5513bb3a7e2e5aa8facd5a7ecc14,4d378077aa871927111807af770b2c732006d610,fdb27c635e2b0ed3f7ef51b80dea98b89c7d11e7,84fb8de7257618f68f899f8137c0c4b0ade8bf1f
410.tiff,1,20687,13,33,9,38,20,29,580,2021,0.2229911572472126,0.08049444061772223,0.03156435109874035,0.04893008951898189,27.69285707578007,1.0247932108756634,2601,017a0924c66257ba76e6a1fe150aa5e0e1847613,b7974674de0859c4fe1f9ce93eb7c93f14279831,aeea255cd21d6e16729fafcc2795310dd8a4c2c1,d5e2df4748107f6a1909f53c742bc74fdc8ee7f5
