file_name,seed_index,seed_ann_id,rect_y0,rect_y1,rect_x0,rect_x1,rect_h,rect_w,n_kept_px,n_filled_px,kept_share,m_kept,m_outside,delta_m,w_shape,n_blanked_px,fill_fill_alpha_m1,fill_fill_alpha_0,fill_fill_alpha_1,fill_fill_alpha_2,ring_share_fill_alpha_m1,ring_share_fill_alpha_0,ring_share_fill_alpha_1,ring_share_fill_alpha_2,mass_to_shape_fill_alpha_m1,mass_to_shape_fill_alpha_0,mass_to_shape_fill_alpha_1,mass_to_shape_fill_alpha_2
339.tiff,1,17149,13,44,11,36,31,25,775,1826,0.2979623221837755,0.07165519607449589,0.011381865816886015,0.06027333025760987,36.319004476236856,2601,0.13192853331565857,0.07165519893169403,0.011381865479052067,-0.04889146611094475,0.43502368374326494,4.2802439963145255e-08,0.4310405215038354,0.5,-1.2861539467638963,0.0,1.2861539467638963,2.5723078935277925
339.tiff,2,17151,22,30,18,37,8,19,152,2449,0.058439061899269514,0.08977302778389697,0.007200186487534369,0.0825728412963626,5.041848805353144,2601,0.1723458617925644,0.089773029088974,0.0072001866064965725,-0.07537265121936798,0.49805471977908855,3.704574546504863e-08,0.49957635517980264,0.49999999999999994,-2.489378869061109,0.0,2.489378869061109,4.978757738122218
343.tiff,0,17382,18,38,7,27,20,20,400,2201,0.15378700499807765,0.08258327407485012,0.02689644315410584,0.05568683092074428,16.04436971856234,2601,0.13827010989189148,0.08258327096700668,0.026896443217992783,-0.028790388256311417,0.47470896630480336,6.556561263113436e-08,0.47060399163693933,0.5000000000000001,-1.3883208102919262,0.0,1.3883208102919262,2.7766416205838524
343.tiff,1,17363,21,35,16,34,14,18,252,2349,0.09688581314878893,0.0574972746297366,0.017335315812343068,0.040161958817393525,9.628239296787392,2601,0.09765923023223877,0.05749727413058281,0.0173353161662817,-0.02282664366066456,0.4317510750548305,1.1798605641900886e-08,0.46007161969577764,0.5,-1.051159335576561,0.0,1.051159335576561,2.102318671153122
343.tiff,2,17368,13,36,21,33,23,12,276,2325,0.1061130334486736,0.12091002893715125,0.015479527746381361,0.10543050119076988,13.688042606206853,2601,0.22634053230285645,0.12091002613306046,0.015479527413845062,-0.08995097130537033,0.49984537174406923,5.0540832347701594e-08,0.4974552629214076,0.5000000000000001,-2.1258567909087023,0.0,2.1258567909087023,4.2517135818174046
344.tiff,0,17457,18,37,16,35,19,19,361,2240,0.1387927720107651,0.12801695331077187,0.01826413543766583,0.10975281787310603,23.251676849528135,2601,0.23776976764202118,0.12801694869995117,0.018264135345816612,-0.09148868173360825,0.4979042876440397,6.16508118168953e-08,0.48516373412255465,0.4999999999999999,-1.703996125036261,0.0,1.703996125036261,3.407992250072522
344.tiff,1,17469,17,33,14,34,16,20,320,2281,0.12302960399846213,0.12981557079037884,0.01926523710793556,0.11055033368244327,19.220769095281142,2601,0.2403659075498581,0.12981556355953217,0.01926523633301258,-0.0912850946187973,0.49911882014609,1.0557309344711928e-07,0.4883224469295181,0.49999999999999994,-1.8405146330521693,0.0,1.8405146330521693,3.6810292661043387
344.tiff,2,17460,17,37,16,35,20,19,380,2221,0.14609765474817377,0.10174083844448624,0.017942187156123342,0.08379865128836289,19.049123330685568,2601,0.18553948402404785,0.10174083709716797,0.017942186444997787,-0.0658564642071724,0.48734239007971486,2.2950228232391893e-08,0.4846092767051311,0.5,-1.6716510747915805,0.0,1.6716510747915805,3.343302149583161
201.tiff,0,4457,11,40,7,34,29,27,783,1818,0.30103806228373703,0.09377156558373288,0.04127276307902174,0.052498802504711145,35.28741223831808,2601,0.14627036452293396,0.0937715619802475,0.041272763162851334,-0.011226039379835129,0.39179932126825373,5.5887955663968236e-08,0.43183593920633195,0.49644237391935797,-1.1649072503126714,0.0,1.1649072503126714,2.329814500625343
201.tiff,1,4469,11,41,12,35,30,23,690,1911,0.26528258362168394,0.12596903539303203,0.054348492411474374,0.07162054298155765,45.49581121392548,2601,0.19758957624435425,0.1259690374135971,0.05434849113225937,-0.01727205142378807,0.4049297842677429,2.25149427804713e-08,0.4242756976130702,0.498775415659194,-1.0862137269056702,0.0,1.0862137269056702,2.1724274538113404
201.tiff,2,4476,13,39,8,41,26,33,858,1743,0.32987312572087657,0.12607101450857677,0.04006433653501552,0.08600667797356126,53.11098806100728,2601,0.21207769215106964,0.1260710209608078,0.040064334869384766,-0.045942340046167374,0.4467466469278814,6.985054863854093e-08,0.42763073944837626,0.49914140862399753,-1.3894249080162193,0.0,1.3894249080162193,2.7788498160324386
233.tiff,0,5761,14,37,14,37,23,23,529,2072,0.20338331410995772,0.1253440422472493,0.037779704665577056,0.08756433758167223,23.846959169524492,2601,0.21290838718414307,0.12534403800964355,0.03777970373630524,-0.04978463426232338,0.4987912889110917,7.488461046478348e-08,0.47709510024160123,0.5,-1.9424503665818227,0.0,1.9424503665818227,3.8849007331636454
233.tiff,1,5760,13,40,12,41,27,29,783,1818,0.30103806228373703,0.11229192307349746,0.028182144887067592,0.08410977818642987,31.668757547939613,2601,0.1964017003774643,0.11229192465543747,0.028182145208120346,-0.05592763423919678,0.4971131094335533,2.7338473778902674e-08,0.48009833205347985,0.49999999999999994,-2.0795876257627084,0.0,2.0795876257627084,4.159175251525417
233.tiff,2,5770,12,37,12,43,25,31,775,1826,0.2979623221837755,0.11252942681459019,0.03507928496251867,0.07745014185207152,38.52479502434511,2601,0.18997956812381744,0.11252942681312561,0.03507928550243378,-0.04237085580825806,0.4652512431547544,2.068389280634861e-11,0.4493127740747235,0.4998738880696846,-1.558057866302062,0.0,1.558057866302062,3.116115732604124
211.tiff,0,4916,14,37,16,34,23,18,414,2187,0.15916955017301038,0.10955129877848614,0.03613836527046552,0.07341293350802063,15.294043865792705,2601,0.1829642355442047,0.10955129563808441,0.03613836690783501,-0.037274569272994995,0.49162490023764777,7.147787120346465e-08,0.4973777402680211,0.5,-1.9872412253438534,0.0,1.9872412253438534,3.974482450687707
211.tiff,1,4919,12,36,12,38,24,26,624,1977,0.23990772779700115,0.1126658473080263,0.039387738988129445,0.07327810831989685,29.839133852042067,2601,0.18594396114349365,0.11266584694385529,0.039387740194797516,-0.03389037027955055,0.46273526826834777,5.788553191814043e-09,0.466786786454904,0.5000000000000001,-1.532401705034289,0.0,1.532401705034289,3.064803410068578
211.tiff,2,4909,14,38,17,34,24,17,408,2193,0.1568627450980392,0.07992838642231244,0.040338752000611544,0.039589634421700895,10.23768328634255,2601,0.11951801925897598,0.07992838323116302,0.040338750928640366,0.0007491175783798099,0.4671852193134604,1.0722692384113017e-07,0.48092328262827105,0.5,-1.5777564505831212,0.0,1.5777564505831212,3.1555129011662424
220.tiff,0,5270,14,39,17,37,25,20,500,2101,0.1922337562475971,0.13458387424051763,0.04528092124015185,0.08930295300036578,30.479272687226533,2601,0.22388683259487152,0.13458387553691864,0.04528092220425606,-0.044022031128406525,0.46236689146362375,1.717870671648112e-08,0.48118114412835444,0.5000000000000001,-1.4649784119978604,0.0,1.4649784119978604,2.9299568239957208
220.tiff,1,5293,12,37,9,40,25,31,775,1826,0.2979623221837755,0.09404988999718861,0.04268426636704488,0.05136562363014373,40.47274530608087,2601,0.1454155147075653,0.09404989331960678,0.042684268206357956,-0.00868135690689087,0.3841809092535178,4.466360095217684e-08,0.38919225369758653,0.4876903462580119,-0.9835843358859163,0.0,0.9835843358859163,1.9671686717718326
220.tiff,2,5247,16,39,16,29,23,13,299,2302,0.11495578623606305,0.15247130897332195,0.03710863607137515,0.1153626729019468,19.64321771403619,2601,0.26783397793769836,0.15247130393981934,0.037108637392520905,-0.07825403660535812,0.4849580735342646,6.781000862541945e-08,0.49539591808504646,0.4999999999999999,-1.7559973981775185,0.0,1.7559973981775185,3.511994796355037
230.tiff,0,5689,14,37,11,37,23,26,598,2003,0.2299115724721261,0.08885184778827226,0.03272679107186834,0.05612505671640392,21.76488995785984,2601,0.1449768990278244,0.08885184675455093,0.03272679075598717,-0.0233982652425766,0.4654657417484195,2.187201413832806e-08,0.45890137231776057,0.5000000000000001,-1.5420608136035714,0.0,1.5420608136035714,3.084121627207143
230.tiff,1,5700,16,37,15,36,21,21,441,2160,0.1695501730103806,0.11586446762483571,0.033688013229422505,0.08217645439541321,17.77368295568732,2601,0.1980409175157547,0.11586447060108185,0.0336880125105381,-0.04848844185471535,0.49727861388237854,6.132582337170383e-08,0.4717576334298808,0.5000000000000001,-2.038959312975762,0.0,2.038959312975762,4.077918625951524
230.tiff,2,5703,15,34,10,36,19,26,494,2107,0.18992695117262592,0.10478225259162412,0.05103654803646286,0.053745704555161256,21.79514239326052,2601,0.15852795541286469,0.10478225350379944,0.05103654786944389,-0.0027091566007584333,0.443025204816878,1.674826179313105e-08,0.44196807096524854,0.4973460460160169,-1.2181786918932702,0.0,1.2181786918932702,2.4363573837865404
235.tiff,0,5810,11,35,14,35,24,21,504,2097,0.19377162629757785,0.049897407994302784,0.016878900407791365,0.03301850758651142,14.813188367255602,2601,0.08291591703891754,0.04989740625023842,0.016878901049494743,-0.01613960787653923,0.4027086837586794,4.7841254712666284e-08,0.4443818165427212,0.5000000000000001,-1.12341296222137,0.0,1.12341296222137,2.24682592444274
235.tiff,1,5831,21,37,16,38,16,22,352,2249,0.13533256439830835,0.07144953741788579,0.023168155398230524,0.04828138201965526,13.667793554869686,2601,0.11973091959953308,0.07144954055547714,0.023168155923485756,-0.02511322684586048,0.45846928761673544,6.986983313877955e-08,0.4661790965042009,0.5,-1.2434374577499747,0.0,1.2434374577499747,2.4868749154999494
235.tiff,2,5830,15,35,15,31,20,16,320,2281,0.12302960399846213,0.07514854958280921,0.01865038581298502,0.056498163769824195,10.036812770180404,2601,0.13164670765399933,0.0751485526561737,0.018650386482477188,-0.03784777969121933,0.49835538607227364,8.593164490503997e-08,0.48521538040631873,0.5,-1.8013101190906022,0.0,1.8013101190906022,3.6026202381812045
242.tiff,0,6180,12,34,14,37,22,23,506,2095,0.19454056132256825,0.076416998593127,0.021044089786183686,0.055372908806943316,21.66478987198034,2601,0.1317899078130722,0.0764169991016388,0.021044090390205383,-0.03432881832122803,0.43365503025997065,9.566228481503402e-09,0.4643989108667056,0.5000000000000001,-1.2932824191639474,0.0,1.2932824191639474,2.5865648383278947
242.tiff,1,6178,15,31,13,44,16,31,496,2105,0.1906958861976163,0.08251483318388401,0.02169717493754753,0.06081765824633649,21.601313474700753,2601,0.14333249628543854,0.08251482993364334,0.02169717475771904,-0.03912048414349556,0.4632235413951658,6.03988623384233e-08,0.47136590927166766,0.49999999999999994,-1.3964687159191735,0.0,1.3964687159191735,2.792937431838347
242.tiff,2,6161,6,41,9,39,35,30,1050,1551,0.40369088811995385,0.06590734343262046,0.023915911816661112,0.04199143161595935,52.66278793153268,2601,0.1078987717628479,0.06590734422206879,0.023915911093354225,-0.018075520172715187,0.2987205908019825,9.386001218335356e-09,0.3527595837926767,0.48633544902039216,-0.837232606334484,0.0,0.837232606334484,1.674465212668968
245.tiff,0,6317,16,39,10,31,23,21,483,2118,0.18569780853517878,0.05111999039569056,0.03351768387019839,0.01760230652549217,10.297673238046066,2601,0.06872230023145676,0.05111999064683914,0.033517684787511826,0.01591537706553936,0.35983446589566886,9.59233555233347e-09,0.38276428503571025,0.4807682481039759,-0.8256150545155494,0.0,0.8256150545155494,1.6512301090310988
245.tiff,1,6243,0,34,0,28,34,28,952,1649,0.3660130718954248,0.04289507721088028,0.030740578300514725,0.012154498910365557,19.947262581355368,2601,0.05504957586526871,0.04289507865905762,0.03074057772755623,0.01858607865869999,0.25939534657121954,4.381831509600959e-08,0.2651663100682951,0.39770550960844336,-0.580083754122907,0.0,0.580083754122907,1.160167508245814
245.tiff,2,6250,16,33,17,37,17,20,340,2261,0.13071895424836602,0.060620757070137185,0.032784070351807804,0.02783668671832938,10.38272061329335,2601,0.08845744282007217,0.060620758682489395,0.03278407081961632,0.004947383422404528,0.41153777342650394,4.589737622760266e-08,0.3988381439991335,0.4908266762263697,-0.9115600656839695,0.0,0.9115600656839695,1.823120131367939
246.tiff,0,6548,10,37,16,32,27,16,432,2169,0.16608996539792387,0.08231574914814835,0.02952093501894132,0.05279481412920703,16.312612973653746,2601,0.13511055707931519,0.08231575042009354,0.02952093444764614,-0.023273879662156105,0.4645493620438015,2.808974496282019e-08,0.4709889776350401,0.5,-1.3981426360481461,0.0,1.3981426360481461,2.7962852720962923
246.tiff,1,6599,21,35,16,39,14,23,322,2279,0.12379853902345252,0.08428914003762537,0.028733430911167156,0.055555709126458214,16.124857166701037,2601,0.1398448497056961,0.08428914099931717,0.028733430430293083,-0.026822278276085854,0.43733308076737404,1.6826736132933517e-08,0.4557615774767894,0.5000000000000001,-1.1094013518247752,0.0,1.1094013518247752,2.2188027036495503
246.tiff,2,6482,18,37,12,43,19,31,589,2012,0.22645136485966935,0.07256360852328747,0.029488268844583106,0.04307533967870436,17.647828386751826,2601,0.11563894897699356,0.07256361097097397,0.029488269239664078,-0.013587070629000664,0.4432780220388398,6.319277288143916e-08,0.46855184753192985,0.5,-1.437648560193564,0.0,1.437648560193564,2.875297120387128
249.tiff,0,6940,14,33,15,37,19,22,418,2183,0.16070742022299117,0.11116819310505567,0.02028735218530971,0.09088084091974596,19.997006116737946,2601,0.20204903185367584,0.11116819083690643,0.020287351682782173,-0.07059349119663239,0.4923257437020636,3.97920478220309e-08,0.4886039617421316,0.49999999999999994,-1.8996939483184356,0.0,1.8996939483184356,3.7993878966368713
249.tiff,1,7008,18,35,14,43,17,29,493,2108,0.1895424836601307,0.08018556486172156,0.029374360774216384,0.05081120408750517,22.55452951487155,2601,0.13099676370620728,0.08018556237220764,0.029374361038208008,-0.021436844021081924,0.4324121579773333,4.410196540729193e-08,0.431011103354469,0.5000000000000001,-1.1106382688507483,0.0,1.1106382688507483,2.2212765377014967
249.tiff,2,6992,13,34,15,37,21,22,462,2139,0.1776239907727797,0.09736743226301658,0.022507282984650268,0.07486014927836632,19.83042052346211,2601,0.17222757637500763,0.09736743569374084,0.022507283836603165,-0.052352868020534515,0.4848302064069428,6.57303994649337e-08,0.4793754477417875,0.5000000000000001,-1.7440572642262415,0.0,1.7440572642262415,3.488114528452483
284.tiff,0,11810,19,33,13,37,14,24,336,2265,0.12918108419838523,0.12012994811604065,0.030543239272296775,0.08958670884374387,14.435152046715043,2601,0.20971666276454926,0.12012995034456253,0.030543239787220955,-0.05904347077012062,0.4999917820790627,4.517130648473276e-08,0.4889521204540806,0.5,-2.0852661665138434,0.0,2.0852661665138434,4.170532333027687
284.tiff,1,11817,17,36,14,35,19,21,399,2202,0.15340253748558247,0.10741449051821385,0.032311736041009995,0.07510275447720385,17.150976161760767,2601,0.18251724541187286,0.10741449147462845,0.03231173753738403,-0.04279102012515068,0.4944705334963843,1.883680396114523e-08,0.46809736305967586,0.5000000000000001,-1.74718912520067,0.0,1.74718912520067,3.49437825040134
284.tiff,2,11832,15,38,22,37,23,15,345,2256,0.13264129181084197,0.10791927704830533,0.03568467888845497,0.07223459815985037,16.781198963555305,2601,0.18015387654304504,0.10791927576065063,0.035684678703546524,-0.03654991835355759,0.48049670382718135,2.2961182977297305e-08,0.4836706343802882,0.5,-1.485051003761448,0.0,1.485051003761448,2.970102007522896
289.tiff,0,12690,15,35,16,38,20,22,440,2161,0.16916570549788543,0.05538777880236177,0.02641988645943967,0.028967892342922102,17.559066231799278,2601,0.0843556746840477,0.05538778007030487,0.02641988731920719,-0.002548005897551775,0.3495352372325727,2.639765939657336e-08,0.368820369038279,0.4895188910732708,-0.7258855603496208,0.0,0.7258855603496208,1.4517711206992416
289.tiff,1,12675,14,39,12,35,25,23,575,2026,0.22106881968473663,0.060556923283849914,0.029335686000672625,0.03122123728317729,17.20162264054302,2601,0.09177815914154053,0.06055692210793495,0.029335685074329376,-0.0018855512607842684,0.4155882975229423,3.061776014214232e-08,0.3962018775022475,0.4877858888514315,-1.0436347670780102,0.0,1.0436347670780102,2.0872695341560203
289.tiff,2,12640,16,32,14,37,16,23,368,2233,0.14148404459823144,0.08603009288582024,0.025807418854902085,0.060222674030918154,18.853655154720954,2601,0.14625276625156403,0.08603009581565857,0.025807417929172516,-0.03441525623202324,0.4604738881246031,4.909579103668111e-08,0.447182280803008,0.5,-1.1754720165139187,0.0,1.1754720165139187,2.3509440330278375
291.tiff,0,13272,16,39,7,34,23,27,621,1980,0.23875432525951557,0.06906805274222232,0.04337431463368146,0.025693738108540858,19.193838061713848,2601,0.09476178884506226,0.0690680518746376,0.04337431490421295,0.01768057607114315,0.3395019577992816,2.1368128355653204e-08,0.3864624519220565,0.4865601195275173,-0.8312986341815136,0.0,0.8312986341815136,1.6625972683630272
291.tiff,1,13169,11,34,14,37,23,23,529,2072,0.20338331410995772,0.0821163178599426,0.04467571783224351,0.03744060002769909,20.472482141937196,2601,0.11955691874027252,0.08211632072925568,0.04467571899294853,0.007235117722302675,0.3909018917975362,5.9062588495276706e-08,0.411755204566882,0.48783287059020636,-0.9674487576707043,0.0,0.9674487576707043,1.9348975153414085
291.tiff,2,13283,14,36,14,35,22,21,462,2139,0.1776239907727797,0.1039720821553172,0.037421100403642014,0.06655098175167518,19.267709331756286,2601,0.17052306234836578,0.10397208482027054,0.037421099841594696,-0.029129881411790848,0.48017049042023413,5.254990154212396e-08,0.47440739150243266,0.5,-1.59575552235463,0.0,1.59575552235463,3.19151104470926
293.tiff,0,13596,21,39,13,37,18,24,432,2169,0.16608996539792387,0.08777677235021084,0.028381723767622234,0.0593950485825886,15.569999798063051,2601,0.14717182517051697,0.08777677267789841,0.028381723910570145,-0.031013324856758118,0.4776243489318858,7.58183451523086e-09,0.4926784158675357,0.5,-1.647955126554997,0.0,1.647955126554997,3.295910253109994
293.tiff,1,13588,10,35,13,37,25,24,600,2001,0.2306805074971165,0.08285444149883309,0.030720713901939627,0.052133727596893456,22.18678306922976,2601,0.13498817384243011,0.08285444229841232,0.03072071447968483,-0.021413013339042664,0.47071190058762935,1.6635090039491073e-08,0.4530410255520871,0.49977036989984847,-1.4098590345671957,0.0,1.4098590345671957,2.8197180691343915
293.tiff,2,13625,14,35,15,35,21,20,420,2181,0.16147635524798154,0.10463198684155942,0.03395494796209868,0.07067703887946074,19.73584663718939,2601,0.17530903220176697,0.10463199019432068,0.03395494818687439,-0.0367220900952816,0.4723735668785926,5.982895871778037e-08,0.48551052490231406,0.5,-1.504083248875555,0.0,1.504083248875555,3.00816649775111
459.tiff,0,22441,10,39,10,41,29,31,899,1702,0.34563629373317956,0.138550093782873,0.034614457421702924,0.10393563636117008,52.586358914986775,2601,0.24248573184013367,0.13855008780956268,0.03461445868015289,-0.0693211778998375,0.4746018516907912,6.68222099949178e-08,0.4516485621913844,0.5000000000000001,-1.7768512408274504,0.0,1.7768512408274504,3.5537024816549008
459.tiff,1,22446,7,42,5,44,35,39,1365,1236,0.52479815455594,0.10802381773829595,0.02955879879597172,0.07846501894232423,81.06429151479055,2601,0.18648883700370789,0.10802381485700607,0.029558798298239708,-0.048906221985816956,0.3727245574234481,2.3055159076494002e-08,0.36616786116782457,0.48795760255105597,-1.3212321831830334,0.0,1.3212321831830334,2.6424643663660667
459.tiff,2,22306,14,36,10,42,22,32,704,1897,0.2706651287966167,0.11924127840021273,0.027212833391290044,0.09202844500892268,47.984747517996354,2601,0.21126972138881683,0.11924127489328384,0.027212833985686302,-0.06481561064720154,0.44276122481315816,3.7525230271726966e-08,0.4662865924422806,0.5,-1.35017955991085,0.0,1.35017955991085,2.7003591198217
460.tiff,0,22577,3,43,9,36,40,27,1080,1521,0.41522491349480967,0.12839335851377756,0.0356077417318799,0.09278561678189766,64.80173737370124,2601,0.22117897868156433,0.12839335203170776,0.03560774028301239,-0.05717787519097328,0.4271295483380332,6.317418442795273e-08,0.43278180944335154,0.4983230080368046,-1.5463854857249164,0.0,1.5463854857249164,3.092770971449833
460.tiff,1,22538,12,34,21,35,22,14,308,2293,0.1184159938485198,0.1388178991952113,0.034144768820731544,0.10467313037447974,16.772173615438597,2601,0.2434910237789154,0.1388179063796997,0.034144770354032516,-0.07052835822105408,0.49775058767425306,1.163110203578158e-07,0.4989383098535861,0.5000000000000002,-1.9221911777531222,0.0,1.9221911777531222,3.8443823555062444
460.tiff,2,22552,13,41,8,37,28,29,812,1789,0.31218762014609763,0.14298151491618177,0.034694929868780346,0.10828658504740143,52.25458938305454,2601,0.25126808881759644,0.14298151433467865,0.03469492867588997,-0.07359165698289871,0.4685558214052968,6.215179277154112e-09,0.46121459693748573,0.5,-1.6826982681640603,0.0,1.6826982681640603,3.3653965363281206
410.tiff,0,20699,20,35,13,33,15,20,300,2301,0.11534025374855825,0.06327490841504187,0.02732006103790948,0.035954847377132386,11.226218890817835,2601,0.09922975301742554,0.06327490508556366,0.02732006087899208,-0.008634786121547222,0.40355452980640777,7.87118561327939e-08,0.4288495259368282,0.5000000000000001,-0.9608269995485469,0.0,0.9608269995485469,1.9216539990970938
410.tiff,1,20687,13,33,9,38,20,29,580,2021,0.2229911572472126,0.08049444061772223,0.03156435109874035,0.04893008951898189,27.69285707578007,2601,0.12942452728748322,0.08049444109201431,0.03156435117125511,-0.01736573874950409,0.4073534917888686,7.718484937639066e-09,0.42026832233427436,0.49996128567905146,-1.0247932108756634,0.0,1.0247932108756634,2.049586421751327
410.tiff,2,20694,18,33,9,41,15,32,480,2121,0.1845444059976932,0.07311544373903113,0.025125105993076633,0.0479903377459545,19.681661441984275,2601,0.12110578268766403,0.07311544567346573,0.025125106796622276,-0.022865232080221176,0.42117739707685115,3.84710306055657e-08,0.45792278022043,0.5,-1.1703972342964848,0.0,1.1703972342964848,2.3407944685929696
425.tiff,0,21116,8,43,0,39,35,39,1365,1236,0.52479815455594,0.12644311173549502,0.05255920260877594,0.07388390912671908,65.5436338847428,2601,0.20032702386379242,0.12644311785697937,0.052559204399585724,-0.021324707195162773,0.38010601305881264,6.058107436543304e-08,0.39852523772726106,0.490090412925399,-1.538693080937761,0.0,1.538693080937761,3.077386161875522
425.tiff,1,21113,5,50,0,50,45,50,2250,351,0.8650519031141869,0.13676719596485296,0.0624887302432984,0.07427846572155455,140.45662319314482,2601,0.21104566752910614,0.1367671936750412,0.06248873099684715,-0.011789735406637192,0.13654773038932147,4.950018686686434e-09,0.13853115098580027,0.24145507484512507,-1.1898801499996092,0.0,1.1898801499996092,2.3797602999992185
425.tiff,2,21120,5,42,9,40,37,31,1147,1454,0.4409842368319877,0.1320205941745961,0.06173079172751394,0.07028980244708216,66.97244481103041,2601,0.20231039822101593,0.13202059268951416,0.06173079088330269,-0.008559010922908783,0.3734044216919401,1.4218105277715725e-08,0.38089350614249556,0.48681803998166573,-1.2038145484204374,0.0,1.2038145484204374,2.407629096840875
