file_name,method,seed_ann_id,channel,mpp,tightened_base_size,bbox_method,bbox_center_tolerance,bbox_headroom_frac,tighten_bbox,seed_agreement_flagged,seed_n_agreement_pool,seed_n_after_border,seed_n_after_foreground,match_radius_px,n_gt_mitotic_eval,recall_at_k,roi_area_mm2,sens@1fp_mm2,sens@2fp_mm2,sens@4fp_mm2,sens@8fp_mm2,sens@16fp_mm2,sens@32fp_mm2,sens@64fp_mm2,k,topk_tp,topk_fp_lookalike,topk_fp_unannotated,n_lookalike_gt,lookalike_attraction_at_k,n_mitotic_gt,mitotic_recall_at_k,lookalike_attraction,mitotic_recall,n_detections_total,n_unanimous,recall_unanimous_at_k,n_contested,recall_contested_at_k,recall_unanimous,recall_contested,all_n_detections,all_tp,all_fp_lookalike,all_fp_unannotated,all_matched_any_gt,all_matched_frac,all_precision_mitotic,all_mitotic_gt_found,all_mitotic_gt_missed,all_lookalike_gt_found,all_lookalike_gt_missed,coverage_frac,nms_radius,n_augmentations,t_match_s,n_peaks,max_peak_score,n_after_nms,n_self_hits,seed_self_score,n_detections,max_detection_score,t_postprocess_s,t_total_s,recall_at_budget_100,budget_delivered_100,recall_at_budget_250,budget_delivered_250,recall_at_budget_500,budget_delivered_500,seed_index,roi,arm,wall_s
094.tiff,find_and_suppress,2602,gray_inverted,0.2298,27,headroom,0,0.15,True,False,49,49,42,32.6,81,0.30864197530864196,2.01,0.1111111111111111,0.13580246913580246,0.1728395061728395,0.2222222222222222,0.25925925925925924,0.30864197530864196,0.41975308641975306,81,25,14,42,102,0.13725490196078433,81,0.30864197530864196,0.9411764705882353,0.9876543209876543,9013,48,0.22916666666666666,33,0.42424242424242425,0.9791666666666666,1.0,9013,80,96,8837,176,0.019527349384220623,0.008876067901918465,80,1,96,6,0.6375,32.63,1,4.96,12551,0.9999991059303284,9014,1,0.9999991059303284,9013,0.9073104858398438,0.96,6.0,0.32098765432098764,100,0.4444444444444444,250,0.5432098765432098,500,3,094.tiff,headroom,9.739
094.tiff,find_and_suppress,2602,gray_inverted,0.2298,27,multiotsu,0,,True,False,49,49,41,32.6,81,0.30864197530864196,2.01,0.1111111111111111,0.13580246913580246,0.1728395061728395,0.2222222222222222,0.25925925925925924,0.30864197530864196,0.41975308641975306,81,25,14,42,102,0.13725490196078433,81,0.30864197530864196,0.9411764705882353,0.9876543209876543,9013,48,0.22916666666666666,33,0.42424242424242425,0.9791666666666666,1.0,9013,80,96,8837,176,0.019527349384220623,0.008876067901918465,80,1,96,6,0.6375,32.63,1,4.34,12551,0.9999991059303284,9014,1,0.9999991059303284,9013,0.9073104858398438,0.88,5.3,0.32098765432098764,100,0.4444444444444444,250,0.5432098765432098,500,3,094.tiff,multiotsu,8.283
094.tiff,find_and_suppress,2577,gray_inverted,0.2298,25,binary,0,,True,False,49,49,44,32.6,81,0.2839506172839506,2.01,0.06172839506172839,0.07407407407407407,0.1111111111111111,0.14814814814814814,0.20987654320987653,0.2839506172839506,0.35802469135802467,81,23,7,51,102,0.06862745098039216,81,0.2839506172839506,0.9803921568627451,1.0,11701,48,0.20833333333333334,33,0.3939393939393939,1.0,1.0,11701,81,100,11520,181,0.015468763353558202,0.006922485257669693,81,0,100,2,0.7705,32.63,1,3.87,20511,1.0,11702,1,1.0,11701,0.92183518409729,0.93,4.9,0.2962962962962963,100,0.4074074074074074,250,0.5061728395061729,500,4,094.tiff,binary,7.831
094.tiff,find_and_suppress,2588,gray_inverted,0.2298,25,headroom,0,0.15,True,False,49,49,42,32.6,81,0.13580246913580246,2.01,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.024691358024691357,0.08641975308641975,0.13580246913580246,0.2962962962962963,81,11,13,57,102,0.12745098039215685,81,0.13580246913580246,0.9901960784313726,1.0,11763,48,0.0625,33,0.24242424242424243,1.0,1.0,11763,81,101,11581,182,0.015472243475302603,0.006885998469777532,81,0,101,1,0.7741,32.63,1,4.31,19855,1.0,11764,1,1.0,11763,0.9322249889373779,1.8,6.3,0.16049382716049382,100,0.37037037037037035,250,0.49382716049382713,500,4,094.tiff,headroom,9.037
094.tiff,find_and_suppress,2588,gray_inverted,0.2298,25,multiotsu,0,,True,False,49,49,41,32.6,81,0.13580246913580246,2.01,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.024691358024691357,0.08641975308641975,0.13580246913580246,0.2962962962962963,81,11,13,57,102,0.12745098039215685,81,0.13580246913580246,0.9901960784313726,1.0,11763,48,0.0625,33,0.24242424242424243,1.0,1.0,11763,81,101,11581,182,0.015472243475302603,0.006885998469777532,81,0,101,1,0.7741,32.63,1,4.46,19855,1.0,11764,1,1.0,11763,0.9322249889373779,0.89,5.5,0.16049382716049382,100,0.37037037037037035,250,0.49382716049382713,500,4,094.tiff,multiotsu,8.714
201.tiff,find_and_suppress,4479,gray_inverted,0.2482,51,binary,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17,0,0,17,49,0.0,17,0.0,0.30612244897959184,0.23529411764705882,1732,6,0.0,11,0.0,0.16666666666666666,0.2727272727272727,1732,4,15,1713,19,0.010969976905305445,0.002309468822169567,4,13,15,34,0.1477,30.22,1,3.76,1913,1.0,1733,1,1.0,1732,0.7989173531532288,0.69,4.5,0.0,100,0.058823529411764705,250,0.058823529411764705,500,0,201.tiff,binary,6.565
201.tiff,find_and_suppress,4479,gray_inverted,0.2482,49,headroom,0,0.15,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17,0,0,17,49,0.0,17,0.0,0.3469387755102041,0.23529411764705882,2022,6,0.0,11,0.0,0.16666666666666666,0.2727272727272727,2022,4,17,2001,21,0.010385756676552726,0.001978239366962424,4,13,17,32,0.1717,30.22,1,3.47,2252,0.999999463558197,2023,1,0.999999463558197,2022,0.8048228621482849,0.81,4.3,0.0,100,0.058823529411764705,250,0.058823529411764705,500,0,201.tiff,headroom,6.709
201.tiff,find_and_suppress,4479,gray_inverted,0.2482,45,multiotsu,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17,0,0,17,49,0.0,17,0.0,0.40816326530612246,0.35294117647058826,2730,6,0.0,11,0.0,0.3333333333333333,0.36363636363636365,2730,6,20,2704,26,0.009523809523806034,0.002197802197801393,6,11,20,29,0.2281,30.22,1,3.53,3057,0.9999992251396179,2731,1,0.9999992251396179,2730,0.8137538433074951,0.49,4.1,0.0,100,0.058823529411764705,250,0.058823529411764705,500,0,201.tiff,multiotsu,6.092
201.tiff,find_and_suppress,4475,gray_inverted,0.2482,51,binary,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,17,49,0.0,17,0.0,0.5306122448979592,0.29411764705882354,2054,6,0.0,11,0.0,0.3333333333333333,0.2727272727272727,2054,5,26,2023,31,0.01509250243426724,0.0024342745861721353,5,12,26,23,0.1751,30.22,1,2.86,2200,1.0,2055,1,1.0,2054,0.7501148581504822,0.39,3.3,0.0,100,0.0,250,0.058823529411764705,500,1,201.tiff,binary,4.785
201.tiff,find_and_suppress,4475,gray_inverted,0.2482,51,headroom,0,0.15,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,17,49,0.0,17,0.0,0.5306122448979592,0.29411764705882354,2054,6,0.0,11,0.0,0.3333333333333333,0.2727272727272727,2054,5,26,2023,31,0.01509250243426724,0.0024342745861721353,5,12,26,23,0.1751,30.22,1,2.35,2200,1.0,2055,1,1.0,2054,0.7501148581504822,0.34,2.7,0.0,100,0.0,250,0.058823529411764705,500,1,201.tiff,headroom,4.052
201.tiff,find_and_suppress,4475,gray_inverted,0.2482,41,multiotsu,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,1,16,49,0.02040816326530612,17,0.0,0.7346938775510204,0.6470588235294118,4275,6,0.0,11,0.0,0.8333333333333334,0.5454545454545454,4275,11,36,4228,47,0.010994152046781053,0.002573099415204076,11,6,36,13,0.3458,30.22,1,1.88,4711,0.9999976754188538,4276,1,0.9999976754188538,4275,0.7880826592445374,0.33,2.2,0.0,100,0.0,250,0.058823529411764705,500,1,201.tiff,multiotsu,3.445
201.tiff,find_and_suppress,4479,gray_inverted,0.2482,51,binary,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17,0,0,17,49,0.0,17,0.0,0.30612244897959184,0.23529411764705882,1732,6,0.0,11,0.0,0.16666666666666666,0.2727272727272727,1732,4,15,1713,19,0.010969976905305445,0.002309468822169567,4,13,15,34,0.1477,30.22,1,3.49,1913,1.0,1733,1,1.0,1732,0.7989173531532288,0.43,3.9,0.0,100,0.058823529411764705,250,0.058823529411764705,500,2,201.tiff,binary,5.043
201.tiff,find_and_suppress,4479,gray_inverted,0.2482,49,headroom,0,0.15,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17,0,0,17,49,0.0,17,0.0,0.3469387755102041,0.23529411764705882,2022,6,0.0,11,0.0,0.16666666666666666,0.2727272727272727,2022,4,17,2001,21,0.010385756676552726,0.001978239366962424,4,13,17,32,0.1717,30.22,1,2.09,2252,0.999999463558197,2023,1,0.999999463558197,2022,0.8048228621482849,0.34,2.5,0.0,100,0.058823529411764705,250,0.058823529411764705,500,2,201.tiff,headroom,3.672
201.tiff,find_and_suppress,4479,gray_inverted,0.2482,45,multiotsu,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17,0,0,17,49,0.0,17,0.0,0.40816326530612246,0.35294117647058826,2730,6,0.0,11,0.0,0.3333333333333333,0.36363636363636365,2730,6,20,2704,26,0.009523809523806034,0.002197802197801393,6,11,20,29,0.2281,30.22,1,2.08,3057,0.9999992251396179,2731,1,0.9999992251396179,2730,0.8137538433074951,0.4,2.5,0.0,100,0.058823529411764705,250,0.058823529411764705,500,2,201.tiff,multiotsu,4.111
201.tiff,find_and_suppress,4477,gray_inverted,0.2482,35,binary,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.23529411764705882,17,0,4,13,49,0.08163265306122448,17,0.0,0.6530612244897959,0.7647058823529411,3243,6,0.0,11,0.0,0.5,0.9090909090909091,3243,13,32,3198,45,0.01387604070304845,0.004008633980880663,13,4,32,17,0.263,30.22,1,1.84,3636,1.0,3244,1,1.0,3243,0.7864087820053101,0.36,2.2,0.23529411764705882,100,0.29411764705882354,250,0.35294117647058826,500,3,201.tiff,binary,3.441
201.tiff,find_and_suppress,4477,gray_inverted,0.2482,33,headroom,0,0.15,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,17,0,4,13,49,0.08163265306122448,17,0.0,0.6122448979591837,0.7647058823529411,3771,6,0.0,11,0.0,0.5,0.9090909090909091,3771,13,30,3728,43,0.011402810925480933,0.003447361442587259,13,4,30,19,0.3019,30.22,1,2.48,4341,0.9999998211860657,3772,1,0.9999998211860657,3771,0.791680097579956,0.41,2.9,0.23529411764705882,100,0.29411764705882354,250,0.29411764705882354,500,3,201.tiff,headroom,4.295
201.tiff,find_and_suppress,4477,gray_inverted,0.2482,31,multiotsu,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,17,0,4,13,49,0.08163265306122448,17,0.0,0.6326530612244898,0.7647058823529411,4539,6,0.0,11,0.0,0.5,0.9090909090909091,4539,13,31,4495,44,0.009693765146505905,0.0028640669751040172,13,4,31,18,0.3568,30.22,1,2.33,5451,1.0,4540,1,1.0,4539,0.8010882139205933,0.39,2.8,0.11764705882352941,100,0.29411764705882354,250,0.29411764705882354,500,3,201.tiff,multiotsu,4.329
201.tiff,find_and_suppress,4477,gray_inverted,0.2482,35,binary,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.23529411764705882,17,0,4,13,49,0.08163265306122448,17,0.0,0.6530612244897959,0.7647058823529411,3243,6,0.0,11,0.0,0.5,0.9090909090909091,3243,13,32,3198,45,0.01387604070304845,0.004008633980880663,13,4,32,17,0.263,30.22,1,2.33,3636,1.0,3244,1,1.0,3243,0.7864087820053101,0.83,3.2,0.23529411764705882,100,0.29411764705882354,250,0.35294117647058826,500,4,201.tiff,binary,5.062
201.tiff,find_and_suppress,4477,gray_inverted,0.2482,33,headroom,0,0.15,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,17,0,4,13,49,0.08163265306122448,17,0.0,0.6122448979591837,0.7647058823529411,3771,6,0.0,11,0.0,0.5,0.9090909090909091,3771,13,30,3728,43,0.011402810925480933,0.003447361442587259,13,4,30,19,0.3019,30.22,1,3.05,4341,0.9999998211860657,3772,1,0.9999998211860657,3771,0.791680097579956,0.41,3.5,0.23529411764705882,100,0.29411764705882354,250,0.29411764705882354,500,4,201.tiff,headroom,5.292
201.tiff,find_and_suppress,4477,gray_inverted,0.2482,31,multiotsu,0,,True,False,7,7,6,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,17,0,4,13,49,0.08163265306122448,17,0.0,0.6326530612244898,0.7647058823529411,4539,6,0.0,11,0.0,0.5,0.9090909090909091,4539,13,31,4495,44,0.009693765146505905,0.0028640669751040172,13,4,31,18,0.3568,30.22,1,2.2,5451,1.0,4540,1,1.0,4539,0.8010882139205933,0.4,2.7,0.11764705882352941,100,0.29411764705882354,250,0.29411764705882354,500,4,201.tiff,multiotsu,4.111
202.tiff,find_and_suppress,4534,gray_inverted,0.2482,37,binary,0,,True,False,4,4,4,30.2,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,15,0,0,15,28,0.0,15,0.0,0.17857142857142858,0.7333333333333333,832,3,0.0,12,0.0,1.0,0.6666666666666666,832,11,5,816,16,0.01923076923074612,0.013221153846137956,11,4,5,23,0.0722,30.22,1,2.6,846,0.999999463558197,833,1,0.999999463558197,832,0.662060558795929,0.48,3.1,0.2,100,0.4,250,0.6,500,0,202.tiff,binary,4.528
202.tiff,find_and_suppress,4534,gray_inverted,0.2482,15,headroom,0,0.15,True,False,4,4,4,30.2,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,15,28,0.0,15,0.0,0.6071428571428571,0.7333333333333333,12812,3,0.0,12,0.0,1.0,0.6666666666666666,12812,11,17,12784,28,0.002185451139556495,0.0008585700905400516,11,4,17,11,0.8235,30.22,1,2.93,27511,0.9999992251396179,12813,1,0.9999992251396179,12812,0.8270069360733032,0.79,3.8,0.0,100,0.0,250,0.0,500,0,202.tiff,headroom,5.571
202.tiff,find_and_suppress,4534,gray_inverted,0.2482,13,multiotsu,0,,True,False,4,4,3,30.2,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,15,28,0.0,15,0.0,0.8571428571428571,0.9333333333333333,15184,3,0.0,12,0.0,1.0,0.9166666666666666,15184,14,24,15146,38,0.0025026343519492554,0.0009220231822970942,14,1,24,4,0.9016,30.22,1,2.42,43212,1.0,15185,1,1.0,15184,0.8382859230041504,0.95,3.4,0.0,100,0.0,250,0.13333333333333333,500,0,202.tiff,multiotsu,5.3
202.tiff,find_and_suppress,4514,gray_inverted,0.2482,29,binary,0,,True,False,4,4,4,30.2,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,15,0,0,15,28,0.0,15,0.0,0.6071428571428571,1.0,4948,3,0.0,12,0.0,1.0,1.0,4948,15,17,4916,32,0.006467259498786081,0.0030315278900559755,15,0,17,11,0.3878,30.22,1,2.51,5727,0.9999995827674866,4949,1,0.9999995827674866,4948,0.7779097557067871,0.53,3.1,0.06666666666666667,100,0.26666666666666666,250,0.26666666666666666,500,1,202.tiff,binary,5.045
202.tiff,find_and_suppress,4514,gray_inverted,0.2482,27,headroom,0,0.15,True,False,4,4,4,30.2,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,15,0,0,15,28,0.0,15,0.0,0.6428571428571429,0.9333333333333333,5633,3,0.0,12,0.0,1.0,0.9166666666666666,5633,14,18,5601,32,0.005680809515354929,0.0024853541629677816,14,1,18,10,0.4368,30.22,1,4.3,6827,1.0,5634,1,1.0,5633,0.7823972702026367,0.93,5.3,0.06666666666666667,100,0.13333333333333333,250,0.26666666666666666,500,1,202.tiff,headroom,8.446
202.tiff,find_and_suppress,4514,gray_inverted,0.2482,27,multiotsu,0,,True,False,4,4,3,30.2,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,15,0,0,15,28,0.0,15,0.0,0.6428571428571429,0.9333333333333333,5633,3,0.0,12,0.0,1.0,0.9166666666666666,5633,14,18,5601,32,0.005680809515354929,0.0024853541629677816,14,1,18,10,0.4368,30.22,1,4.19,6827,1.0,5634,1,1.0,5633,0.7823972702026367,1.02,5.3,0.06666666666666667,100,0.13333333333333333,250,0.26666666666666666,500,1,202.tiff,multiotsu,8.197
202.tiff,find_and_suppress,4534,gray_inverted,0.2482,37,binary,0,,True,False,4,4,4,30.2,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,15,0,0,15,28,0.0,15,0.0,0.17857142857142858,0.7333333333333333,832,3,0.0,12,0.0,1.0,0.6666666666666666,832,11,5,816,16,0.01923076923074612,0.013221153846137956,11,4,5,23,0.0722,30.22,1,5.41,846,0.999999463558197,833,1,0.999999463558197,832,0.662060558795929,0.96,6.5,0.2,100,0.4,250,0.6,500,2,202.tiff,binary,10.935
202.tiff,find_and_suppress,4534,gray_inverted,0.2482,15,headroom,0,0.15,True,False,4,4,4,30.2,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,15,28,0.0,15,0.0,0.6071428571428571,0.7333333333333333,12812,3,0.0,12,0.0,1.0,0.6666666666666666,12812,11,17,12784,28,0.002185451139556495,0.0008585700905400516,11,4,17,11,0.8235,30.22,1,7.49,27511,0.9999992251396179,12813,1,0.9999992251396179,12812,0.8270069360733032,1.99,9.7,0.0,100,0.0,250,0.0,500,2,202.tiff,headroom,14.655
202.tiff,find_and_suppress,4534,gray_inverted,0.2482,13,multiotsu,0,,True,False,4,4,3,30.2,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,15,28,0.0,15,0.0,0.8571428571428571,0.9333333333333333,15184,3,0.0,12,0.0,1.0,0.9166666666666666,15184,14,24,15146,38,0.0025026343519492554,0.0009220231822970942,14,1,24,4,0.9016,30.22,1,4.76,43212,1.0,15185,1,1.0,15184,0.8382859230041504,1.5,6.4,0.0,100,0.0,250,0.13333333333333333,500,2,202.tiff,multiotsu,10.113
