rank,cx,cy,score,od,bucket,matched_ann_id,matched_category,file_name,seed_index,condition,rank_key
24,1324.0,928.0,3.9334438,0.14165522158145905,human_rejected_label,14658,2,300.tiff,0,default_51,tm_score
25,709.0,3239.0,3.9300663,0.1583293378353119,human_correct_label,14495,1,300.tiff,0,default_51,tm_score
26,2547.0,1558.0,3.9121332,0.15937702357769012,human_correct_label,14543,1,300.tiff,0,default_51,tm_score
27,641.0,3279.0,3.8847783,0.1569327414035797,human_correct_label,14494,1,300.tiff,0,default_51,tm_score
28,1560.0,1568.0,3.8755152,0.15755492448806763,human_correct_label,14484,1,300.tiff,0,default_51,tm_score
29,6213.0,627.0,3.8715262,0.16383196413516998,human_correct_label,14641,1,300.tiff,0,default_51,tm_score
0,5206.0,3075.0,4.497089,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,hem_rect_fill,chromatin_od
1,4212.0,1382.0,3.6700413,0.18282127380371094,human_correct_label,14561,1,300.tiff,0,hem_rect_fill,chromatin_od
2,5359.0,1168.0,4.211677,0.181596577167511,human_correct_label,14632,1,300.tiff,0,hem_rect_fill,chromatin_od
3,5857.0,3543.0,3.319432,0.1807204633951187,human_correct_label,14607,1,300.tiff,0,hem_rect_fill,chromatin_od
4,1475.0,4336.0,3.6658325,0.18040849268436432,human_correct_label,14503,1,300.tiff,0,hem_rect_fill,chromatin_od
5,934.0,4139.0,3.2177207,0.17790010571479797,human_correct_label,14502,1,300.tiff,0,hem_rect_fill,chromatin_od
6,4621.0,3191.0,3.6907668,0.1763501614332199,human_correct_label,14586,1,300.tiff,0,hem_rect_fill,chromatin_od
7,5401.0,4471.0,4.1139283,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,hem_rect_fill,chromatin_od
8,5894.0,914.0,3.9261925,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,hem_rect_fill,chromatin_od
9,5120.0,1982.0,4.750244,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,hem_rect_fill,chromatin_od
10,6442.0,620.0,3.5091472,0.17486660182476044,human_rejected_label,14648,2,300.tiff,0,hem_rect_fill,chromatin_od
11,168.0,1721.0,3.8382134,0.17470628023147583,human_correct_label,14477,1,300.tiff,0,hem_rect_fill,chromatin_od
12,1459.0,1225.0,4.7398973,0.17293508350849152,human_correct_label,14475,1,300.tiff,0,hem_rect_fill,chromatin_od
13,1674.0,810.0,4.6752534,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,hem_rect_fill,chromatin_od
14,5654.0,4204.0,3.2556732,0.1724788248538971,human_correct_label,14600,1,300.tiff,0,hem_rect_fill,chromatin_od
15,3307.0,1066.0,4.0301228,0.1721101701259613,human_correct_label,14559,1,300.tiff,0,hem_rect_fill,chromatin_od
16,4787.0,587.0,4.531083,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,hem_rect_fill,chromatin_od
17,3482.0,1166.0,3.6311378,0.17124536633491516,human_correct_label,14563,1,300.tiff,0,hem_rect_fill,chromatin_od
18,4492.0,4338.0,4.803691,0.168381467461586,human_correct_label,14594,1,300.tiff,0,hem_rect_fill,chromatin_od
19,4378.0,1824.0,3.8850055,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,hem_rect_fill,chromatin_od
20,4478.0,2800.0,4.0713296,0.16669565439224243,human_correct_label,14580,1,300.tiff,0,hem_rect_fill,chromatin_od
21,4340.0,776.0,3.7895865,0.16648538410663605,human_rejected_label,14566,2,300.tiff,0,hem_rect_fill,chromatin_od
22,5719.0,3806.0,3.4580913,0.16554756462574005,human_correct_label,14605,1,300.tiff,0,hem_rect_fill,chromatin_od
23,5215.0,645.0,3.400819,0.1653144508600235,human_correct_label,14634,1,300.tiff,0,hem_rect_fill,chromatin_od
24,6105.0,4531.0,4.454694,0.1652766466140747,human_correct_label,14598,1,300.tiff,0,hem_rect_fill,chromatin_od
25,6088.0,1029.0,3.8996596,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,hem_rect_fill,chromatin_od
26,6213.0,627.0,3.624204,0.16383196413516998,human_correct_label,14641,1,300.tiff,0,hem_rect_fill,chromatin_od
27,767.0,3495.0,3.717213,0.16375677287578583,human_correct_label,14501,1,300.tiff,0,hem_rect_fill,chromatin_od
28,5397.0,2272.0,3.733665,0.16360288858413696,human_correct_label,14620,1,300.tiff,0,hem_rect_fill,chromatin_od
29,4906.0,1571.0,4.0801134,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,hem_rect_fill,chromatin_od
0,4492.0,4338.0,4.803691,0.168381467461586,human_correct_label,14594,1,300.tiff,0,hem_rect_fill,tm_score
1,5120.0,1982.0,4.750244,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,hem_rect_fill,tm_score
2,1459.0,1225.0,4.7398973,0.17293508350849152,human_correct_label,14475,1,300.tiff,0,hem_rect_fill,tm_score
3,1674.0,810.0,4.6752534,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,hem_rect_fill,tm_score
4,4787.0,587.0,4.531083,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,hem_rect_fill,tm_score
5,5206.0,3075.0,4.497089,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,hem_rect_fill,tm_score
6,6105.0,4531.0,4.454694,0.1652766466140747,human_correct_label,14598,1,300.tiff,0,hem_rect_fill,tm_score
7,1104.0,1889.0,4.4384146,0.16298536956310272,human_correct_label,14482,1,300.tiff,0,hem_rect_fill,tm_score
8,5359.0,1168.0,4.211677,0.181596577167511,human_correct_label,14632,1,300.tiff,0,hem_rect_fill,tm_score
9,5401.0,4471.0,4.1139283,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,hem_rect_fill,tm_score
10,4906.0,1571.0,4.0801134,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,hem_rect_fill,tm_score
11,4478.0,2800.0,4.0713296,0.16669565439224243,human_correct_label,14580,1,300.tiff,0,hem_rect_fill,tm_score
12,2388.0,1928.0,4.062522,0.14863766729831696,human_correct_label,14537,1,300.tiff,0,hem_rect_fill,tm_score
13,3307.0,1066.0,4.0301228,0.1721101701259613,human_correct_label,14559,1,300.tiff,0,hem_rect_fill,tm_score
14,2257.0,3889.0,3.982664,0.16171972453594208,human_correct_label,14518,1,300.tiff,0,hem_rect_fill,tm_score
15,5894.0,914.0,3.9261925,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,hem_rect_fill,tm_score
16,6088.0,1029.0,3.8996596,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,hem_rect_fill,tm_score
17,4378.0,1824.0,3.8850055,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,hem_rect_fill,tm_score
18,6046.0,1135.0,3.8665202,0.1596328467130661,human_correct_label,14682,1,300.tiff,0,hem_rect_fill,tm_score
19,642.0,3278.0,3.846992,0.1569327414035797,human_correct_label,14494,1,300.tiff,0,hem_rect_fill,tm_score
20,168.0,1721.0,3.8382134,0.17470628023147583,human_correct_label,14477,1,300.tiff,0,hem_rect_fill,tm_score
21,1216.0,4492.0,3.8342268,0.1512383371591568,human_correct_label,14505,1,300.tiff,0,hem_rect_fill,tm_score
22,1794.0,2543.0,3.8255506,0.16145585477352142,human_correct_label,14534,1,300.tiff,0,hem_rect_fill,tm_score
23,4604.0,4016.0,3.825043,0.15284408628940582,non_human_findings,-1,0,300.tiff,0,hem_rect_fill,tm_score
24,1782.0,3961.0,3.8156948,0.15866391360759735,human_correct_label,14520,1,300.tiff,0,hem_rect_fill,tm_score
25,1560.0,1568.0,3.7896802,0.15755492448806763,human_correct_label,14484,1,300.tiff,0,hem_rect_fill,tm_score
26,4340.0,776.0,3.7895865,0.16648538410663605,human_rejected_label,14566,2,300.tiff,0,hem_rect_fill,tm_score
27,2547.0,1559.0,3.7812417,0.15932334959506989,human_correct_label,14543,1,300.tiff,0,hem_rect_fill,tm_score
28,2895.0,98.0,3.7586637,0.15277904272079468,human_rejected_label,14552,2,300.tiff,0,hem_rect_fill,tm_score
29,5397.0,2272.0,3.733665,0.16360288858413696,human_correct_label,14620,1,300.tiff,0,hem_rect_fill,tm_score
0,5206.0,3075.0,4.62396,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
1,4212.0,1382.0,3.7781837,0.18282127380371094,human_correct_label,14561,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
2,5359.0,1168.0,4.2239704,0.181596577167511,human_correct_label,14632,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
3,5858.0,3543.0,3.3239882,0.1807204633951187,human_correct_label,14607,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
4,1475.0,4336.0,3.7519243,0.18040849268436432,human_correct_label,14503,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
5,934.0,4139.0,3.2980564,0.17790010571479797,human_correct_label,14502,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
6,4622.0,3191.0,3.776167,0.17660290002822876,human_correct_label,14586,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
7,5401.0,4471.0,4.2623444,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,hem_rect_fill_1um,chromatin_od
8,5894.0,914.0,4.0430574,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
9,5120.0,1982.0,4.8141403,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
10,6442.0,620.0,3.4580195,0.17486660182476044,human_rejected_label,14648,2,300.tiff,0,hem_rect_fill_1um,chromatin_od
11,170.0,1722.0,3.949004,0.17470626533031464,human_correct_label,14477,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
12,1459.0,1225.0,4.801677,0.17293508350849152,human_correct_label,14475,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
13,1674.0,810.0,4.773836,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
14,5653.0,4204.0,3.3865654,0.1724788248538971,human_correct_label,14600,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
15,3307.0,1065.0,4.0144486,0.1723620891571045,human_correct_label,14559,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
16,4787.0,587.0,4.662,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
17,3482.0,1166.0,3.598569,0.17124536633491516,human_correct_label,14563,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
18,4492.0,4338.0,4.857297,0.168381467461586,human_correct_label,14594,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
19,4378.0,1824.0,3.953706,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
20,4478.0,2800.0,4.115287,0.16669565439224243,human_correct_label,14580,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
21,4340.0,776.0,3.839296,0.16648538410663605,human_rejected_label,14566,2,300.tiff,0,hem_rect_fill_1um,chromatin_od
22,5719.0,3805.0,3.5016332,0.16550181806087494,human_correct_label,14605,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
23,5215.0,645.0,3.4897976,0.1653144508600235,human_correct_label,14634,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
24,6105.0,4531.0,4.5915046,0.1652766466140747,human_correct_label,14598,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
25,6088.0,1029.0,3.9844184,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
26,768.0,3495.0,3.7423015,0.1638723760843277,human_correct_label,14501,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
27,6213.0,627.0,3.7323232,0.16383196413516998,human_correct_label,14641,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
28,5397.0,2272.0,3.813429,0.16360288858413696,human_correct_label,14620,1,300.tiff,0,hem_rect_fill_1um,chromatin_od
29,4906.0,1571.0,4.2307887,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,hem_rect_fill_1um,chromatin_od
0,4492.0,4338.0,4.857297,0.168381467461586,human_correct_label,14594,1,300.tiff,0,hem_rect_fill_1um,tm_score
1,5120.0,1982.0,4.8141403,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,hem_rect_fill_1um,tm_score
2,1459.0,1225.0,4.801677,0.17293508350849152,human_correct_label,14475,1,300.tiff,0,hem_rect_fill_1um,tm_score
3,1674.0,810.0,4.773836,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,hem_rect_fill_1um,tm_score
4,4787.0,587.0,4.662,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,hem_rect_fill_1um,tm_score
5,5206.0,3075.0,4.62396,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,hem_rect_fill_1um,tm_score
6,6105.0,4531.0,4.5915046,0.1652766466140747,human_correct_label,14598,1,300.tiff,0,hem_rect_fill_1um,tm_score
7,1104.0,1889.0,4.514478,0.16298536956310272,human_correct_label,14482,1,300.tiff,0,hem_rect_fill_1um,tm_score
8,5401.0,4471.0,4.2623444,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,hem_rect_fill_1um,tm_score
9,4906.0,1571.0,4.2307887,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,hem_rect_fill_1um,tm_score
10,5359.0,1168.0,4.2239704,0.181596577167511,human_correct_label,14632,1,300.tiff,0,hem_rect_fill_1um,tm_score
11,4478.0,2800.0,4.115287,0.16669565439224243,human_correct_label,14580,1,300.tiff,0,hem_rect_fill_1um,tm_score
12,2388.0,1928.0,4.1116147,0.14863766729831696,human_correct_label,14537,1,300.tiff,0,hem_rect_fill_1um,tm_score
13,2258.0,3890.0,4.044969,0.16171972453594208,human_correct_label,14518,1,300.tiff,0,hem_rect_fill_1um,tm_score
14,5894.0,914.0,4.0430574,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,hem_rect_fill_1um,tm_score
15,3307.0,1065.0,4.0144486,0.1723620891571045,human_correct_label,14559,1,300.tiff,0,hem_rect_fill_1um,tm_score
16,6088.0,1029.0,3.9844184,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,hem_rect_fill_1um,tm_score
17,641.0,3279.0,3.9634583,0.1569327414035797,human_correct_label,14494,1,300.tiff,0,hem_rect_fill_1um,tm_score
18,4378.0,1824.0,3.953706,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,hem_rect_fill_1um,tm_score
19,170.0,1722.0,3.949004,0.17470626533031464,human_correct_label,14477,1,300.tiff,0,hem_rect_fill_1um,tm_score
20,1216.0,4492.0,3.9376023,0.1512383371591568,human_correct_label,14505,1,300.tiff,0,hem_rect_fill_1um,tm_score
21,6046.0,1135.0,3.9302006,0.1596328467130661,human_correct_label,14682,1,300.tiff,0,hem_rect_fill_1um,tm_score
22,4604.0,4016.0,3.9141371,0.15284408628940582,non_human_findings,-1,0,300.tiff,0,hem_rect_fill_1um,tm_score
23,1560.0,1568.0,3.8888304,0.15755492448806763,human_correct_label,14484,1,300.tiff,0,hem_rect_fill_1um,tm_score
24,2547.0,1559.0,3.8751485,0.15932334959506989,human_correct_label,14543,1,300.tiff,0,hem_rect_fill_1um,tm_score
25,2895.0,98.0,3.8520722,0.15277904272079468,human_rejected_label,14552,2,300.tiff,0,hem_rect_fill_1um,tm_score
26,1795.0,2544.0,3.839793,0.16141001880168915,human_correct_label,14534,1,300.tiff,0,hem_rect_fill_1um,tm_score
27,4340.0,776.0,3.839296,0.16648538410663605,human_rejected_label,14566,2,300.tiff,0,hem_rect_fill_1um,tm_score
28,2376.0,628.0,3.8282247,0.1492486447095871,human_correct_label,14548,1,300.tiff,0,hem_rect_fill_1um,tm_score
29,1782.0,3961.0,3.8208854,0.15866391360759735,human_correct_label,14520,1,300.tiff,0,hem_rect_fill_1um,tm_score
0,5206.0,3075.0,4.629531,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
1,4212.0,1382.0,3.7632911,0.18282127380371094,human_correct_label,14561,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
2,5359.0,1168.0,4.246329,0.181596577167511,human_correct_label,14632,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
3,5858.0,3543.0,3.3697078,0.1807204633951187,human_correct_label,14607,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
4,1475.0,4336.0,3.7615683,0.18040849268436432,human_correct_label,14503,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
5,934.0,4139.0,3.2991445,0.17790010571479797,human_correct_label,14502,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
6,4622.0,3191.0,3.7867985,0.17660290002822876,human_correct_label,14586,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
7,5401.0,4471.0,4.25074,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,hem_mask_fill_1um,chromatin_od
8,5894.0,914.0,4.0581684,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
9,5120.0,1982.0,4.8114433,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
10,6442.0,620.0,3.4905913,0.17486660182476044,human_rejected_label,14648,2,300.tiff,0,hem_mask_fill_1um,chromatin_od
11,170.0,1722.0,3.9453323,0.17470626533031464,human_correct_label,14477,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
12,1459.0,1225.0,4.798657,0.17293508350849152,human_correct_label,14475,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
13,1674.0,810.0,4.783849,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
14,5653.0,4204.0,3.4158022,0.1724788248538971,human_correct_label,14600,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
15,3307.0,1065.0,4.0191226,0.1723620891571045,human_correct_label,14559,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
16,4787.0,587.0,4.667106,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
17,3482.0,1166.0,3.6175275,0.17124536633491516,human_correct_label,14563,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
18,4492.0,4338.0,4.8500257,0.168381467461586,human_correct_label,14594,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
19,4378.0,1824.0,3.9351037,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
20,4478.0,2800.0,4.14187,0.16669565439224243,human_correct_label,14580,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
21,4340.0,776.0,3.8433769,0.16648538410663605,human_rejected_label,14566,2,300.tiff,0,hem_mask_fill_1um,chromatin_od
22,5719.0,3805.0,3.5015478,0.16550181806087494,human_correct_label,14605,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
23,5215.0,645.0,3.496705,0.1653144508600235,human_correct_label,14634,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
24,6105.0,4531.0,4.583846,0.1652766466140747,human_correct_label,14598,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
25,6088.0,1029.0,3.998489,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
26,768.0,3495.0,3.7422557,0.1638723760843277,human_correct_label,14501,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
27,6213.0,627.0,3.7428298,0.16383196413516998,human_correct_label,14641,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
28,5397.0,2272.0,3.8225815,0.16360288858413696,human_correct_label,14620,1,300.tiff,0,hem_mask_fill_1um,chromatin_od
29,4906.0,1571.0,4.2548585,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,hem_mask_fill_1um,chromatin_od
0,4492.0,4338.0,4.8500257,0.168381467461586,human_correct_label,14594,1,300.tiff,0,hem_mask_fill_1um,tm_score
1,5120.0,1982.0,4.8114433,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,hem_mask_fill_1um,tm_score
2,1459.0,1225.0,4.798657,0.17293508350849152,human_correct_label,14475,1,300.tiff,0,hem_mask_fill_1um,tm_score
3,1674.0,810.0,4.783849,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,hem_mask_fill_1um,tm_score
4,4787.0,587.0,4.667106,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,hem_mask_fill_1um,tm_score
5,5206.0,3075.0,4.629531,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,hem_mask_fill_1um,tm_score
6,6105.0,4531.0,4.583846,0.1652766466140747,human_correct_label,14598,1,300.tiff,0,hem_mask_fill_1um,tm_score
7,1104.0,1889.0,4.512684,0.16298536956310272,human_correct_label,14482,1,300.tiff,0,hem_mask_fill_1um,tm_score
8,4906.0,1571.0,4.2548585,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,hem_mask_fill_1um,tm_score
9,5401.0,4471.0,4.25074,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,hem_mask_fill_1um,tm_score
10,5359.0,1168.0,4.246329,0.181596577167511,human_correct_label,14632,1,300.tiff,0,hem_mask_fill_1um,tm_score
11,4478.0,2800.0,4.14187,0.16669565439224243,human_correct_label,14580,1,300.tiff,0,hem_mask_fill_1um,tm_score
12,2388.0,1928.0,4.1111126,0.14863766729831696,human_correct_label,14537,1,300.tiff,0,hem_mask_fill_1um,tm_score
13,5894.0,914.0,4.0581684,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,hem_mask_fill_1um,tm_score
14,2258.0,3890.0,4.051683,0.16171972453594208,human_correct_label,14518,1,300.tiff,0,hem_mask_fill_1um,tm_score
15,3307.0,1065.0,4.0191226,0.1723620891571045,human_correct_label,14559,1,300.tiff,0,hem_mask_fill_1um,tm_score
