table,key,column,notebook,audit,match,note
RAW,013.tiff/hem_bbox/chromatin_od/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/hem_bbox/od_contrast/K10,precision_at_budget,0.5,0.5,True,
RAW,013.tiff/hem_bbox/od_contrast/K10,recall_at_budget,0.2941176470588235,0.29411764705882354,True,
RAW,013.tiff/hem_bbox/od_contrast/K10,budget_delivered,10,10,True,
RAW,013.tiff/hem_bbox/od_contrast/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/hem_bbox/od_contrast/K20,precision_at_budget,0.45,0.45,True,
RAW,013.tiff/hem_bbox/od_contrast/K20,recall_at_budget,0.5294117647058824,0.5294117647058824,True,
RAW,013.tiff/hem_bbox/od_contrast/K20,budget_delivered,20,20,True,
RAW,013.tiff/hem_bbox/od_contrast/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/hem_bbox/od_contrast/K30,precision_at_budget,0.3,0.3,True,
RAW,013.tiff/hem_bbox/od_contrast/K30,recall_at_budget,0.5294117647058824,0.5294117647058824,True,
RAW,013.tiff/hem_bbox/od_contrast/K30,budget_delivered,30,30,True,
RAW,013.tiff/hem_bbox/od_contrast/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/hem_bbox/od_contrast/K50,precision_at_budget,0.2,0.2,True,
RAW,013.tiff/hem_bbox/od_contrast/K50,recall_at_budget,0.5882352941176471,0.5882352941176471,True,
RAW,013.tiff/hem_bbox/od_contrast/K50,budget_delivered,50,50,True,
RAW,013.tiff/hem_bbox/od_contrast/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/tm_score/K10,precision_at_budget,0.6,0.6,True,
RAW,013.tiff/gray_bbox/tm_score/K10,recall_at_budget,0.3529411764705882,0.35294117647058826,True,
RAW,013.tiff/gray_bbox/tm_score/K10,budget_delivered,10,10,True,
RAW,013.tiff/gray_bbox/tm_score/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/tm_score/K20,precision_at_budget,0.3,0.3,True,
RAW,013.tiff/gray_bbox/tm_score/K20,recall_at_budget,0.3529411764705882,0.35294117647058826,True,
RAW,013.tiff/gray_bbox/tm_score/K20,budget_delivered,20,20,True,
RAW,013.tiff/gray_bbox/tm_score/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/tm_score/K30,precision_at_budget,0.2333333333333333,0.23333333333333334,True,
RAW,013.tiff/gray_bbox/tm_score/K30,recall_at_budget,0.4117647058823529,0.4117647058823529,True,
RAW,013.tiff/gray_bbox/tm_score/K30,budget_delivered,30,30,True,
RAW,013.tiff/gray_bbox/tm_score/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/tm_score/K50,precision_at_budget,0.14,0.14,True,
RAW,013.tiff/gray_bbox/tm_score/K50,recall_at_budget,0.4117647058823529,0.4117647058823529,True,
RAW,013.tiff/gray_bbox/tm_score/K50,budget_delivered,50,50,True,
RAW,013.tiff/gray_bbox/tm_score/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/chromatin_od/K10,precision_at_budget,0.6,0.6,True,
RAW,013.tiff/gray_bbox/chromatin_od/K10,recall_at_budget,0.3529411764705882,0.35294117647058826,True,
RAW,013.tiff/gray_bbox/chromatin_od/K10,budget_delivered,10,10,True,
RAW,013.tiff/gray_bbox/chromatin_od/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/chromatin_od/K20,precision_at_budget,0.4,0.4,True,
RAW,013.tiff/gray_bbox/chromatin_od/K20,recall_at_budget,0.4705882352941176,0.47058823529411764,True,
RAW,013.tiff/gray_bbox/chromatin_od/K20,budget_delivered,20,20,True,
RAW,013.tiff/gray_bbox/chromatin_od/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/chromatin_od/K30,precision_at_budget,0.3,0.3,True,
RAW,013.tiff/gray_bbox/chromatin_od/K30,recall_at_budget,0.5294117647058824,0.5294117647058824,True,
RAW,013.tiff/gray_bbox/chromatin_od/K30,budget_delivered,30,30,True,
RAW,013.tiff/gray_bbox/chromatin_od/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/chromatin_od/K50,precision_at_budget,0.18,0.18,True,
RAW,013.tiff/gray_bbox/chromatin_od/K50,recall_at_budget,0.5294117647058824,0.5294117647058824,True,
RAW,013.tiff/gray_bbox/chromatin_od/K50,budget_delivered,50,50,True,
RAW,013.tiff/gray_bbox/chromatin_od/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/od_contrast/K10,precision_at_budget,0.5,0.5,True,
RAW,013.tiff/gray_bbox/od_contrast/K10,recall_at_budget,0.2941176470588235,0.29411764705882354,True,
RAW,013.tiff/gray_bbox/od_contrast/K10,budget_delivered,10,10,True,
RAW,013.tiff/gray_bbox/od_contrast/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/od_contrast/K20,precision_at_budget,0.4,0.4,True,
RAW,013.tiff/gray_bbox/od_contrast/K20,recall_at_budget,0.4705882352941176,0.47058823529411764,True,
RAW,013.tiff/gray_bbox/od_contrast/K20,budget_delivered,20,20,True,
RAW,013.tiff/gray_bbox/od_contrast/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/od_contrast/K30,precision_at_budget,0.2666666666666666,0.26666666666666666,True,
RAW,013.tiff/gray_bbox/od_contrast/K30,recall_at_budget,0.4705882352941176,0.47058823529411764,True,
RAW,013.tiff/gray_bbox/od_contrast/K30,budget_delivered,30,30,True,
RAW,013.tiff/gray_bbox/od_contrast/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,013.tiff/gray_bbox/od_contrast/K50,precision_at_budget,0.18,0.18,True,
RAW,013.tiff/gray_bbox/od_contrast/K50,recall_at_budget,0.5294117647058824,0.5294117647058824,True,
RAW,013.tiff/gray_bbox/od_contrast/K50,budget_delivered,50,50,True,
RAW,013.tiff/gray_bbox/od_contrast/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/tm_score/K10,precision_at_budget,0.5,0.5,True,
RAW,094.tiff/hem_bbox/tm_score/K10,recall_at_budget,0.0617283950617283,0.06172839506172839,True,
RAW,094.tiff/hem_bbox/tm_score/K10,budget_delivered,10,10,True,
RAW,094.tiff/hem_bbox/tm_score/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/tm_score/K20,precision_at_budget,0.45,0.45,True,
RAW,094.tiff/hem_bbox/tm_score/K20,recall_at_budget,0.1111111111111111,0.1111111111111111,True,
RAW,094.tiff/hem_bbox/tm_score/K20,budget_delivered,20,20,True,
RAW,094.tiff/hem_bbox/tm_score/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/tm_score/K30,precision_at_budget,0.5,0.5,True,
RAW,094.tiff/hem_bbox/tm_score/K30,recall_at_budget,0.1851851851851851,0.18518518518518517,True,
RAW,094.tiff/hem_bbox/tm_score/K30,budget_delivered,30,30,True,
RAW,094.tiff/hem_bbox/tm_score/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/tm_score/K50,precision_at_budget,0.42,0.42,True,
RAW,094.tiff/hem_bbox/tm_score/K50,recall_at_budget,0.2592592592592592,0.25925925925925924,True,
RAW,094.tiff/hem_bbox/tm_score/K50,budget_delivered,50,50,True,
RAW,094.tiff/hem_bbox/tm_score/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/chromatin_od/K10,precision_at_budget,0.5,0.5,True,
RAW,094.tiff/hem_bbox/chromatin_od/K10,recall_at_budget,0.0617283950617283,0.06172839506172839,True,
RAW,094.tiff/hem_bbox/chromatin_od/K10,budget_delivered,10,10,True,
RAW,094.tiff/hem_bbox/chromatin_od/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/chromatin_od/K20,precision_at_budget,0.7,0.7,True,
RAW,094.tiff/hem_bbox/chromatin_od/K20,recall_at_budget,0.1728395061728395,0.1728395061728395,True,
RAW,094.tiff/hem_bbox/chromatin_od/K20,budget_delivered,20,20,True,
RAW,094.tiff/hem_bbox/chromatin_od/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/chromatin_od/K30,precision_at_budget,0.6666666666666666,0.6666666666666666,True,
RAW,094.tiff/hem_bbox/chromatin_od/K30,recall_at_budget,0.2469135802469135,0.24691358024691357,True,
RAW,094.tiff/hem_bbox/chromatin_od/K30,budget_delivered,30,30,True,
RAW,094.tiff/hem_bbox/chromatin_od/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/chromatin_od/K50,precision_at_budget,0.48,0.48,True,
RAW,094.tiff/hem_bbox/chromatin_od/K50,recall_at_budget,0.2962962962962963,0.2962962962962963,True,
RAW,094.tiff/hem_bbox/chromatin_od/K50,budget_delivered,50,50,True,
RAW,094.tiff/hem_bbox/chromatin_od/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/od_contrast/K10,precision_at_budget,0.6,0.6,True,
RAW,094.tiff/hem_bbox/od_contrast/K10,recall_at_budget,0.074074074074074,0.07407407407407407,True,
RAW,094.tiff/hem_bbox/od_contrast/K10,budget_delivered,10,10,True,
RAW,094.tiff/hem_bbox/od_contrast/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/od_contrast/K20,precision_at_budget,0.75,0.75,True,
RAW,094.tiff/hem_bbox/od_contrast/K20,recall_at_budget,0.1851851851851851,0.18518518518518517,True,
RAW,094.tiff/hem_bbox/od_contrast/K20,budget_delivered,20,20,True,
RAW,094.tiff/hem_bbox/od_contrast/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/od_contrast/K30,precision_at_budget,0.6333333333333333,0.6333333333333333,True,
RAW,094.tiff/hem_bbox/od_contrast/K30,recall_at_budget,0.2345679012345679,0.2345679012345679,True,
RAW,094.tiff/hem_bbox/od_contrast/K30,budget_delivered,30,30,True,
RAW,094.tiff/hem_bbox/od_contrast/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/hem_bbox/od_contrast/K50,precision_at_budget,0.44,0.44,True,
RAW,094.tiff/hem_bbox/od_contrast/K50,recall_at_budget,0.2716049382716049,0.2716049382716049,True,
RAW,094.tiff/hem_bbox/od_contrast/K50,budget_delivered,50,50,True,
RAW,094.tiff/hem_bbox/od_contrast/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/tm_score/K10,precision_at_budget,0.4,0.4,True,
RAW,094.tiff/gray_bbox/tm_score/K10,recall_at_budget,0.0493827160493827,0.04938271604938271,True,
RAW,094.tiff/gray_bbox/tm_score/K10,budget_delivered,10,10,True,
RAW,094.tiff/gray_bbox/tm_score/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/tm_score/K20,precision_at_budget,0.5,0.5,True,
RAW,094.tiff/gray_bbox/tm_score/K20,recall_at_budget,0.1234567901234567,0.12345679012345678,True,
RAW,094.tiff/gray_bbox/tm_score/K20,budget_delivered,20,20,True,
RAW,094.tiff/gray_bbox/tm_score/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/tm_score/K30,precision_at_budget,0.5333333333333333,0.5333333333333333,True,
RAW,094.tiff/gray_bbox/tm_score/K30,recall_at_budget,0.1975308641975308,0.19753086419753085,True,
RAW,094.tiff/gray_bbox/tm_score/K30,budget_delivered,30,30,True,
RAW,094.tiff/gray_bbox/tm_score/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/tm_score/K50,precision_at_budget,0.44,0.44,True,
RAW,094.tiff/gray_bbox/tm_score/K50,recall_at_budget,0.2716049382716049,0.2716049382716049,True,
RAW,094.tiff/gray_bbox/tm_score/K50,budget_delivered,50,50,True,
RAW,094.tiff/gray_bbox/tm_score/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/chromatin_od/K10,precision_at_budget,0.5,0.5,True,
RAW,094.tiff/gray_bbox/chromatin_od/K10,recall_at_budget,0.0617283950617283,0.06172839506172839,True,
RAW,094.tiff/gray_bbox/chromatin_od/K10,budget_delivered,10,10,True,
RAW,094.tiff/gray_bbox/chromatin_od/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/chromatin_od/K20,precision_at_budget,0.75,0.75,True,
RAW,094.tiff/gray_bbox/chromatin_od/K20,recall_at_budget,0.1851851851851851,0.18518518518518517,True,
RAW,094.tiff/gray_bbox/chromatin_od/K20,budget_delivered,20,20,True,
RAW,094.tiff/gray_bbox/chromatin_od/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/chromatin_od/K30,precision_at_budget,0.7333333333333333,0.7333333333333333,True,
RAW,094.tiff/gray_bbox/chromatin_od/K30,recall_at_budget,0.2716049382716049,0.2716049382716049,True,
RAW,094.tiff/gray_bbox/chromatin_od/K30,budget_delivered,30,30,True,
RAW,094.tiff/gray_bbox/chromatin_od/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/chromatin_od/K50,precision_at_budget,0.54,0.54,True,
RAW,094.tiff/gray_bbox/chromatin_od/K50,recall_at_budget,0.3333333333333333,0.3333333333333333,True,
RAW,094.tiff/gray_bbox/chromatin_od/K50,budget_delivered,50,50,True,
RAW,094.tiff/gray_bbox/chromatin_od/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/od_contrast/K10,precision_at_budget,0.5,0.5,True,
RAW,094.tiff/gray_bbox/od_contrast/K10,recall_at_budget,0.0617283950617283,0.06172839506172839,True,
RAW,094.tiff/gray_bbox/od_contrast/K10,budget_delivered,10,10,True,
RAW,094.tiff/gray_bbox/od_contrast/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/od_contrast/K20,precision_at_budget,0.75,0.75,True,
RAW,094.tiff/gray_bbox/od_contrast/K20,recall_at_budget,0.1851851851851851,0.18518518518518517,True,
RAW,094.tiff/gray_bbox/od_contrast/K20,budget_delivered,20,20,True,
RAW,094.tiff/gray_bbox/od_contrast/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/od_contrast/K30,precision_at_budget,0.7,0.7,True,
RAW,094.tiff/gray_bbox/od_contrast/K30,recall_at_budget,0.2592592592592592,0.25925925925925924,True,
RAW,094.tiff/gray_bbox/od_contrast/K30,budget_delivered,30,30,True,
RAW,094.tiff/gray_bbox/od_contrast/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,094.tiff/gray_bbox/od_contrast/K50,precision_at_budget,0.5,0.5,True,
RAW,094.tiff/gray_bbox/od_contrast/K50,recall_at_budget,0.3086419753086419,0.30864197530864196,True,
RAW,094.tiff/gray_bbox/od_contrast/K50,budget_delivered,50,50,True,
RAW,094.tiff/gray_bbox/od_contrast/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/tm_score/K10,precision_at_budget,0.4,0.4,True,
RAW,201.tiff/hem_bbox/tm_score/K10,recall_at_budget,0.2352941176470588,0.23529411764705882,True,
RAW,201.tiff/hem_bbox/tm_score/K10,budget_delivered,10,10,True,
RAW,201.tiff/hem_bbox/tm_score/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/tm_score/K20,precision_at_budget,0.25,0.25,True,
RAW,201.tiff/hem_bbox/tm_score/K20,recall_at_budget,0.2941176470588235,0.29411764705882354,True,
RAW,201.tiff/hem_bbox/tm_score/K20,budget_delivered,20,20,True,
RAW,201.tiff/hem_bbox/tm_score/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/tm_score/K30,precision_at_budget,0.1666666666666666,0.16666666666666666,True,
RAW,201.tiff/hem_bbox/tm_score/K30,recall_at_budget,0.2941176470588235,0.29411764705882354,True,
RAW,201.tiff/hem_bbox/tm_score/K30,budget_delivered,30,30,True,
RAW,201.tiff/hem_bbox/tm_score/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/tm_score/K50,precision_at_budget,0.12,0.12,True,
RAW,201.tiff/hem_bbox/tm_score/K50,recall_at_budget,0.3529411764705882,0.35294117647058826,True,
RAW,201.tiff/hem_bbox/tm_score/K50,budget_delivered,50,50,True,
RAW,201.tiff/hem_bbox/tm_score/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/chromatin_od/K10,precision_at_budget,0.4,0.4,True,
RAW,201.tiff/hem_bbox/chromatin_od/K10,recall_at_budget,0.2352941176470588,0.23529411764705882,True,
RAW,201.tiff/hem_bbox/chromatin_od/K10,budget_delivered,10,10,True,
RAW,201.tiff/hem_bbox/chromatin_od/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/chromatin_od/K20,precision_at_budget,0.3,0.3,True,
RAW,201.tiff/hem_bbox/chromatin_od/K20,recall_at_budget,0.3529411764705882,0.35294117647058826,True,
RAW,201.tiff/hem_bbox/chromatin_od/K20,budget_delivered,20,20,True,
RAW,201.tiff/hem_bbox/chromatin_od/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/chromatin_od/K30,precision_at_budget,0.2333333333333333,0.23333333333333334,True,
RAW,201.tiff/hem_bbox/chromatin_od/K30,recall_at_budget,0.4117647058823529,0.4117647058823529,True,
RAW,201.tiff/hem_bbox/chromatin_od/K30,budget_delivered,30,30,True,
RAW,201.tiff/hem_bbox/chromatin_od/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/chromatin_od/K50,precision_at_budget,0.14,0.14,True,
RAW,201.tiff/hem_bbox/chromatin_od/K50,recall_at_budget,0.4117647058823529,0.4117647058823529,True,
RAW,201.tiff/hem_bbox/chromatin_od/K50,budget_delivered,50,50,True,
RAW,201.tiff/hem_bbox/chromatin_od/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/od_contrast/K10,precision_at_budget,0.4,0.4,True,
RAW,201.tiff/hem_bbox/od_contrast/K10,recall_at_budget,0.2352941176470588,0.23529411764705882,True,
RAW,201.tiff/hem_bbox/od_contrast/K10,budget_delivered,10,10,True,
RAW,201.tiff/hem_bbox/od_contrast/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/od_contrast/K20,precision_at_budget,0.3,0.3,True,
RAW,201.tiff/hem_bbox/od_contrast/K20,recall_at_budget,0.3529411764705882,0.35294117647058826,True,
RAW,201.tiff/hem_bbox/od_contrast/K20,budget_delivered,20,20,True,
RAW,201.tiff/hem_bbox/od_contrast/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/od_contrast/K30,precision_at_budget,0.2,0.2,True,
RAW,201.tiff/hem_bbox/od_contrast/K30,recall_at_budget,0.3529411764705882,0.35294117647058826,True,
RAW,201.tiff/hem_bbox/od_contrast/K30,budget_delivered,30,30,True,
RAW,201.tiff/hem_bbox/od_contrast/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/hem_bbox/od_contrast/K50,precision_at_budget,0.16,0.16,True,
RAW,201.tiff/hem_bbox/od_contrast/K50,recall_at_budget,0.4705882352941176,0.47058823529411764,True,
RAW,201.tiff/hem_bbox/od_contrast/K50,budget_delivered,50,50,True,
RAW,201.tiff/hem_bbox/od_contrast/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/tm_score/K10,precision_at_budget,0.3,0.3,True,
RAW,201.tiff/gray_bbox/tm_score/K10,recall_at_budget,0.1764705882352941,0.17647058823529413,True,
RAW,201.tiff/gray_bbox/tm_score/K10,budget_delivered,10,10,True,
RAW,201.tiff/gray_bbox/tm_score/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/tm_score/K20,precision_at_budget,0.25,0.25,True,
RAW,201.tiff/gray_bbox/tm_score/K20,recall_at_budget,0.2941176470588235,0.29411764705882354,True,
RAW,201.tiff/gray_bbox/tm_score/K20,budget_delivered,20,20,True,
RAW,201.tiff/gray_bbox/tm_score/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/tm_score/K30,precision_at_budget,0.2,0.2,True,
RAW,201.tiff/gray_bbox/tm_score/K30,recall_at_budget,0.3529411764705882,0.35294117647058826,True,
RAW,201.tiff/gray_bbox/tm_score/K30,budget_delivered,30,30,True,
RAW,201.tiff/gray_bbox/tm_score/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/tm_score/K50,precision_at_budget,0.22,0.22,True,
RAW,201.tiff/gray_bbox/tm_score/K50,recall_at_budget,0.6470588235294118,0.6470588235294118,True,
RAW,201.tiff/gray_bbox/tm_score/K50,budget_delivered,50,50,True,
RAW,201.tiff/gray_bbox/tm_score/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/chromatin_od/K10,precision_at_budget,0.4,0.4,True,
RAW,201.tiff/gray_bbox/chromatin_od/K10,recall_at_budget,0.2352941176470588,0.23529411764705882,True,
RAW,201.tiff/gray_bbox/chromatin_od/K10,budget_delivered,10,10,True,
RAW,201.tiff/gray_bbox/chromatin_od/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/chromatin_od/K20,precision_at_budget,0.4,0.4,True,
RAW,201.tiff/gray_bbox/chromatin_od/K20,recall_at_budget,0.4705882352941176,0.47058823529411764,True,
RAW,201.tiff/gray_bbox/chromatin_od/K20,budget_delivered,20,20,True,
RAW,201.tiff/gray_bbox/chromatin_od/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/chromatin_od/K30,precision_at_budget,0.3,0.3,True,
RAW,201.tiff/gray_bbox/chromatin_od/K30,recall_at_budget,0.5294117647058824,0.5294117647058824,True,
RAW,201.tiff/gray_bbox/chromatin_od/K30,budget_delivered,30,30,True,
RAW,201.tiff/gray_bbox/chromatin_od/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/chromatin_od/K50,precision_at_budget,0.22,0.22,True,
RAW,201.tiff/gray_bbox/chromatin_od/K50,recall_at_budget,0.6470588235294118,0.6470588235294118,True,
RAW,201.tiff/gray_bbox/chromatin_od/K50,budget_delivered,50,50,True,
RAW,201.tiff/gray_bbox/chromatin_od/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/od_contrast/K10,precision_at_budget,0.4,0.4,True,
RAW,201.tiff/gray_bbox/od_contrast/K10,recall_at_budget,0.2352941176470588,0.23529411764705882,True,
RAW,201.tiff/gray_bbox/od_contrast/K10,budget_delivered,10,10,True,
RAW,201.tiff/gray_bbox/od_contrast/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/od_contrast/K20,precision_at_budget,0.35,0.35,True,
RAW,201.tiff/gray_bbox/od_contrast/K20,recall_at_budget,0.4117647058823529,0.4117647058823529,True,
RAW,201.tiff/gray_bbox/od_contrast/K20,budget_delivered,20,20,True,
RAW,201.tiff/gray_bbox/od_contrast/K20,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/od_contrast/K30,precision_at_budget,0.2666666666666666,0.26666666666666666,True,
RAW,201.tiff/gray_bbox/od_contrast/K30,recall_at_budget,0.4705882352941176,0.47058823529411764,True,
RAW,201.tiff/gray_bbox/od_contrast/K30,budget_delivered,30,30,True,
RAW,201.tiff/gray_bbox/od_contrast/K30,tp_at_budget <= budget_delivered,True,True,True,
RAW,201.tiff/gray_bbox/od_contrast/K50,precision_at_budget,0.22,0.22,True,
RAW,201.tiff/gray_bbox/od_contrast/K50,recall_at_budget,0.6470588235294118,0.6470588235294118,True,
RAW,201.tiff/gray_bbox/od_contrast/K50,budget_delivered,50,50,True,
RAW,201.tiff/gray_bbox/od_contrast/K50,tp_at_budget <= budget_delivered,True,True,True,
RAW,233.tiff/hem_bbox/tm_score/K10,precision_at_budget,0.4,0.4,True,
RAW,233.tiff/hem_bbox/tm_score/K10,recall_at_budget,0.2352941176470588,0.23529411764705882,True,
RAW,233.tiff/hem_bbox/tm_score/K10,budget_delivered,10,10,True,
RAW,233.tiff/hem_bbox/tm_score/K10,tp_at_budget <= budget_delivered,True,True,True,
RAW,233.tiff/hem_bbox/tm_score/K20,precision_at_budget,0.3,0.3,True,
