file_name,method,seed_ann_id,channel,mpp,tightened_base_size,bbox_method,bbox_center_tolerance,tighten_bbox,seed_agreement_flagged,seed_n_agreement_pool,seed_n_after_border,seed_n_after_foreground,match_radius_px,n_gt_mitotic_eval,recall_at_k,roi_area_mm2,sens@1fp_mm2,sens@2fp_mm2,sens@4fp_mm2,sens@8fp_mm2,sens@16fp_mm2,sens@32fp_mm2,sens@64fp_mm2,k,topk_tp,topk_fp_lookalike,topk_fp_unannotated,n_lookalike_gt,lookalike_attraction_at_k,n_mitotic_gt,mitotic_recall_at_k,lookalike_attraction,mitotic_recall,n_detections_total,n_unanimous,recall_unanimous_at_k,n_contested,recall_contested_at_k,recall_unanimous,recall_contested,all_n_detections,all_tp,all_fp_lookalike,all_fp_unannotated,all_matched_any_gt,all_matched_frac,all_precision_mitotic,all_mitotic_gt_found,all_mitotic_gt_missed,all_lookalike_gt_found,all_lookalike_gt_missed,coverage_frac,nms_radius,n_augmentations,t_match_s,n_peaks,max_peak_score,n_after_nms,n_self_hits,seed_self_score,n_detections,max_detection_score,t_postprocess_s,t_total_s,tissue_fraction,tumor_type,mitotic_recall_at_matcher_budget,matcher_budget,budget_delivered
405.tiff,find_and_suppress,20563,hematoxylin,0.2482,51.0,binary,0.0,False,False,10.0,10.0,10.0,30.2,13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,13,19,0.0,13,0.0,0.6842105263157895,0.6153846153846154,3209,9,0.0,4,0.0,0.6666666666666666,0.5,3209,8,13,3188,21,0.006544094733559818,0.00249298846992755,8,5,13,6,0.2665,30.22,1.0,2.12,3683.0,1.0,3210.0,1.0,1.0,3209.0,0.840502142906189,0.33,2.5,,canine soft tissue sarcoma,,,
002.tiff,find_and_suppress,18,hematoxylin,0.2269,51.0,binary,0.0,False,False,7.0,7.0,7.0,33.1,8,0.0,2.01,0.0,0.0,0.0,0.125,0.25,0.25,0.5,8,0,0,8,7,0.0,8,0.0,0.8571428571428571,0.875,3638,6,0.0,2,0.0,1.0,0.5,3638,7,6,3625,13,0.0035733919736108924,0.0019241341396366344,7,1,6,1,0.2976,33.05,1.0,2.86,3733.0,0.9999999403953552,3639.0,1.0,0.9999999403953552,3638.0,0.8282373547554016,0.42,3.3,,human breast cancer,,,
506.tiff,find_and_suppress,24233,hematoxylin,0.2274,51.0,binary,0.0,False,False,8.0,8.0,8.0,33.0,11,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,11,0,0,11,12,0.0,11,0.0,0.4166666666666667,0.45454545454545453,2507,7,0.0,4,0.0,0.7142857142857143,0.0,2507,5,5,2497,10,0.0039888312724355845,0.0019944156362177922,5,6,5,7,0.204,32.98,1.0,2.6,2561.0,1.0,2508.0,1.0,1.0,2507.0,0.7541884779930115,0.39,3.0,,human melanoma,,,
350.tiff,find_and_suppress,18164,hematoxylin,0.2274,51.0,binary,0.0,False,True,4.0,4.0,4.0,33.0,3,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3,0,0,3,16,0.0,3,0.0,0.5,0.6666666666666666,3002,0,,3,0.0,,0.6666666666666666,3002,2,8,2992,10,0.0033311125916044865,0.0006662225183208973,2,1,8,8,0.2467,32.98,1.0,2.47,3225.0,0.9999999403953552,3003.0,1.0,0.9999999403953552,3002.0,0.7951516509056091,0.38,2.9,,human neuroendocrine tumor,,,
301.tiff,find_and_suppress,14969,gray_inverted,0.2533,51.0,binary,0.0,False,False,164.0,162.0,162.0,29.6,217,0.018433179723502304,2.0,0.0,0.004608294930875576,0.004608294930875576,0.004608294930875576,0.004608294930875576,0.004608294930875576,0.013824884792626729,217,4,7,206,109,0.06422018348623854,217,0.018433179723502304,0.1651376146788991,0.15207373271889402,1280,163,0.018404907975460124,54,0.018518518518518517,0.15337423312883436,0.14814814814814814,1280,33,18,1229,51,0.03984374999996887,0.02578124999997986,33,184,18,91,0.109,29.61,1.0,2.01,1301.0,1.0,1281.0,1.0,1.0,1280.0,0.7171915769577026,0.37,2.4,,canine cutaneous mast cell tumor,,,
201.tiff,find_and_suppress,4457,gray_inverted,0.2482,51.0,binary,0.0,False,False,7.0,7.0,7.0,30.2,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,1,16,49,0.02040816326530612,17,0.0,0.12244897959183673,0.17647058823529413,1393,6,0.0,11,0.0,0.16666666666666666,0.18181818181818182,1393,3,6,1384,9,0.006460875807604838,0.0021536252692016125,3,14,6,43,0.1189,30.22,1.0,1.99,1590.0,0.9999996423721313,1394.0,1.0,0.9999996423721313,1393.0,0.7024502754211426,0.42,2.4,,canine lung cancer,,,
246.tiff,find_and_suppress,6548,gray_inverted,0.2482,51.0,binary,0.0,False,False,100.0,97.0,97.0,30.2,115,0.02608695652173913,2.0,0.008695652173913044,0.017391304347826087,0.02608695652173913,0.02608695652173913,0.02608695652173913,0.02608695652173913,0.02608695652173913,115,3,1,3,123,0.008130081300813009,115,0.02608695652173913,0.008130081300813009,0.02608695652173913,7,99,0.030303030303030304,16,0.0,0.030303030303030304,0.0,7,3,1,3,4,0.5714285713469388,0.4285714285102041,3,112,1,122,0.0006,30.22,1.0,2.15,8.0,0.9999985694885254,8.0,1.0,0.9999985694885254,7.0,0.5835533142089844,0.3,2.5,,canine lymphosarcoma,,,
405.tiff,find_and_suppress,20563,gray_inverted,0.2482,51.0,binary,0.0,False,False,10.0,10.0,10.0,30.2,13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,13,0,0,13,19,0.0,13,0.0,0.47368421052631576,0.7692307692307693,3256,9,0.0,4,0.0,0.6666666666666666,1.0,3256,10,9,3237,19,0.005835380835379043,0.003071253071252128,10,3,9,10,0.2715,30.22,1.0,2.21,3813.0,0.999999463558197,3257.0,1.0,0.999999463558197,3256.0,0.8497976064682007,0.32,2.6,,canine soft tissue sarcoma,,,
002.tiff,find_and_suppress,18,gray_inverted,0.2269,51.0,binary,0.0,False,False,7.0,7.0,7.0,33.1,8,0.25,2.01,0.25,0.25,0.25,0.25,0.375,0.375,0.5,8,2,0,6,7,0.0,8,0.25,0.8571428571428571,0.875,2419,6,0.3333333333333333,2,0.0,1.0,0.5,2419,7,6,2406,13,0.005374121537823326,0.002893757751135637,7,1,6,1,0.2025,33.05,1.0,2.33,2455.0,0.999999463558197,2420.0,1.0,0.999999463558197,2419.0,0.8007506728172302,0.35,2.7,,human breast cancer,,,
506.tiff,find_and_suppress,24233,gray_inverted,0.2274,51.0,binary,0.0,False,False,8.0,8.0,8.0,33.0,11,0.09090909090909091,2.02,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,11,1,0,10,12,0.0,11,0.09090909090909091,0.25,0.2727272727272727,1259,7,0.14285714285714285,4,0.0,0.42857142857142855,0.0,1259,3,3,1253,6,0.004765687053213053,0.0023828435266065266,3,8,3,9,0.1058,32.98,1.0,2.2,1298.0,1.0,1260.0,1.0,1.0,1259.0,0.7003264427185059,0.33,2.6,,human melanoma,,,
350.tiff,find_and_suppress,18164,gray_inverted,0.2274,51.0,binary,0.0,False,True,4.0,4.0,4.0,33.0,3,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,3,16,0.0,3,0.0,0.3125,0.0,1181,0,,3,0.0,,0.0,1181,0,5,1176,5,0.00423370025401843,0.0,0,3,5,11,0.0993,32.98,1.0,2.16,1209.0,0.9999998211860657,1182.0,1.0,0.9999998211860657,1181.0,0.7462350130081177,0.33,2.5,,human neuroendocrine tumor,,,
