file_name,tumor_type,seed_index,tp_rank_from_bottom,z,score,matched_ann_id
301.tiff,canine cutaneous mast cell tumor,0,27,3.296661615371704,0.6486964821815491,14869
301.tiff,canine cutaneous mast cell tumor,0,28,3.31709885597229,0.6528573036193848,14928
301.tiff,canine cutaneous mast cell tumor,0,29,3.3228418827056885,0.6540265679359436,14761
301.tiff,canine cutaneous mast cell tumor,0,30,3.351280450820923,0.6598163843154907,14811
301.tiff,canine cutaneous mast cell tumor,0,31,3.3553097248077393,0.6606367230415344,14753
301.tiff,canine cutaneous mast cell tumor,0,32,3.404482364654541,0.6706477999687195,14906
301.tiff,canine cutaneous mast cell tumor,0,33,3.4342055320739746,0.676699161529541,14913
301.tiff,canine cutaneous mast cell tumor,0,34,3.4458038806915283,0.6790605187416077,14949
301.tiff,canine cutaneous mast cell tumor,0,35,3.473470687866211,0.6846932172775269,14787
301.tiff,canine cutaneous mast cell tumor,0,36,3.4861648082733154,0.687277615070343,14893
301.tiff,canine cutaneous mast cell tumor,0,37,3.4945571422576904,0.6889862418174744,14974
301.tiff,canine cutaneous mast cell tumor,0,38,3.5782546997070312,0.7060263156890869,14819
301.tiff,canine cutaneous mast cell tumor,0,39,3.596435785293579,0.7097278237342834,15027
301.tiff,canine cutaneous mast cell tumor,0,40,3.6118905544281006,0.7128742337226868,14823
301.tiff,canine cutaneous mast cell tumor,0,41,3.6272246837615967,0.7159961462020874,14769
301.tiff,canine cutaneous mast cell tumor,0,42,3.6790578365325928,0.7265489101409912,14865
301.tiff,canine cutaneous mast cell tumor,0,43,3.6932873725891113,0.7294459342956543,14847
301.tiff,canine cutaneous mast cell tumor,0,44,3.693495035171509,0.7294881939888,14884
301.tiff,canine cutaneous mast cell tumor,0,45,3.6989824771881104,0.7306053638458252,14835
301.tiff,canine cutaneous mast cell tumor,0,46,3.699925422668457,0.7307973504066467,14767
301.tiff,canine cutaneous mast cell tumor,0,47,3.7071149349212646,0.732261061668396,14790
301.tiff,canine cutaneous mast cell tumor,0,48,3.755356550216675,0.7420826554298401,15036
301.tiff,canine cutaneous mast cell tumor,0,49,3.7624735832214355,0.7435315847396851,14829
301.tiff,canine cutaneous mast cell tumor,0,50,3.771602153778076,0.7453901171684265,14920
301.tiff,canine cutaneous mast cell tumor,0,51,3.7785861492156982,0.7468119859695435,14749
301.tiff,canine cutaneous mast cell tumor,0,52,3.790438652038574,0.7492250204086304,14827
301.tiff,canine cutaneous mast cell tumor,0,53,3.80659818649292,0.7525149583816528,14936
301.tiff,canine cutaneous mast cell tumor,0,54,3.82780122756958,0.756831705570221,14800
301.tiff,canine cutaneous mast cell tumor,0,55,3.877504587173462,0.7669509053230286,14868
301.tiff,canine cutaneous mast cell tumor,0,56,3.913694143295288,0.7743187546730042,14840
301.tiff,canine cutaneous mast cell tumor,0,57,3.9138121604919434,0.7743427753448486,14882
301.tiff,canine cutaneous mast cell tumor,0,58,3.931568145751953,0.7779577374458313,14970
301.tiff,canine cutaneous mast cell tumor,0,59,3.9362454414367676,0.7789099812507629,14916
301.tiff,canine cutaneous mast cell tumor,0,60,3.9440391063690186,0.7804967164993286,14747
301.tiff,canine cutaneous mast cell tumor,0,61,3.9494733810424805,0.7816030979156494,15002
301.tiff,canine cutaneous mast cell tumor,0,62,3.969359874725342,0.7856518030166626,14875
301.tiff,canine cutaneous mast cell tumor,0,63,3.98337721824646,0.7885056138038635,14812
301.tiff,canine cutaneous mast cell tumor,0,64,3.9890921115875244,0.7896690964698792,14803
301.tiff,canine cutaneous mast cell tumor,0,65,4.00588321685791,0.7930876612663269,14914
301.tiff,canine cutaneous mast cell tumor,0,66,4.01052713394165,0.7940330505371094,14754
301.tiff,canine cutaneous mast cell tumor,0,67,4.024914741516113,0.7969622611999512,14973
301.tiff,canine cutaneous mast cell tumor,0,68,4.032315731048584,0.7984690070152283,14797
301.tiff,canine cutaneous mast cell tumor,0,69,4.059274196624756,0.8039575219154358,14939
301.tiff,canine cutaneous mast cell tumor,0,70,4.066982269287109,0.8055267930030823,14996
301.tiff,canine cutaneous mast cell tumor,0,71,4.074620723724365,0.807081937789917,14908
301.tiff,canine cutaneous mast cell tumor,0,72,4.075300693511963,0.8072203993797302,14789
301.tiff,canine cutaneous mast cell tumor,0,73,4.132442474365234,0.8188539743423462,14864
301.tiff,canine cutaneous mast cell tumor,0,74,4.139737129211426,0.820339024066925,14778
301.tiff,canine cutaneous mast cell tumor,0,75,4.144262313842773,0.8212603330612183,14836
301.tiff,canine cutaneous mast cell tumor,0,76,4.179168701171875,0.8283669352531433,14841
301.tiff,canine cutaneous mast cell tumor,0,77,4.19708251953125,0.8320140838623047,14788
301.tiff,canine cutaneous mast cell tumor,0,78,4.197514533996582,0.8321020603179932,14935
301.tiff,canine cutaneous mast cell tumor,0,79,4.213689804077148,0.8353951573371887,14952
301.tiff,canine cutaneous mast cell tumor,0,80,4.231052398681641,0.838930070400238,15004
301.tiff,canine cutaneous mast cell tumor,0,81,4.26125431060791,0.8450788855552673,15013
301.tiff,canine cutaneous mast cell tumor,0,82,4.29549503326416,0.8520500063896179,14771
301.tiff,canine cutaneous mast cell tumor,0,83,4.2997260093688965,0.8529114127159119,14950
301.tiff,canine cutaneous mast cell tumor,0,84,4.321176528930664,0.8572785258293152,14981
301.tiff,canine cutaneous mast cell tumor,0,85,4.330820560455322,0.8592419624328613,14915
301.tiff,canine cutaneous mast cell tumor,0,86,4.332816123962402,0.8596482276916504,14983
301.tiff,canine cutaneous mast cell tumor,0,87,4.342600345611572,0.861640214920044,14880
301.tiff,canine cutaneous mast cell tumor,0,88,4.35597562789917,0.8643633127212524,14735
301.tiff,canine cutaneous mast cell tumor,0,89,4.420214653015137,0.8774417638778687,15022
301.tiff,canine cutaneous mast cell tumor,0,90,4.481113433837891,0.8898401856422424,14742
301.tiff,canine cutaneous mast cell tumor,0,91,4.553724765777588,0.9046232104301453,14964
301.tiff,canine cutaneous mast cell tumor,0,92,4.5688323974609375,0.9076989889144897,14968
301.tiff,canine cutaneous mast cell tumor,0,93,4.604851245880127,0.915032148361206,14786
301.tiff,canine cutaneous mast cell tumor,0,94,4.614598274230957,0.9170165657997131,14837
301.tiff,canine cutaneous mast cell tumor,0,95,4.615354061126709,0.9171704053878784,15001
301.tiff,canine cutaneous mast cell tumor,0,96,4.61974573135376,0.918064534664154,14963
301.tiff,canine cutaneous mast cell tumor,0,97,4.639786243438721,0.9221445322036743,14757
301.tiff,canine cutaneous mast cell tumor,0,98,4.656130313873291,0.92547208070755,14809
301.tiff,canine cutaneous mast cell tumor,0,99,4.665951251983643,0.9274715185165405,14734
301.tiff,canine cutaneous mast cell tumor,0,100,4.675643444061279,0.9294447302818298,14901
301.tiff,canine cutaneous mast cell tumor,0,101,4.713149547576904,0.9370806813240051,14808
301.tiff,canine cutaneous mast cell tumor,0,102,4.714587211608887,0.9373733997344971,14918
301.tiff,canine cutaneous mast cell tumor,0,103,4.753419399261475,0.9452793002128601,14810
301.tiff,canine cutaneous mast cell tumor,0,104,4.77138090133667,0.9489360451698303,14942
301.tiff,canine cutaneous mast cell tumor,0,105,4.808241367340088,0.9564405083656311,15003
301.tiff,canine cutaneous mast cell tumor,0,106,4.8115057945251465,0.9571051001548767,14856
301.tiff,canine cutaneous mast cell tumor,0,107,4.8187971115112305,0.9585895538330078,14902
301.tiff,canine cutaneous mast cell tumor,0,108,4.825888633728027,0.9600332975387573,14834
301.tiff,canine cutaneous mast cell tumor,0,109,4.83786678314209,0.9624719619750977,14958
301.tiff,canine cutaneous mast cell tumor,0,110,4.869051456451416,0.9688208699226379,15010
301.tiff,canine cutaneous mast cell tumor,0,111,4.921790599822998,0.9795581102371216,14876
301.tiff,canine cutaneous mast cell tumor,0,112,4.961867332458496,0.98771733045578,14932
301.tiff,canine cutaneous mast cell tumor,0,113,4.980185031890869,0.9914466738700867,14842
301.tiff,canine cutaneous mast cell tumor,0,114,5.086982727050781,1.0131897926330566,14904
301.tiff,canine cutaneous mast cell tumor,0,115,5.0980048179626465,1.0154337882995605,14806
301.tiff,canine cutaneous mast cell tumor,0,116,5.142374515533447,1.0244669914245605,14946
301.tiff,canine cutaneous mast cell tumor,0,117,5.1717095375061035,1.0304393768310547,14889
301.tiff,canine cutaneous mast cell tumor,0,118,5.181675910949707,1.0324684381484985,14998
301.tiff,canine cutaneous mast cell tumor,0,119,5.185997009277344,1.0333482027053833,14764
301.tiff,canine cutaneous mast cell tumor,0,120,5.190648078918457,1.0342950820922852,14743
301.tiff,canine cutaneous mast cell tumor,0,121,5.200461387634277,1.0362930297851562,14874
301.tiff,canine cutaneous mast cell tumor,0,122,5.22435188293457,1.0411568880081177,15007
301.tiff,canine cutaneous mast cell tumor,0,123,5.314571380615234,1.0595247745513916,14795
301.tiff,canine cutaneous mast cell tumor,0,124,5.318500518798828,1.0603246688842773,14770
301.tiff,canine cutaneous mast cell tumor,0,125,5.332208156585693,1.0631154775619507,15018
301.tiff,canine cutaneous mast cell tumor,0,126,5.337000846862793,1.0640912055969238,14759
301.tiff,canine cutaneous mast cell tumor,0,127,5.3647141456604,1.0697333812713623,14879
301.tiff,canine cutaneous mast cell tumor,0,128,5.416135787963867,1.080202341079712,14815
301.tiff,canine cutaneous mast cell tumor,0,129,5.4175615310668945,1.080492615699768,14898
301.tiff,canine cutaneous mast cell tumor,0,130,5.417651176452637,1.0805108547210693,14733
301.tiff,canine cutaneous mast cell tumor,0,131,5.449216365814209,1.0869373083114624,14798
301.tiff,canine cutaneous mast cell tumor,0,132,5.489217758178711,1.0950812101364136,14934
301.tiff,canine cutaneous mast cell tumor,0,133,5.51983642578125,1.101314902305603,14977
301.tiff,canine cutaneous mast cell tumor,0,134,5.538561820983887,1.105127215385437,14957
301.tiff,canine cutaneous mast cell tumor,0,135,5.599888801574707,1.1176128387451172,14826
301.tiff,canine cutaneous mast cell tumor,0,136,5.613219261169434,1.1203267574310303,14850
301.tiff,canine cutaneous mast cell tumor,0,137,5.63746976852417,1.1252639293670654,14816
301.tiff,canine cutaneous mast cell tumor,0,138,5.666340351104736,1.1311417818069458,14903
301.tiff,canine cutaneous mast cell tumor,0,139,5.6777849197387695,1.1334717273712158,14844
301.tiff,canine cutaneous mast cell tumor,0,140,5.714230060577393,1.140891671180725,14888
301.tiff,canine cutaneous mast cell tumor,0,141,5.714635848999023,1.1409742832183838,14912
301.tiff,canine cutaneous mast cell tumor,0,142,5.729248046875,1.1439491510391235,14962
301.tiff,canine cutaneous mast cell tumor,0,143,5.749495506286621,1.1480714082717896,14857
301.tiff,canine cutaneous mast cell tumor,0,144,5.763375282287598,1.1508971452713013,14975
301.tiff,canine cutaneous mast cell tumor,0,145,5.764707565307617,1.1511684656143188,14911
301.tiff,canine cutaneous mast cell tumor,0,146,5.842550277709961,1.1670165061950684,14731
301.tiff,canine cutaneous mast cell tumor,0,147,5.851304054260254,1.1687986850738525,14960
301.tiff,canine cutaneous mast cell tumor,0,148,5.868385314941406,1.172276258468628,14781
301.tiff,canine cutaneous mast cell tumor,0,149,5.870296955108643,1.1726654767990112,14766
301.tiff,canine cutaneous mast cell tumor,0,150,5.8933515548706055,1.1773592233657837,14751
301.tiff,canine cutaneous mast cell tumor,0,151,5.894761085510254,1.1776461601257324,14907
301.tiff,canine cutaneous mast cell tumor,0,152,5.905611991882324,1.1798553466796875,14985
301.tiff,canine cutaneous mast cell tumor,0,153,5.921145915985107,1.1830178499221802,14866
301.tiff,canine cutaneous mast cell tumor,0,154,5.956358432769775,1.190186858177185,14924
301.tiff,canine cutaneous mast cell tumor,0,155,6.002124309539795,1.1995043754577637,14726
301.tiff,canine cutaneous mast cell tumor,0,156,6.003815650939941,1.1998486518859863,14921
301.tiff,canine cutaneous mast cell tumor,0,157,6.048341751098633,1.208913803100586,14995
301.tiff,canine cutaneous mast cell tumor,0,158,6.062643051147461,1.2118253707885742,14979
301.tiff,canine cutaneous mast cell tumor,0,159,6.077319622039795,1.214813470840454,14796
301.tiff,canine cutaneous mast cell tumor,0,160,6.084022045135498,1.2161779403686523,14807
301.tiff,canine cutaneous mast cell tumor,0,161,6.101934432983398,1.2198247909545898,14772
301.tiff,canine cutaneous mast cell tumor,0,162,6.102147102355957,1.2198680639266968,14779
301.tiff,canine cutaneous mast cell tumor,0,163,6.128946781158447,1.225324273109436,14947
301.tiff,canine cutaneous mast cell tumor,0,164,6.139763832092285,1.2275265455245972,14982
301.tiff,canine cutaneous mast cell tumor,0,165,6.1836161613464355,1.2364544868469238,14750
301.tiff,canine cutaneous mast cell tumor,0,166,6.184438228607178,1.2366218566894531,14989
301.tiff,canine cutaneous mast cell tumor,0,167,6.210539817810059,1.2419358491897583,14839
301.tiff,canine cutaneous mast cell tumor,0,168,6.217214107513428,1.2432947158813477,14805
301.tiff,canine cutaneous mast cell tumor,0,169,6.269522666931152,1.2539442777633667,14730
301.tiff,canine cutaneous mast cell tumor,0,170,6.287576675415039,1.257619857788086,14881
301.tiff,canine cutaneous mast cell tumor,0,171,6.302188396453857,1.2605947256088257,14961
301.tiff,canine cutaneous mast cell tumor,0,172,6.326330184936523,1.2655097246170044,14917
301.tiff,canine cutaneous mast cell tumor,0,173,6.3487324714660645,1.2700706720352173,14785
301.tiff,canine cutaneous mast cell tumor,0,174,6.35988187789917,1.2723405361175537,15034
301.tiff,canine cutaneous mast cell tumor,0,175,6.376861095428467,1.2757973670959473,14933
301.tiff,canine cutaneous mast cell tumor,0,176,6.388605117797852,1.2781883478164673,14852
301.tiff,canine cutaneous mast cell tumor,0,177,6.429732799530029,1.2865616083145142,15014
301.tiff,canine cutaneous mast cell tumor,0,178,6.4302144050598145,1.286659598350525,15011
301.tiff,canine cutaneous mast cell tumor,0,179,6.432814121246338,1.2871888875961304,14858
301.tiff,canine cutaneous mast cell tumor,0,180,6.438286304473877,1.288303017616272,14945
301.tiff,canine cutaneous mast cell tumor,0,181,6.444377899169922,1.2895431518554688,14972
301.tiff,canine cutaneous mast cell tumor,0,182,6.4665937423706055,1.2940661907196045,14956
301.tiff,canine cutaneous mast cell tumor,0,183,6.49099588394165,1.2990342378616333,14980
301.tiff,canine cutaneous mast cell tumor,0,184,6.5092668533325195,1.3027540445327759,14897
301.tiff,canine cutaneous mast cell tumor,0,185,6.512244701385498,1.3033602237701416,15051
301.tiff,canine cutaneous mast cell tumor,0,186,6.512831211090088,1.3034796714782715,15008
301.tiff,canine cutaneous mast cell tumor,0,187,6.51872444152832,1.3046795129776,14890
301.tiff,canine cutaneous mast cell tumor,0,188,6.523717403411865,1.3056960105895996,14825
301.tiff,canine cutaneous mast cell tumor,0,189,6.526707172393799,1.306304693222046,14937
301.tiff,canine cutaneous mast cell tumor,0,190,6.540359020233154,1.3090840578079224,14755
301.tiff,canine cutaneous mast cell tumor,0,191,6.546313762664795,1.3102964162826538,14905
301.tiff,canine cutaneous mast cell tumor,0,192,6.594662189483643,1.320139765739441,15000
301.tiff,canine cutaneous mast cell tumor,0,193,6.633925914764404,1.328133463859558,14891
301.tiff,canine cutaneous mast cell tumor,0,194,6.666301727294922,1.3347249031066895,14910
301.tiff,canine cutaneous mast cell tumor,0,195,6.667002201080322,1.3348674774169922,14831
301.tiff,canine cutaneous mast cell tumor,0,196,6.709960460662842,1.3436133861541748,14752
301.tiff,canine cutaneous mast cell tumor,0,197,6.713628768920898,1.3443602323532104,14938
301.tiff,canine cutaneous mast cell tumor,0,198,6.7460808753967285,1.3509671688079834,14999
301.tiff,canine cutaneous mast cell tumor,0,199,6.795620441436768,1.3610529899597168,14976
301.tiff,canine cutaneous mast cell tumor,0,200,6.822744369506836,1.3665752410888672,14773
301.tiff,canine cutaneous mast cell tumor,0,201,6.850968360900879,1.372321367263794,14988
301.tiff,canine cutaneous mast cell tumor,0,202,6.852527618408203,1.3726388216018677,14923
301.tiff,canine cutaneous mast cell tumor,0,203,6.920267581939697,1.386430025100708,14833
301.tiff,canine cutaneous mast cell tumor,0,204,6.9206647872924805,1.386510968208313,14817
301.tiff,canine cutaneous mast cell tumor,0,205,6.987240314483643,1.4000650644302368,14737
301.tiff,canine cutaneous mast cell tumor,0,206,7.020793437957764,1.4068962335586548,14849
301.tiff,canine cutaneous mast cell tumor,0,207,7.062038421630859,1.4152933359146118,14955
301.tiff,canine cutaneous mast cell tumor,0,208,7.077818393707275,1.4185060262680054,15017
301.tiff,canine cutaneous mast cell tumor,0,209,7.087496280670166,1.4204763174057007,14784
301.tiff,canine cutaneous mast cell tumor,0,210,7.111626148223877,1.4253889322280884,14867
301.tiff,canine cutaneous mast cell tumor,0,211,7.202938079833984,1.443979263305664,14762
301.tiff,canine cutaneous mast cell tumor,0,212,7.320730209350586,1.4679605960845947,14813
301.tiff,canine cutaneous mast cell tumor,0,213,7.457997798919678,1.4959070682525635,14878
301.tiff,canine cutaneous mast cell tumor,0,214,7.531875133514404,1.510947823524475,14814
301.tiff,canine cutaneous mast cell tumor,0,215,7.721015453338623,1.549455165863037,14997
301.tiff,canine cutaneous mast cell tumor,0,216,8.097527503967285,1.6261096000671387,14824
301.tiff,canine cutaneous mast cell tumor,1,0,2.1027019023895264,0.7841841578483582,14940
301.tiff,canine cutaneous mast cell tumor,1,1,2.210550546646118,0.8252808451652527,14741
301.tiff,canine cutaneous mast cell tumor,1,2,2.2612671852111816,0.844606876373291,14765
301.tiff,canine cutaneous mast cell tumor,1,3,2.3574931621551514,0.8812746405601501,15012
301.tiff,canine cutaneous mast cell tumor,1,4,2.4125866889953613,0.9022684693336487,14969
301.tiff,canine cutaneous mast cell tumor,1,5,2.491612195968628,0.9323818683624268,14727
301.tiff,canine cutaneous mast cell tumor,1,6,2.628441333770752,0.984521746635437,14754
301.tiff,canine cutaneous mast cell tumor,1,7,2.6503686904907227,0.9928774237632751,15003
301.tiff,canine cutaneous mast cell tumor,1,8,2.852602481842041,1.0699403285980225,14916
301.tiff,canine cutaneous mast cell tumor,1,9,2.973299026489258,1.115932822227478,14768
301.tiff,canine cutaneous mast cell tumor,1,10,3.0642502307891846,1.1505905389785767,14843
301.tiff,canine cutaneous mast cell tumor,1,11,3.088918685913086,1.159990668296814,14974
301.tiff,canine cutaneous mast cell tumor,1,12,3.118427276611328,1.171235203742981,14978
301.tiff,canine cutaneous mast cell tumor,1,13,3.200876474380493,1.202653169631958,14803
301.tiff,canine cutaneous mast cell tumor,1,14,3.244664430618286,1.2193390130996704,14776
301.tiff,canine cutaneous mast cell tumor,1,15,3.253535032272339,1.2227191925048828,14948
301.tiff,canine cutaneous mast cell tumor,1,16,3.2550809383392334,1.2233083248138428,14930
301.tiff,canine cutaneous mast cell tumor,1,17,3.3026294708251953,1.2414270639419556,14968
301.tiff,canine cutaneous mast cell tumor,1,18,3.322410821914673,1.2489649057388306,15016
301.tiff,canine cutaneous mast cell tumor,1,19,3.3295154571533203,1.2516722679138184,14748
301.tiff,canine cutaneous mast cell tumor,1,20,3.3381383419036865,1.2549580335617065,14946
301.tiff,canine cutaneous mast cell tumor,1,21,3.36881160736084,1.266646385192871,14797
301.tiff,canine cutaneous mast cell tumor,1,22,3.3737809658050537,1.2685400247573853,14763
301.tiff,canine cutaneous mast cell tumor,1,23,3.3839426040649414,1.2724121809005737,14735
301.tiff,canine cutaneous mast cell tumor,1,24,3.3938815593719482,1.276199460029602,14815
301.tiff,canine cutaneous mast cell tumor,1,25,3.423989772796631,1.287672519683838,14744
301.tiff,canine cutaneous mast cell tumor,1,26,3.4609909057617188,1.301772117614746,14915
301.tiff,canine cutaneous mast cell tumor,1,27,3.499364137649536,1.316394567489624,15004
301.tiff,canine cutaneous mast cell tumor,1,28,3.519036293029785,1.3238908052444458,14958
301.tiff,canine cutaneous mast cell tumor,1,29,3.5458829402923584,1.3341209888458252,14983
301.tiff,canine cutaneous mast cell tumor,1,30,3.5594241619110107,1.3392809629440308,14863
301.tiff,canine cutaneous mast cell tumor,1,31,3.563143491744995,1.3406982421875,14906
301.tiff,canine cutaneous mast cell tumor,1,32,3.5757339000701904,1.3454959392547607,14920
301.tiff,canine cutaneous mast cell tumor,1,33,3.580812931060791,1.3474313020706177,14868
301.tiff,canine cutaneous mast cell tumor,1,34,3.6740522384643555,1.3829610347747803,15010
301.tiff,canine cutaneous mast cell tumor,1,35,3.6763007640838623,1.3838177919387817,14884
301.tiff,canine cutaneous mast cell tumor,1,36,3.7086660861968994,1.3961509466171265,15026
301.tiff,canine cutaneous mast cell tumor,1,37,3.7261903285980225,1.4028286933898926,14824
301.tiff,canine cutaneous mast cell tumor,1,38,3.726726770401001,1.4030331373214722,14729
301.tiff,canine cutaneous mast cell tumor,1,39,3.7536141872406006,1.4132788181304932,14882
301.tiff,canine cutaneous mast cell tumor,1,40,3.768202066421509,1.4188376665115356,14902
301.tiff,canine cutaneous mast cell tumor,1,41,3.7824244499206543,1.4242571592330933,14777
301.tiff,canine cutaneous mast cell tumor,1,42,3.797131061553955,1.429861307144165,15027
301.tiff,canine cutaneous mast cell tumor,1,43,3.8000330924987793,1.430967092514038,14873
301.tiff,canine cutaneous mast cell tumor,1,44,3.8181753158569336,1.4378803968429565,14853
301.tiff,canine cutaneous mast cell tumor,1,45,3.823849678039551,1.4400426149368286,14755
301.tiff,canine cutaneous mast cell tumor,1,46,3.8760054111480713,1.4599170684814453,14878
301.tiff,canine cutaneous mast cell tumor,1,47,3.883863687515259,1.4629114866256714,14829
301.tiff,canine cutaneous mast cell tumor,1,48,3.9294180870056152,1.4802703857421875,14952
301.tiff,canine cutaneous mast cell tumor,1,49,3.938896417617798,1.483882188796997,14733
301.tiff,canine cutaneous mast cell tumor,1,50,3.9476675987243652,1.4872245788574219,14761
301.tiff,canine cutaneous mast cell tumor,1,51,3.9597887992858887,1.4918434619903564,14939
301.tiff,canine cutaneous mast cell tumor,1,52,3.9690475463867188,1.4953715801239014,15017
301.tiff,canine cutaneous mast cell tumor,1,53,3.9946019649505615,1.5051093101501465,15013
301.tiff,canine cutaneous mast cell tumor,1,54,4.000164031982422,1.5072288513183594,14812
301.tiff,canine cutaneous mast cell tumor,1,55,4.0238566398620605,1.5162570476531982,14788
301.tiff,canine cutaneous mast cell tumor,1,56,4.044198989868164,1.5240087509155273,14842
301.tiff,canine cutaneous mast cell tumor,1,57,4.047387599945068,1.525223731994629,14935
301.tiff,canine cutaneous mast cell tumor,1,58,4.0719451904296875,1.5345816612243652,15022
301.tiff,canine cutaneous mast cell tumor,1,59,4.115427494049072,1.551150918006897,14782
301.tiff,canine cutaneous mast cell tumor,1,60,4.160188674926758,1.5682076215744019,14998
301.tiff,canine cutaneous mast cell tumor,1,61,4.164665699005127,1.5699135065078735,15036
301.tiff,canine cutaneous mast cell tumor,1,62,4.170016765594482,1.5719527006149292,14977
301.tiff,canine cutaneous mast cell tumor,1,63,4.198521137237549,1.5828144550323486,14880
301.tiff,canine cutaneous mast cell tumor,1,64,4.200906753540039,1.583723545074463,14859
301.tiff,canine cutaneous mast cell tumor,1,65,4.210910797119141,1.5875357389450073,14942
301.tiff,canine cutaneous mast cell tumor,1,66,4.2236714363098145,1.5923982858657837,14956
301.tiff,canine cutaneous mast cell tumor,1,67,4.254986763000488,1.604331135749817,14734
301.tiff,canine cutaneous mast cell tumor,1,68,4.309426784515381,1.6250760555267334,14964
301.tiff,canine cutaneous mast cell tumor,1,69,4.311100959777832,1.6257140636444092,14962
301.tiff,canine cutaneous mast cell tumor,1,70,4.315225124359131,1.6272855997085571,14786
301.tiff,canine cutaneous mast cell tumor,1,71,4.340093612670898,1.636762022972107,14997
301.tiff,canine cutaneous mast cell tumor,1,72,4.340560436248779,1.6369397640228271,14893
301.tiff,canine cutaneous mast cell tumor,1,73,4.3478007316589355,1.63969886302948,14749
301.tiff,canine cutaneous mast cell tumor,1,74,4.359720706939697,1.6442410945892334,14938
301.tiff,canine cutaneous mast cell tumor,1,75,4.378716468811035,1.6514796018600464,14903
301.tiff,canine cutaneous mast cell tumor,1,76,4.401739120483398,1.6602524518966675,15032
301.tiff,canine cutaneous mast cell tumor,1,77,4.410176753997803,1.6634676456451416,14918
301.tiff,canine cutaneous mast cell tumor,1,78,4.433964729309082,1.6725324392318726,14949
301.tiff,canine cutaneous mast cell tumor,1,79,4.475361347198486,1.6883068084716797,14764
301.tiff,canine cutaneous mast cell tumor,1,80,4.527430057525635,1.7081481218338013,14778
301.tiff,canine cutaneous mast cell tumor,1,81,4.532113552093506,1.709932804107666,14897
301.tiff,canine cutaneous mast cell tumor,1,82,4.570864200592041,1.7246991395950317,14766
301.tiff,canine cutaneous mast cell tumor,1,83,4.628485679626465,1.7466562986373901,14981
301.tiff,canine cutaneous mast cell tumor,1,84,4.630345344543457,1.7473649978637695,14888
301.tiff,canine cutaneous mast cell tumor,1,85,4.631775379180908,1.7479099035263062,14857
301.tiff,canine cutaneous mast cell tumor,1,86,4.637552738189697,1.7501113414764404,14731
301.tiff,canine cutaneous mast cell tumor,1,87,4.645203590393066,1.7530267238616943,14901
301.tiff,canine cutaneous mast cell tumor,1,88,4.663601875305176,1.7600375413894653,14837
301.tiff,canine cutaneous mast cell tumor,1,89,4.66687536239624,1.7612850666046143,14921
301.tiff,canine cutaneous mast cell tumor,1,90,4.691105842590332,1.7705183029174805,14988
