cx,cy,score,od,file_name,condition,rank
4347.0,941.0,3.9172840118408203,0.12297499188436911,013.tiff,default_51,76
4817.0,4675.0,4.0308637619018555,0.12182725037519748,013.tiff,default_51,77
882.0,5002.0,4.531485080718994,0.12092889149028521,013.tiff,default_51,78
3088.0,4850.0,3.9824764728546143,0.12091052921918723,013.tiff,default_51,79
6206.0,5212.0,4.199737071990967,0.1181916121680003,013.tiff,default_51,80
3899.0,1368.0,3.997511148452759,0.11751759992196009,013.tiff,default_51,81
1377.0,3440.0,4.452081680297852,0.11705378689444983,013.tiff,default_51,82
225.0,2432.0,4.1063642501831055,0.11556455000088765,013.tiff,default_51,83
2463.0,4453.0,4.070825099945068,0.11555768976417871,013.tiff,default_51,84
4628.0,1292.0,4.275229454040527,0.11554047021155174,013.tiff,default_51,85
6401.0,841.0,3.98445200920105,0.115419436360781,013.tiff,default_51,86
2468.0,3966.0,3.975243091583252,0.11510694270523694,013.tiff,default_51,87
2299.0,3750.0,3.9609103202819824,0.11472648124282177,013.tiff,default_51,88
4360.0,1077.0,3.944493055343628,0.11442411868618085,013.tiff,default_51,89
7114.0,933.0,4.140682697296143,0.11207417516181102,013.tiff,default_51,90
941.0,3584.0,4.005339622497559,0.11191250988497184,013.tiff,default_51,91
241.0,68.0,4.0603814125061035,0.10871719620548762,013.tiff,default_51,92
3450.0,3869.0,4.214148998260498,0.10841538052146252,013.tiff,default_51,93
4862.0,4217.0,4.167017936706543,0.10797419725702359,013.tiff,default_51,94
129.0,2224.0,4.515273094177246,0.10652301810108698,013.tiff,default_51,95
948.0,3139.0,4.015527248382568,0.10479371544833367,013.tiff,default_51,96
3748.0,3116.0,4.005560398101807,0.10454052841434112,013.tiff,default_51,97
3811.0,664.0,4.062252998352051,0.10378591254926645,013.tiff,default_51,98
3119.0,1379.0,3.4248690605163574,0.22648033304856374,013.tiff,gray_bbox,0
5010.0,4566.0,4.096166133880615,0.21892689970823434,013.tiff,gray_bbox,1
459.0,4106.0,3.787034273147583,0.21609085311110204,013.tiff,gray_bbox,2
3728.0,5365.0,3.012502908706665,0.203227305240356,013.tiff,gray_bbox,3
2535.0,154.0,2.919252634048462,0.1941522896862947,013.tiff,gray_bbox,4
5264.0,3972.0,2.3568546772003174,0.193241276878577,013.tiff,gray_bbox,5
168.0,664.0,2.2864997386932373,0.18852398063127812,013.tiff,gray_bbox,6
7032.0,4601.0,2.4393136501312256,0.1882115266357477,013.tiff,gray_bbox,7
5246.0,1970.0,3.579411029815674,0.18448782144830778,013.tiff,gray_bbox,8
5572.0,5241.0,2.7441134452819824,0.18144857201438683,013.tiff,gray_bbox,9
6667.0,4960.0,2.3107757568359375,0.1812552142315186,013.tiff,gray_bbox,10
4901.0,4449.0,2.566697120666504,0.17153653359183899,013.tiff,gray_bbox,11
5325.0,2230.0,2.584611654281616,0.16946127173992304,013.tiff,gray_bbox,12
6809.0,4130.0,2.1959633827209473,0.16887171514905416,013.tiff,gray_bbox,13
6599.0,4847.0,2.1847403049468994,0.1664013663163552,013.tiff,gray_bbox,14
6371.0,2361.0,2.5623679161071777,0.16588782324240758,013.tiff,gray_bbox,15
4628.0,2660.0,2.8600263595581055,0.16452290043234824,013.tiff,gray_bbox,16
5964.0,4910.0,2.8952157497406006,0.16200725986407352,013.tiff,gray_bbox,17
6750.0,4210.0,2.6754813194274902,0.15846531448455958,013.tiff,gray_bbox,18
6005.0,4499.0,2.50864315032959,0.15845306942669246,013.tiff,gray_bbox,19
6009.0,4869.0,2.559577465057373,0.15758708256941575,013.tiff,gray_bbox,20
1884.0,4759.0,2.228728771209717,0.15712501985522417,013.tiff,gray_bbox,21
2604.0,3908.0,2.6986708641052246,0.15711603588782824,013.tiff,gray_bbox,22
6687.0,5393.0,3.1450719833374023,0.1570819988846779,013.tiff,gray_bbox,23
3999.0,2382.0,2.5442728996276855,0.15700918722611207,013.tiff,gray_bbox,24
6823.0,3775.0,2.2236196994781494,0.1557410624737923,013.tiff,gray_bbox,25
3583.0,4643.0,2.8232386112213135,0.1555982805788517,013.tiff,gray_bbox,26
3071.0,4942.0,2.7911479473114014,0.15530095633405905,013.tiff,gray_bbox,27
1516.0,433.0,2.145167112350464,0.15526653390664322,013.tiff,gray_bbox,28
6254.0,4993.0,2.295600414276123,0.1530571327186548,013.tiff,gray_bbox,29
311.0,4186.0,2.54412579536438,0.15186794010492471,013.tiff,gray_bbox,30
6239.0,4233.0,2.2008750438690186,0.14944230604630251,013.tiff,gray_bbox,31
1071.0,4364.0,2.2996363639831543,0.14867124998798736,013.tiff,gray_bbox,32
6935.0,4130.0,2.9786505699157715,0.14680704732353872,013.tiff,gray_bbox,33
5836.0,4965.0,2.173412561416626,0.1457527311375508,013.tiff,gray_bbox,34
6648.0,3985.0,2.306663751602173,0.14561526431487157,013.tiff,gray_bbox,35
744.0,4633.0,2.4707231521606445,0.14377031309100297,013.tiff,gray_bbox,36
447.0,5388.0,2.6047000885009766,0.14345232173800468,013.tiff,gray_bbox,37
3037.0,4800.0,2.462069034576416,0.14219030199142602,013.tiff,gray_bbox,38
4960.0,4982.0,2.386312484741211,0.1418694824553453,013.tiff,gray_bbox,39
3769.0,5173.0,2.8075075149536133,0.14159756199671672,013.tiff,gray_bbox,40
2019.0,3859.0,2.707883596420288,0.1410615544479627,013.tiff,gray_bbox,41
4927.0,4612.0,2.451752185821533,0.14082111143148862,013.tiff,gray_bbox,42
5282.0,4258.0,2.4756312370300293,0.14067041945572084,013.tiff,gray_bbox,43
5722.0,4055.0,2.407371759414673,0.14061460073750753,013.tiff,gray_bbox,44
3650.0,4886.0,2.4237539768218994,0.1401813908838309,013.tiff,gray_bbox,45
2374.0,4240.0,2.1522767543792725,0.13970143749163702,013.tiff,gray_bbox,46
390.0,3880.0,2.4982471466064453,0.13918929976912645,013.tiff,gray_bbox,47
2958.0,549.0,2.1361191272735596,0.1384008756910379,013.tiff,gray_bbox,48
913.0,5282.0,2.142498016357422,0.1381373529537366,013.tiff,gray_bbox,49
414.0,704.0,2.7483348846435547,0.13789628388789985,013.tiff,gray_bbox,50
6949.0,3683.0,2.1939191818237305,0.13739100439617266,013.tiff,gray_bbox,51
5770.0,4065.0,2.18389630317688,0.13698922103414168,013.tiff,gray_bbox,52
6197.0,5155.0,2.201784133911133,0.1360073804282225,013.tiff,gray_bbox,53
6912.0,356.0,2.1608643531799316,0.13494440340078795,013.tiff,gray_bbox,54
5745.0,3043.0,2.3688533306121826,0.1334845570417551,013.tiff,gray_bbox,55
3122.0,4819.0,2.666715383529663,0.1330146232763162,013.tiff,gray_bbox,56
4411.0,4332.0,2.2404990196228027,0.13275583770412666,013.tiff,gray_bbox,57
2062.0,4961.0,2.5168821811676025,0.13182985180845627,013.tiff,gray_bbox,58
6382.0,3729.0,2.5020546913146973,0.1314971915517862,013.tiff,gray_bbox,59
1456.0,3596.0,2.6360528469085693,0.1310473114538651,013.tiff,gray_bbox,60
1430.0,4098.0,2.3493807315826416,0.1289565066878612,013.tiff,gray_bbox,61
5173.0,5117.0,2.239832878112793,0.12873970404840432,013.tiff,gray_bbox,62
6937.0,4458.0,2.1692047119140625,0.1285740670389854,013.tiff,gray_bbox,63
2846.0,3888.0,2.683171510696411,0.1285130795951073,013.tiff,gray_bbox,64
1880.0,1087.0,2.50498104095459,0.1275535041036514,013.tiff,gray_bbox,65
3030.0,469.0,2.4578969478607178,0.12650921714420502,013.tiff,gray_bbox,66
3131.0,3372.0,2.331021785736084,0.12633917016478685,013.tiff,gray_bbox,67
1174.0,4818.0,2.393991708755493,0.12611892226223761,013.tiff,gray_bbox,68
2011.0,4122.0,2.3629086017608643,0.1259939539891023,013.tiff,gray_bbox,69
7180.0,4586.0,2.162630319595337,0.12596413837029383,013.tiff,gray_bbox,70
5282.0,4816.0,2.7232511043548584,0.12586387367202687,013.tiff,gray_bbox,71
6565.0,4141.0,2.6051454544067383,0.12580996413643544,013.tiff,gray_bbox,72
5951.0,4870.0,2.1350951194763184,0.12476604328705715,013.tiff,gray_bbox,73
694.0,5325.0,2.5727767944335938,0.12447218900689712,013.tiff,gray_bbox,74
4814.0,4169.0,2.4867327213287354,0.12330852007636657,013.tiff,gray_bbox,75
884.0,5002.0,2.4178872108459473,0.12092889149028521,013.tiff,gray_bbox,76
4819.0,4674.0,2.497917413711548,0.1205304222038159,013.tiff,gray_bbox,77
3814.0,4674.0,2.213068723678589,0.11959053816703649,013.tiff,gray_bbox,78
3212.0,4768.0,2.203871011734009,0.11951904414364925,013.tiff,gray_bbox,79
1382.0,3436.0,2.162571668624878,0.11705378689444983,013.tiff,gray_bbox,80
7141.0,2874.0,2.206768035888672,0.11687892583700327,013.tiff,gray_bbox,81
2385.0,4825.0,2.176377773284912,0.11575432892602223,013.tiff,gray_bbox,82
2465.0,4451.0,2.192786455154419,0.11555768976417871,013.tiff,gray_bbox,83
4630.0,1292.0,2.21003794670105,0.11554047021155174,013.tiff,gray_bbox,84
6403.0,839.0,2.420355796813965,0.115419436360781,013.tiff,gray_bbox,85
4364.0,1076.0,2.1757092475891113,0.1150014562962147,013.tiff,gray_bbox,86
7116.0,933.0,2.249992609024048,0.11207417516181102,013.tiff,gray_bbox,87
943.0,3583.0,2.4043571949005127,0.11191250988497184,013.tiff,gray_bbox,88
6060.0,5277.0,2.153104066848755,0.11136413755325171,013.tiff,gray_bbox,89
243.0,66.0,2.452911376953125,0.10871719620548762,013.tiff,gray_bbox,90
3454.0,3868.0,2.463693857192993,0.10841538052146252,013.tiff,gray_bbox,91
4170.0,3570.0,2.1507229804992676,0.1080329542263196,013.tiff,gray_bbox,92
4864.0,4216.0,2.2235724925994873,0.10797419725702359,013.tiff,gray_bbox,93
131.0,2223.0,2.3259506225585938,0.10652301810108698,013.tiff,gray_bbox,94
3480.0,73.0,2.1697640419006348,0.10515968894156126,013.tiff,gray_bbox,95
3843.0,5343.0,2.1405282020568848,0.10455294718536047,013.tiff,gray_bbox,96
3118.0,1379.0,3.395249605178833,0.22648033304856374,013.tiff,hem_bbox,0
5009.0,4566.0,4.1063737869262695,0.21892689970823434,013.tiff,hem_bbox,1
458.0,4106.0,3.777503490447998,0.21609085311110204,013.tiff,hem_bbox,2
3733.0,5358.0,3.0269529819488525,0.203227305240356,013.tiff,hem_bbox,3
2534.0,154.0,2.932731866836548,0.1941522896862947,013.tiff,hem_bbox,4
5262.0,3972.0,2.3443541526794434,0.193241276878577,013.tiff,hem_bbox,5
7031.0,4601.0,2.463979959487915,0.1882115266357477,013.tiff,hem_bbox,6
5245.0,1970.0,3.44695782661438,0.18448782144830778,013.tiff,hem_bbox,7
5571.0,5241.0,2.6652870178222656,0.18144857201438683,013.tiff,hem_bbox,8
6666.0,4960.0,2.305087089538574,0.1812552142315186,013.tiff,hem_bbox,9
4898.0,4448.0,2.516639232635498,0.1715190067887306,013.tiff,hem_bbox,10
5324.0,2230.0,2.5861167907714844,0.16946127173992304,013.tiff,hem_bbox,11
6807.0,4129.0,2.1777796745300293,0.16887171514905416,013.tiff,hem_bbox,12
6598.0,4847.0,2.1820743083953857,0.1664013663163552,013.tiff,hem_bbox,13
6370.0,2360.0,2.632450580596924,0.16588782324240758,013.tiff,hem_bbox,14
6036.0,727.0,2.1681864261627197,0.1657304758635851,013.tiff,hem_bbox,15
4627.0,2660.0,2.9165098667144775,0.16452290043234824,013.tiff,hem_bbox,16
5963.0,4910.0,2.909942150115967,0.16200725986407352,013.tiff,hem_bbox,17
6749.0,4210.0,2.659149169921875,0.15846531448455958,013.tiff,hem_bbox,18
6004.0,4499.0,2.48852801322937,0.15845306942669246,013.tiff,hem_bbox,19
6008.0,4869.0,2.5391030311584473,0.15758708256941575,013.tiff,hem_bbox,20
6686.0,5393.0,2.9170310497283936,0.15712958367971275,013.tiff,hem_bbox,21
1882.0,4759.0,2.216836452484131,0.15712501985522417,013.tiff,hem_bbox,22
2603.0,3908.0,2.7037289142608643,0.15711603588782824,013.tiff,hem_bbox,23
3999.0,2382.0,2.549466848373413,0.15700918722611207,013.tiff,hem_bbox,24
6821.0,3775.0,2.1478474140167236,0.1557410624737923,013.tiff,hem_bbox,25
3071.0,4942.0,2.778675079345703,0.15530095633405905,013.tiff,hem_bbox,26
1515.0,433.0,2.148033380508423,0.15526653390664322,013.tiff,hem_bbox,27
3582.0,4642.0,2.791956901550293,0.15486754373862194,013.tiff,hem_bbox,28
6252.0,4993.0,2.144606590270996,0.1530571327186548,013.tiff,hem_bbox,29
310.0,4186.0,2.5544095039367676,0.15186794010492471,013.tiff,hem_bbox,30
6238.0,4233.0,2.1954081058502197,0.14944230604630251,013.tiff,hem_bbox,31
1070.0,4364.0,2.2951712608337402,0.14867124998798736,013.tiff,hem_bbox,32
4106.0,3080.0,2.1078994274139404,0.14771927715494082,013.tiff,hem_bbox,33
6934.0,4130.0,2.948498487472534,0.14680704732353872,013.tiff,hem_bbox,34
6647.0,3985.0,2.303500175476074,0.14561526431487157,013.tiff,hem_bbox,35
743.0,4633.0,2.31820011138916,0.14389082348117463,013.tiff,hem_bbox,36
446.0,5388.0,2.5980441570281982,0.14345232173800468,013.tiff,hem_bbox,37
3035.0,4800.0,2.5161261558532715,0.14219030199142602,013.tiff,hem_bbox,38
4959.0,4982.0,2.3481626510620117,0.1418694824553453,013.tiff,hem_bbox,39
3768.0,5173.0,2.8794920444488525,0.14159756199671672,013.tiff,hem_bbox,40
2018.0,3859.0,2.6883230209350586,0.1408978486003784,013.tiff,hem_bbox,41
4926.0,4612.0,2.4594812393188477,0.14082111143148862,013.tiff,hem_bbox,42
5280.0,4258.0,2.4349329471588135,0.14067041945572084,013.tiff,hem_bbox,43
5721.0,4055.0,2.4246907234191895,0.14061460073750753,013.tiff,hem_bbox,44
3649.0,4886.0,2.3906896114349365,0.1401813908838309,013.tiff,hem_bbox,45
2373.0,4240.0,2.1570329666137695,0.13970143749163702,013.tiff,hem_bbox,46
388.0,3880.0,2.4822237491607666,0.13918929976912645,013.tiff,hem_bbox,47
2431.0,4279.0,2.1323769092559814,0.13890822982558837,013.tiff,hem_bbox,48
2955.0,549.0,2.1133971214294434,0.1384008756910379,013.tiff,hem_bbox,49
911.0,5282.0,2.1070163249969482,0.1381373529537366,013.tiff,hem_bbox,50
413.0,704.0,2.7471203804016113,0.13789628388789985,013.tiff,hem_bbox,51
956.0,289.0,2.1297056674957275,0.13785916629892128,013.tiff,hem_bbox,52
6948.0,3683.0,2.185218095779419,0.13739100439617266,013.tiff,hem_bbox,53
5769.0,4065.0,2.145848035812378,0.13705653101205825,013.tiff,hem_bbox,54
6196.0,5155.0,2.1524858474731445,0.1360073804282225,013.tiff,hem_bbox,55
6911.0,356.0,2.1219382286071777,0.13494440340078795,013.tiff,hem_bbox,56
4240.0,575.0,2.140202045440674,0.1343663829163863,013.tiff,hem_bbox,57
5743.0,3043.0,2.3630659580230713,0.1334845570417551,013.tiff,hem_bbox,58
2536.0,4465.0,2.1566848754882812,0.1330900455896671,013.tiff,hem_bbox,59
3121.0,4819.0,2.5642900466918945,0.1330146232763162,013.tiff,hem_bbox,60
4410.0,4332.0,2.142929792404175,0.13275583770412666,013.tiff,hem_bbox,61
2061.0,4961.0,2.4617996215820312,0.13182985180845627,013.tiff,hem_bbox,62
6381.0,3729.0,2.3786137104034424,0.1314971915517862,013.tiff,hem_bbox,63
1455.0,3596.0,2.4987564086914062,0.13109634461311193,013.tiff,hem_bbox,64
1429.0,4098.0,2.336045026779175,0.1289565066878612,013.tiff,hem_bbox,65
5172.0,5117.0,2.212204933166504,0.12873970404840432,013.tiff,hem_bbox,66
6936.0,4458.0,2.1532013416290283,0.1285740670389854,013.tiff,hem_bbox,67
2845.0,3888.0,2.59065842628479,0.1285130795951073,013.tiff,hem_bbox,68
1879.0,1087.0,2.448984146118164,0.1275535041036514,013.tiff,hem_bbox,69
3029.0,469.0,2.4421558380126953,0.12650921714420502,013.tiff,hem_bbox,70
3130.0,3372.0,2.248493194580078,0.1263440874333565,013.tiff,hem_bbox,71
1173.0,4818.0,2.3672547340393066,0.12611892226223761,013.tiff,hem_bbox,72
2010.0,4122.0,2.3581702709198,0.1259939539891023,013.tiff,hem_bbox,73
5281.0,4816.0,2.6426360607147217,0.12586387367202687,013.tiff,hem_bbox,74
7179.0,4586.0,2.21281099319458,0.12579368292712248,013.tiff,hem_bbox,75
6564.0,4141.0,2.643209218978882,0.12553634540392802,013.tiff,hem_bbox,76
5950.0,4870.0,2.168086051940918,0.12476604328705715,013.tiff,hem_bbox,77
692.0,5326.0,2.540558099746704,0.12447218900689712,013.tiff,hem_bbox,78
4813.0,4169.0,2.587460517883301,0.12330852007636657,013.tiff,hem_bbox,79
5441.0,3888.0,2.1654980182647705,0.12277542868485818,013.tiff,hem_bbox,80
3089.0,4848.0,2.12506365776062,0.12191468316775102,013.tiff,hem_bbox,81
883.0,5002.0,2.359666347503662,0.12092889149028521,013.tiff,hem_bbox,82
4818.0,4674.0,2.4775850772857666,0.12081871075698962,013.tiff,hem_bbox,83
1053.0,4979.0,2.152723789215088,0.12027803344222215,013.tiff,hem_bbox,84
3813.0,4674.0,2.1689114570617676,0.11959053816703649,013.tiff,hem_bbox,85
2384.0,4825.0,2.1110682487487793,0.11634839518138995,013.tiff,hem_bbox,86
2464.0,4451.0,2.229611396789551,0.11555768976417871,013.tiff,hem_bbox,87
4629.0,1292.0,2.1926350593566895,0.11554047021155174,013.tiff,hem_bbox,88
6402.0,839.0,2.4406790733337402,0.115419436360781,013.tiff,hem_bbox,89
7115.0,933.0,2.232009172439575,0.11207417516181102,013.tiff,hem_bbox,90
942.0,3583.0,2.3333775997161865,0.11191250988497184,013.tiff,hem_bbox,91
242.0,66.0,2.4263339042663574,0.10871719620548762,013.tiff,hem_bbox,92
3453.0,3868.0,2.3999979496002197,0.10841538052146252,013.tiff,hem_bbox,93
4169.0,3570.0,2.1818182468414307,0.1080329542263196,013.tiff,hem_bbox,94
4863.0,4216.0,2.232862710952759,0.10797419725702359,013.tiff,hem_bbox,95
130.0,2223.0,2.324742317199707,0.10652301810108698,013.tiff,hem_bbox,96
3842.0,5343.0,2.108466863632202,0.10455294718536047,013.tiff,hem_bbox,97
6295.0,1824.0,2.1832494735717773,0.15866421713278844,094.tiff,default_51,0
4103.0,956.0,2.3029391765594482,0.14413771291191763,094.tiff,default_51,1
5789.0,3475.0,1.8714513778686523,0.1386916664070808,094.tiff,default_51,2
4262.0,1740.0,1.971453309059143,0.1355581954981272,094.tiff,default_51,3
3999.0,1726.0,2.0834763050079346,0.13327190827291746,094.tiff,default_51,4
4380.0,3117.0,1.8667502403259277,0.13163263499736785,094.tiff,default_51,5
1337.0,929.0,1.8972392082214355,0.13014706204143855,094.tiff,default_51,6
3866.0,4397.0,1.9213566780090332,0.12999704276713042,094.tiff,default_51,7
7080.0,3344.0,1.7499314546585083,0.1289403607065861,094.tiff,default_51,8
4600.0,1731.0,1.5676939487457275,0.12831353361789996,094.tiff,default_51,9
2192.0,4397.0,1.9371918439865112,0.12827390120006524,094.tiff,default_51,10
5187.0,5051.0,1.8007845878601074,0.12808144066769342,094.tiff,default_51,11
5018.0,5024.0,1.9628061056137085,0.12804377970214073,094.tiff,default_51,12
4766.0,4390.0,1.9922993183135986,0.12797593981600724,094.tiff,default_51,13
5145.0,3971.0,1.8865346908569336,0.12762948621350986,094.tiff,default_51,14
5804.0,4212.0,1.8555036783218384,0.12761358764882272,094.tiff,default_51,15
1667.0,3723.0,1.8896071910858154,0.1265630354388402,094.tiff,default_51,16
5378.0,4825.0,1.7436223030090332,0.1264086353377654,094.tiff,default_51,17
6280.0,1267.0,1.8429609537124634,0.12565464641039187,094.tiff,default_51,18
5445.0,4761.0,1.7788795232772827,0.12546453891465298,094.tiff,default_51,19
6139.0,4591.0,2.066880941390991,0.1247763512799373,094.tiff,default_51,20
506.0,737.0,1.845287799835205,0.12464638636089288,094.tiff,default_51,21
5297.0,2754.0,1.9379568099975586,0.12460995296446177,094.tiff,default_51,22
1173.0,753.0,1.6713358163833618,0.12426099436214337,094.tiff,default_51,23
3410.0,1716.0,1.746038794517517,0.1232996915682004,094.tiff,default_51,24
2528.0,1124.0,1.7846795320510864,0.12312290476491818,094.tiff,default_51,25
4367.0,4297.0,1.8619091510772705,0.12250048658595636,094.tiff,default_51,26
5756.0,1255.0,1.7004406452178955,0.12206900509504172,094.tiff,default_51,27
503.0,678.0,1.8558412790298462,0.12130099956232768,094.tiff,default_51,28
1734.0,3854.0,1.7674099206924438,0.1212688290155851,094.tiff,default_51,29
3479.0,133.0,1.3785303831100464,0.12113155037737809,094.tiff,default_51,30
2384.0,2838.0,1.7208937406539917,0.12063833311773263,094.tiff,default_51,31
2799.0,2760.0,1.6956121921539307,0.12025580314489512,094.tiff,default_51,32
3336.0,3296.0,1.6869357824325562,0.12013661107764795,094.tiff,default_51,33
3357.0,1795.0,1.382161021232605,0.11997417277441574,094.tiff,default_51,34
6996.0,3402.0,1.6227015256881714,0.11909034298016474,094.tiff,default_51,35
949.0,1732.0,1.634493112564087,0.11898115454958036,094.tiff,default_51,36
5351.0,968.0,1.5018867254257202,0.11836744796198148,094.tiff,default_51,37
5192.0,2152.0,1.6666102409362793,0.11832457780838013,094.tiff,default_51,38
5925.0,3644.0,1.5735864639282227,0.11814539850904392,094.tiff,default_51,39
2910.0,2601.0,1.5503253936767578,0.11647690964432864,094.tiff,default_51,40
6554.0,3418.0,1.773701786994934,0.11577588173632439,094.tiff,default_51,41
4825.0,4066.0,1.4989725351333618,0.11538758750718374,094.tiff,default_51,42
1149.0,2412.0,1.655295729637146,0.11535360156916655,094.tiff,default_51,43
1057.0,411.0,1.4994124174118042,0.11516732911650951,094.tiff,default_51,44
703.0,3487.0,1.6945841312408447,0.11494900460999746,094.tiff,default_51,45
4863.0,2092.0,1.6222851276397705,0.11423129078287345,094.tiff,default_51,46
