check,severity,file_name,seed_index,condition,passed,detail
budget_delivered,halt,322.tiff,0,mass_only,True,n_detections=99
budget_delivered,halt,322.tiff,0,mass_only,True,n_detections=99
budget_delivered,halt,322.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,322.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,322.tiff,1,default_51,True,n_detections=99
budget_delivered,halt,322.tiff,1,default_51,True,n_detections=99
budget_delivered,halt,322.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,322.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,322.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,322.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,322.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,322.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,322.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,322.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,322.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,322.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,322.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,322.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,322.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,322.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,337.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,337.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,337.tiff,0,fill_alpha_0,True,n_detections=97
budget_delivered,halt,337.tiff,0,fill_alpha_0,True,n_detections=97
budget_delivered,halt,337.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,337.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,337.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,337.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,337.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,337.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,337.tiff,1,fill_alpha_0,True,n_detections=97
budget_delivered,halt,337.tiff,1,fill_alpha_0,True,n_detections=97
budget_delivered,halt,337.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,337.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,337.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,337.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,337.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,337.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,337.tiff,2,fill_alpha_0,True,n_detections=100
budget_delivered,halt,337.tiff,2,fill_alpha_0,True,n_detections=100
budget_delivered,halt,337.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,337.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,337.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,337.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,339.tiff,0,default_51,True,n_detections=99
budget_delivered,halt,339.tiff,0,default_51,True,n_detections=99
budget_delivered,halt,339.tiff,0,fill_alpha_0,True,n_detections=97
budget_delivered,halt,339.tiff,0,fill_alpha_0,True,n_detections=97
budget_delivered,halt,339.tiff,0,mass_only,True,n_detections=98
budget_delivered,halt,339.tiff,0,mass_only,True,n_detections=98
budget_delivered,halt,339.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,339.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,339.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,339.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,339.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,339.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,339.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,339.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,339.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,339.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,339.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,339.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,339.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,339.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,339.tiff,2,mass_only,True,n_detections=98
budget_delivered,halt,339.tiff,2,mass_only,True,n_detections=98
budget_delivered,halt,339.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,339.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,343.tiff,0,default_51,True,n_detections=96
budget_delivered,halt,343.tiff,0,default_51,True,n_detections=96
budget_delivered,halt,343.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,343.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,343.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,343.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,343.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,343.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,343.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,343.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,343.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,343.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,343.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,343.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,343.tiff,1,fill_alpha_1,True,n_detections=99
budget_delivered,halt,343.tiff,1,fill_alpha_1,True,n_detections=99
budget_delivered,halt,343.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,343.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,343.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,343.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,343.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,343.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,343.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,343.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,344.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,344.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,344.tiff,0,fill_alpha_0,True,n_detections=99
budget_delivered,halt,344.tiff,0,fill_alpha_0,True,n_detections=99
budget_delivered,halt,344.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,344.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,344.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,344.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,344.tiff,1,default_51,True,n_detections=99
budget_delivered,halt,344.tiff,1,default_51,True,n_detections=99
budget_delivered,halt,344.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,344.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,344.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,344.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,344.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,344.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,344.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,344.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,344.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,344.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,344.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,344.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,344.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,344.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,201.tiff,0,default_51,True,n_detections=99
budget_delivered,halt,201.tiff,0,default_51,True,n_detections=99
budget_delivered,halt,201.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,201.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,201.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,201.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,201.tiff,0,fill_alpha_1,True,n_detections=98
budget_delivered,halt,201.tiff,0,fill_alpha_1,True,n_detections=98
budget_delivered,halt,201.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,201.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,201.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,201.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,201.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,201.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,201.tiff,1,fill_alpha_1,True,n_detections=99
budget_delivered,halt,201.tiff,1,fill_alpha_1,True,n_detections=99
budget_delivered,halt,201.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,201.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,201.tiff,2,fill_alpha_0,True,n_detections=100
budget_delivered,halt,201.tiff,2,fill_alpha_0,True,n_detections=100
budget_delivered,halt,201.tiff,2,mass_only,True,n_detections=98
budget_delivered,halt,201.tiff,2,mass_only,True,n_detections=98
budget_delivered,halt,201.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,201.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,233.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,233.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,233.tiff,0,fill_alpha_0,True,n_detections=97
budget_delivered,halt,233.tiff,0,fill_alpha_0,True,n_detections=97
budget_delivered,halt,233.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,233.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,233.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,233.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,233.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,233.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,233.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,233.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,233.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,233.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,233.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,233.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,233.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,233.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,233.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,233.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,233.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,233.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,233.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,233.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,211.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,211.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,211.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,211.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,211.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,211.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,211.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,211.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,211.tiff,1,default_51,True,n_detections=99
budget_delivered,halt,211.tiff,1,default_51,True,n_detections=99
budget_delivered,halt,211.tiff,1,fill_alpha_0,True,n_detections=98
budget_delivered,halt,211.tiff,1,fill_alpha_0,True,n_detections=98
budget_delivered,halt,211.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,211.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,211.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,211.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,211.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,211.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,211.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,211.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,211.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,211.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,211.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,211.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,220.tiff,0,default_51,True,n_detections=99
budget_delivered,halt,220.tiff,0,default_51,True,n_detections=99
budget_delivered,halt,220.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,220.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,220.tiff,0,mass_only,True,n_detections=99
budget_delivered,halt,220.tiff,0,mass_only,True,n_detections=99
budget_delivered,halt,220.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,220.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,220.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,220.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,220.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,220.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,220.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,220.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,220.tiff,1,fill_alpha_1,True,n_detections=99
budget_delivered,halt,220.tiff,1,fill_alpha_1,True,n_detections=99
budget_delivered,halt,220.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,220.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,220.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,220.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,220.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,220.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,220.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,220.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,230.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,230.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,230.tiff,0,fill_alpha_0,True,n_detections=99
budget_delivered,halt,230.tiff,0,fill_alpha_0,True,n_detections=99
budget_delivered,halt,230.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,230.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,230.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,230.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,230.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,230.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,230.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,230.tiff,1,fill_alpha_0,True,n_detections=99
budget_delivered,halt,230.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,230.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,230.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,230.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,230.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,230.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,230.tiff,2,fill_alpha_0,True,n_detections=100
budget_delivered,halt,230.tiff,2,fill_alpha_0,True,n_detections=100
budget_delivered,halt,230.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,230.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,230.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,230.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,235.tiff,0,default_51,True,n_detections=98
budget_delivered,halt,235.tiff,0,default_51,True,n_detections=98
budget_delivered,halt,235.tiff,0,fill_alpha_0,True,n_detections=96
budget_delivered,halt,235.tiff,0,fill_alpha_0,True,n_detections=96
budget_delivered,halt,235.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,235.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,235.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,235.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,235.tiff,1,default_51,True,n_detections=97
budget_delivered,halt,235.tiff,1,default_51,True,n_detections=97
budget_delivered,halt,235.tiff,1,fill_alpha_0,True,n_detections=95
budget_delivered,halt,235.tiff,1,fill_alpha_0,True,n_detections=95
budget_delivered,halt,235.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,235.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,235.tiff,1,fill_alpha_1,True,n_detections=99
budget_delivered,halt,235.tiff,1,fill_alpha_1,True,n_detections=99
budget_delivered,halt,235.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,235.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,235.tiff,2,fill_alpha_0,True,n_detections=95
budget_delivered,halt,235.tiff,2,fill_alpha_0,True,n_detections=95
budget_delivered,halt,235.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,235.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,235.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,235.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,242.tiff,0,default_51,True,n_detections=98
budget_delivered,halt,242.tiff,0,default_51,True,n_detections=98
budget_delivered,halt,242.tiff,0,fill_alpha_0,True,n_detections=99
budget_delivered,halt,242.tiff,0,fill_alpha_0,True,n_detections=99
budget_delivered,halt,242.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,242.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,242.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,242.tiff,0,fill_alpha_1,True,n_detections=99
budget_delivered,halt,242.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,242.tiff,1,default_51,True,n_detections=100
budget_delivered,halt,242.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,242.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,242.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,242.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,242.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,242.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,242.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,242.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,242.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,242.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,242.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,242.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,242.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,242.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,245.tiff,0,default_51,True,n_detections=98
budget_delivered,halt,245.tiff,0,default_51,True,n_detections=98
budget_delivered,halt,245.tiff,0,fill_alpha_0,True,n_detections=100
budget_delivered,halt,245.tiff,0,fill_alpha_0,True,n_detections=100
budget_delivered,halt,245.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,245.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,245.tiff,0,fill_alpha_1,True,n_detections=97
budget_delivered,halt,245.tiff,0,fill_alpha_1,True,n_detections=97
budget_delivered,halt,245.tiff,1,default_51,True,n_detections=98
budget_delivered,halt,245.tiff,1,default_51,True,n_detections=98
budget_delivered,halt,245.tiff,1,fill_alpha_0,True,n_detections=96
budget_delivered,halt,245.tiff,1,fill_alpha_0,True,n_detections=96
budget_delivered,halt,245.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,245.tiff,1,mass_only,True,n_detections=99
budget_delivered,halt,245.tiff,1,fill_alpha_1,True,n_detections=96
budget_delivered,halt,245.tiff,1,fill_alpha_1,True,n_detections=96
budget_delivered,halt,245.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,245.tiff,2,default_51,True,n_detections=99
budget_delivered,halt,245.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,245.tiff,2,fill_alpha_0,True,n_detections=98
budget_delivered,halt,245.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,245.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,245.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,245.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,246.tiff,0,default_51,True,n_detections=98
budget_delivered,halt,246.tiff,0,default_51,True,n_detections=98
budget_delivered,halt,246.tiff,0,fill_alpha_0,True,n_detections=94
budget_delivered,halt,246.tiff,0,fill_alpha_0,True,n_detections=94
budget_delivered,halt,246.tiff,0,mass_only,True,n_detections=99
budget_delivered,halt,246.tiff,0,mass_only,True,n_detections=99
budget_delivered,halt,246.tiff,0,fill_alpha_1,True,n_detections=97
budget_delivered,halt,246.tiff,0,fill_alpha_1,True,n_detections=97
budget_delivered,halt,246.tiff,1,default_51,True,n_detections=98
budget_delivered,halt,246.tiff,1,default_51,True,n_detections=98
budget_delivered,halt,246.tiff,1,fill_alpha_0,True,n_detections=96
budget_delivered,halt,246.tiff,1,fill_alpha_0,True,n_detections=96
budget_delivered,halt,246.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,246.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,246.tiff,1,fill_alpha_1,True,n_detections=97
budget_delivered,halt,246.tiff,1,fill_alpha_1,True,n_detections=97
budget_delivered,halt,246.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,246.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,246.tiff,2,fill_alpha_0,True,n_detections=95
budget_delivered,halt,246.tiff,2,fill_alpha_0,True,n_detections=95
budget_delivered,halt,246.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,246.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,246.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,246.tiff,2,fill_alpha_1,True,n_detections=99
budget_delivered,halt,249.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,249.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,249.tiff,0,fill_alpha_0,True,n_detections=100
budget_delivered,halt,249.tiff,0,fill_alpha_0,True,n_detections=100
budget_delivered,halt,249.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,249.tiff,0,mass_only,True,n_detections=100
budget_delivered,halt,249.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,249.tiff,0,fill_alpha_1,True,n_detections=100
budget_delivered,halt,249.tiff,1,default_51,True,n_detections=97
budget_delivered,halt,249.tiff,1,default_51,True,n_detections=97
budget_delivered,halt,249.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,249.tiff,1,fill_alpha_0,True,n_detections=100
budget_delivered,halt,249.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,249.tiff,1,mass_only,True,n_detections=100
budget_delivered,halt,249.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,249.tiff,1,fill_alpha_1,True,n_detections=100
budget_delivered,halt,249.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,249.tiff,2,default_51,True,n_detections=100
budget_delivered,halt,249.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,249.tiff,2,fill_alpha_0,True,n_detections=99
budget_delivered,halt,249.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,249.tiff,2,mass_only,True,n_detections=100
budget_delivered,halt,249.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,249.tiff,2,fill_alpha_1,True,n_detections=100
budget_delivered,halt,284.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,284.tiff,0,default_51,True,n_detections=100
budget_delivered,halt,284.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,284.tiff,0,fill_alpha_0,True,n_detections=98
budget_delivered,halt,284.tiff,0,mass_only,True,n_detections=99
