file_name,ann_id,tumor_type,bucket,bin_accepted,bin_reject_reason,bin_area,bin_solidity,bin_area_frac,bin_longer_side,bin_threshold,multiotsu_accepted,multiotsu_reject_reason,multiotsu_area,multiotsu_solidity,multiotsu_area_frac,multiotsu_longer_side,multiotsu_looks_merged,frac_0.05_accepted,frac_0.05_reject_reason,frac_0.05_area,frac_0.05_solidity,frac_0.05_area_frac,frac_0.05_longer_side,frac_0.05_looks_merged,frac_0.10_accepted,frac_0.10_reject_reason,frac_0.10_area,frac_0.10_solidity,frac_0.10_area_frac,frac_0.10_longer_side,frac_0.10_looks_merged,frac_0.15_accepted,frac_0.15_reject_reason,frac_0.15_area,frac_0.15_solidity,frac_0.15_area_frac,frac_0.15_longer_side,frac_0.15_looks_merged,frac_0.20_accepted,frac_0.20_reject_reason,frac_0.20_area,frac_0.20_solidity,frac_0.20_area_frac,frac_0.20_longer_side,frac_0.20_looks_merged,frac_0.30_accepted,frac_0.30_reject_reason,frac_0.30_area,frac_0.30_solidity,frac_0.30_area_frac,frac_0.30_longer_side,frac_0.30_looks_merged
094.tiff,2574,human breast cancer,control,True,,511.0,0.8646362098138748,0.1964628988850442,28.0,130.0,True,,413.0,0.8713080168776371,0.1587850826605152,26.0,False,True,,485.0,0.8676207513416816,0.18646674356016918,27.0,False,True,,464.0,0.8560885608856088,0.17839292579777008,27.0,False,True,,427.0,0.8591549295774648,0.16416762783544792,26.0,False,True,,401.0,0.8755458515283843,0.15417147251057287,26.0,False,True,,356.0,0.8557692307692307,0.1368704344482891,24.0,False
094.tiff,2577,human breast cancer,control,True,,452.0,0.9515789473684211,0.17377931564782775,25.0,150.0,True,,431.0,0.9535398230088495,0.16570549788542868,24.0,False,True,,447.0,0.9551282051282052,0.17185697808535177,24.0,False,True,,440.0,0.9523809523809523,0.16916570549788543,24.0,False,True,,431.0,0.9535398230088495,0.16570549788542868,24.0,False,True,,415.0,0.9540229885057471,0.15955401768550556,23.0,False,True,,374.0,0.9077669902912622,0.1437908496732026,23.0,False
094.tiff,2582,human breast cancer,no_foreground,False,no_foreground_at_click,,,,,118.0,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,
094.tiff,2588,human breast cancer,control,True,,411.0,0.927765237020316,0.1580161476355248,26.0,133.0,True,,388.0,0.9509803921568627,0.14917339484813533,24.0,False,True,,402.0,0.9481132075471698,0.15455594002306805,25.0,False,True,,394.0,0.9471153846153846,0.1514801999231065,24.0,False,True,,387.0,0.9508599508599509,0.14878892733564014,24.0,False,True,,379.0,0.9404466501240695,0.14571318723567858,24.0,False,True,,361.0,0.9328165374677002,0.1387927720107651,24.0,False
094.tiff,2589,human breast cancer,control,True,,534.0,0.713903743315508,0.20530565167243367,34.0,111.0,True,,256.0,0.7619047619047619,0.09842368319876971,26.0,False,True,,468.0,0.7381703470031545,0.17993079584775087,33.0,False,True,,436.0,0.7043618739903069,0.16762783544790466,32.0,False,True,,397.0,0.6880415944540728,0.15263360246059207,29.0,False,True,,368.0,0.6559714795008913,0.14148404459823144,28.0,False,True,,235.0,0.8245614035087719,0.09034986543637062,26.0,False
094.tiff,2591,human breast cancer,no_foreground,False,no_foreground_at_click,,,,,128.0,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,
094.tiff,2596,human breast cancer,control,True,,514.0,0.8816466552315609,0.19761630142252978,31.0,139.0,True,,445.0,0.859073359073359,0.1710880430603614,30.0,False,True,,505.0,0.8828671328671329,0.19415609381007304,30.0,False,True,,487.0,0.8634751773049646,0.18723567858515955,30.0,False,True,,471.0,0.8563636363636363,0.18108419838523646,30.0,False,True,,449.0,0.8552380952380952,0.17262591311034217,30.0,False,True,,425.0,0.8517034068136272,0.16339869281045752,29.0,False
094.tiff,2597,human breast cancer,control,True,,546.0,0.8666666666666667,0.209919261822376,28.0,138.0,True,,459.0,0.8579439252336448,0.17647058823529413,25.0,False,True,,535.0,0.86709886547812,0.20569011918492888,27.0,False,True,,520.0,0.85667215815486,0.19992310649750097,27.0,False,True,,500.0,0.8726003490401396,0.1922337562475971,26.0,False,True,,486.0,0.8756756756756757,0.18685121107266436,26.0,False,True,,457.0,0.8558052434456929,0.17570165321030373,25.0,False
094.tiff,2602,human breast cancer,control,True,,543.0,0.945993031358885,0.20876585928489041,28.0,149.0,True,,531.0,0.9381625441696113,0.2041522491349481,27.0,False,True,,536.0,0.9469964664310954,0.20607458669742407,27.0,False,True,,527.0,0.9360568383658969,0.20261437908496732,27.0,False,True,,508.0,0.9355432780847146,0.19530949634755862,27.0,False,True,,491.0,0.9229323308270677,0.18877354863514034,27.0,False,True,,450.0,0.8875739644970414,0.17301038062283736,26.0,False
094.tiff,2603,human breast cancer,control,True,,480.0,0.9056603773584906,0.1845444059976932,30.0,137.0,True,,384.0,0.8421052631578947,0.14763552479815456,27.0,False,True,,460.0,0.8984375,0.1768550557477893,28.0,False,True,,440.0,0.8817635270541082,0.16916570549788543,28.0,False,True,,423.0,0.8703703703703703,0.16262975778546712,28.0,False,True,,403.0,0.848421052631579,0.15494040753556323,28.0,False,True,,368.0,0.8538283062645011,0.14148404459823144,27.0,False
094.tiff,2607,human breast cancer,control,True,,435.0,0.925531914893617,0.16724336793540945,27.0,123.0,True,,354.0,0.9007633587786259,0.13610149942329874,25.0,False,True,,422.0,0.9154013015184381,0.16224529027297194,27.0,False,True,,410.0,0.9255079006772009,0.1576316801230296,27.0,False,True,,400.0,0.9324009324009324,0.15378700499807765,26.0,False,True,,389.0,0.9261904761904762,0.14955786236063054,25.0,False,True,,368.0,0.9177057356608479,0.14148404459823144,25.0,False
094.tiff,2612,human breast cancer,control,True,,700.0,0.922266139657444,0.2691272587466359,36.0,145.0,True,,656.0,0.9136490250696379,0.2522106881968474,34.0,False,True,,689.0,0.9186666666666666,0.2648981161091888,35.0,False,True,,664.0,0.9209431345353676,0.2552864282968089,34.0,False,True,,648.0,0.9191489361702128,0.2491349480968858,34.0,False,True,,629.0,0.9169096209912536,0.24183006535947713,34.0,False,True,,573.0,0.8655589123867069,0.22029988465974626,33.0,False
094.tiff,2617,human breast cancer,control,True,,313.0,0.9427710843373494,0.12033833141099577,23.0,140.0,True,,271.0,0.9475524475524476,0.10419069588619762,21.0,False,True,,308.0,0.9390243902439024,0.1184159938485198,23.0,False,True,,298.0,0.9341692789968652,0.11457131872356786,23.0,False,True,,280.0,0.9180327868852459,0.10765090349865436,21.0,False,True,,268.0,0.950354609929078,0.10303729334871203,21.0,False,True,,252.0,0.9298892988929889,0.09688581314878893,21.0,False
094.tiff,2629,human breast cancer,control,True,,537.0,0.9355400696864111,0.20645905420991925,29.0,115.0,True,,408.0,0.9066666666666666,0.1568627450980392,28.0,False,True,,522.0,0.9560439560439561,0.20069204152249134,29.0,False,True,,495.0,0.9446564885496184,0.1903114186851211,28.0,False,True,,480.0,0.9467455621301775,0.1845444059976932,28.0,False,True,,464.0,0.9392712550607287,0.17839292579777008,28.0,False,True,,418.0,0.908695652173913,0.16070742022299117,28.0,False
094.tiff,2644,human breast cancer,control,True,,441.0,0.9074074074074074,0.1695501730103806,29.0,139.0,True,,388.0,0.9107981220657277,0.14917339484813533,27.0,False,True,,433.0,0.8964803312629399,0.16647443291041908,29.0,False,True,,419.0,0.9010752688172043,0.16109188773548636,29.0,False,True,,413.0,0.8939393939393939,0.1587850826605152,28.0,False,True,,398.0,0.8824833702882483,0.15301806997308728,27.0,False,True,,379.0,0.8959810874704491,0.14571318723567858,27.0,False
094.tiff,2651,human breast cancer,control,True,,311.0,0.8098958333333334,0.11956939638600539,25.0,117.0,True,,230.0,0.7371794871794872,0.08842752787389466,22.0,False,True,,300.0,0.8,0.11534025374855825,25.0,False,True,,285.0,0.8050847457627118,0.10957324106113034,24.0,False,True,,270.0,0.7871720116618076,0.10380622837370242,23.0,False,True,,255.0,0.7634730538922155,0.09803921568627451,23.0,False,True,,214.0,0.6903225806451613,0.08227604767397155,22.0,False
094.tiff,2655,human breast cancer,no_foreground,False,no_foreground_at_click,,,,,144.0,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,
201.tiff,4454,canine lung cancer,no_foreground,False,no_foreground_at_click,,,,,122.0,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,,False,no_foreground_at_click,,,,,
