rank,cx,cy,score,od,bucket,matched_ann_id,matched_category,file_name,seed_index,condition,rank_key
24,1324.0,928.0,3.9334438,0.14165522158145905,human_rejected_label,14658,2,300.tiff,0,default_51,tm_score
25,709.0,3239.0,3.9300663,0.1583293378353119,human_correct_label,14495,1,300.tiff,0,default_51,tm_score
26,2547.0,1558.0,3.9121332,0.15937702357769012,human_correct_label,14543,1,300.tiff,0,default_51,tm_score
27,641.0,3279.0,3.8847783,0.1569327414035797,human_correct_label,14494,1,300.tiff,0,default_51,tm_score
28,1560.0,1568.0,3.8755152,0.15755492448806763,human_correct_label,14484,1,300.tiff,0,default_51,tm_score
29,6213.0,627.0,3.8715262,0.16383196413516998,human_correct_label,14641,1,300.tiff,0,default_51,tm_score
0,5207.0,3076.0,0.6849467,0.19470728933811188,human_correct_label,14609,1,300.tiff,0,fill_alpha_0,chromatin_od
1,4217.0,1381.0,0.7477041,0.18282125890254974,human_correct_label,14561,1,300.tiff,0,fill_alpha_0,chromatin_od
2,928.0,4138.0,0.71403897,0.17875774204730988,human_correct_label,14502,1,300.tiff,0,fill_alpha_0,chromatin_od
3,1471.0,4335.0,0.72194266,0.17858074605464935,human_correct_label,14503,1,300.tiff,0,fill_alpha_0,chromatin_od
4,5121.0,1976.0,0.9257733,0.17721112072467804,human_correct_label,14626,1,300.tiff,0,fill_alpha_0,chromatin_od
5,4619.0,3191.0,0.8056981,0.17612792551517487,human_correct_label,14586,1,300.tiff,0,fill_alpha_0,chromatin_od
6,5399.0,4471.0,0.82808006,0.17600324749946594,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,chromatin_od
7,6441.0,619.0,0.8996276,0.17420947551727295,human_rejected_label,14648,2,300.tiff,0,fill_alpha_0,chromatin_od
8,1458.0,1225.0,1.0520729,0.17321085929870605,human_correct_label,14475,1,300.tiff,0,fill_alpha_0,chromatin_od
9,1673.0,811.0,0.7896975,0.1728065013885498,human_correct_label,14545,1,300.tiff,0,fill_alpha_0,chromatin_od
10,4492.0,4337.0,0.8714597,0.168381467461586,human_correct_label,14594,1,300.tiff,0,fill_alpha_0,chromatin_od
11,4378.0,1824.0,0.93127203,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,fill_alpha_0,chromatin_od
12,5213.0,646.0,0.8538734,0.16512055695056915,human_correct_label,14634,1,300.tiff,0,fill_alpha_0,chromatin_od
13,6087.0,1028.0,0.72532487,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,fill_alpha_0,chromatin_od
14,5397.0,2271.0,0.7351499,0.16406425833702087,human_correct_label,14620,1,300.tiff,0,fill_alpha_0,chromatin_od
15,6212.0,627.0,0.7292851,0.1640140563249588,human_correct_label,14641,1,300.tiff,0,fill_alpha_0,chromatin_od
16,765.0,3495.0,0.6799437,0.16375599801540375,human_correct_label,14501,1,300.tiff,0,fill_alpha_0,chromatin_od
17,1105.0,1888.0,1.0358673,0.16298536956310272,human_correct_label,14482,1,300.tiff,0,fill_alpha_0,chromatin_od
18,4297.0,4246.0,0.6893862,0.16284571588039398,human_correct_label,14593,1,300.tiff,0,fill_alpha_0,chromatin_od
19,207.0,1628.0,0.733734,0.1622450351715088,human_correct_label,14476,1,300.tiff,0,fill_alpha_0,chromatin_od
20,3630.0,2332.0,0.7936569,0.16124773025512695,human_correct_label,14585,1,300.tiff,0,fill_alpha_0,chromatin_od
21,2548.0,1557.0,0.9264532,0.15942791104316711,human_correct_label,14543,1,300.tiff,0,fill_alpha_0,chromatin_od
22,5891.0,1533.0,0.68341297,0.1589360237121582,human_correct_label,14630,1,300.tiff,0,fill_alpha_0,chromatin_od
23,5645.0,2646.0,0.7122534,0.15886463224887848,human_correct_label,14615,1,300.tiff,0,fill_alpha_0,chromatin_od
24,1782.0,3961.0,1.074316,0.15866391360759735,human_correct_label,14520,1,300.tiff,0,fill_alpha_0,chromatin_od
25,4787.0,4631.0,0.6946329,0.1584562510251999,human_correct_label,14715,1,300.tiff,0,fill_alpha_0,chromatin_od
26,711.0,3239.0,0.71198213,0.1583293378353119,human_correct_label,14495,1,300.tiff,0,fill_alpha_0,chromatin_od
27,4667.0,2049.0,0.7301827,0.15830908715724945,human_correct_label,14569,1,300.tiff,0,fill_alpha_0,chromatin_od
28,1562.0,1568.0,0.704152,0.15755492448806763,human_correct_label,14484,1,300.tiff,0,fill_alpha_0,chromatin_od
29,6327.0,3825.0,0.8559517,0.15641270577907562,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,chromatin_od
0,1782.0,3961.0,1.074316,0.15866391360759735,human_correct_label,14520,1,300.tiff,0,fill_alpha_0,tm_score
1,1458.0,1225.0,1.0520729,0.17321085929870605,human_correct_label,14475,1,300.tiff,0,fill_alpha_0,tm_score
2,1105.0,1888.0,1.0358673,0.16298536956310272,human_correct_label,14482,1,300.tiff,0,fill_alpha_0,tm_score
3,5948.0,1954.0,1.0033932,0.14582088589668274,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
4,5402.0,128.0,0.9766678,0.13874465227127075,human_rejected_label,14643,2,300.tiff,0,fill_alpha_0,tm_score
5,4378.0,1824.0,0.93127203,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,fill_alpha_0,tm_score
6,2548.0,1557.0,0.9264532,0.15942791104316711,human_correct_label,14543,1,300.tiff,0,fill_alpha_0,tm_score
7,5121.0,1976.0,0.9257733,0.17721112072467804,human_correct_label,14626,1,300.tiff,0,fill_alpha_0,tm_score
8,3297.0,798.0,0.89994097,0.13730581104755402,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
9,6441.0,619.0,0.8996276,0.17420947551727295,human_rejected_label,14648,2,300.tiff,0,fill_alpha_0,tm_score
10,331.0,4621.0,0.89082974,0.15468712151050568,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
11,3443.0,2598.0,0.8868892,0.14898604154586792,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
12,3173.0,3297.0,0.8858762,0.13124777376651764,human_correct_label,14521,1,300.tiff,0,fill_alpha_0,tm_score
13,4716.0,341.0,0.8831461,0.12715286016464233,human_correct_label,14556,1,300.tiff,0,fill_alpha_0,tm_score
14,6269.0,2138.0,0.87781334,0.13354384899139404,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
15,5476.0,1782.0,0.87580127,0.1221134141087532,human_correct_label,14624,1,300.tiff,0,fill_alpha_0,tm_score
16,4492.0,4337.0,0.8714597,0.168381467461586,human_correct_label,14594,1,300.tiff,0,fill_alpha_0,tm_score
17,794.0,1591.0,0.8690472,0.1502235382795334,human_correct_label,14483,1,300.tiff,0,fill_alpha_0,tm_score
18,2509.0,4640.0,0.86466,0.14199726283550262,human_correct_label,14516,1,300.tiff,0,fill_alpha_0,tm_score
19,283.0,1147.0,0.8611349,0.12919928133487701,human_correct_label,14473,1,300.tiff,0,fill_alpha_0,tm_score
20,1550.0,3517.0,0.8581169,0.12266848981380463,human_correct_label,14498,1,300.tiff,0,fill_alpha_0,tm_score
21,6327.0,3825.0,0.8559517,0.15641270577907562,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
22,4487.0,1967.0,0.8549938,0.15131337940692902,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
23,5213.0,646.0,0.8538734,0.16512055695056915,human_correct_label,14634,1,300.tiff,0,fill_alpha_0,tm_score
24,4264.0,2890.0,0.8445707,0.13036461174488068,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
25,6378.0,4589.0,0.8416981,0.1328519731760025,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
26,5612.0,4161.0,0.8410357,0.1506519913673401,human_correct_label,14601,1,300.tiff,0,fill_alpha_0,tm_score
27,2388.0,1927.0,0.83795965,0.14885593950748444,human_correct_label,14537,1,300.tiff,0,fill_alpha_0,tm_score
28,5399.0,4471.0,0.82808006,0.17600324749946594,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
29,5759.0,4474.0,0.8241576,0.12690220773220062,non_human_findings,-1,0,300.tiff,0,fill_alpha_0,tm_score
0,5206.0,3075.0,3.8280013,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,mass_only,chromatin_od
1,4211.0,1381.0,3.3499587,0.18282125890254974,human_correct_label,14561,1,300.tiff,0,mass_only,chromatin_od
2,5359.0,1168.0,3.6810114,0.181596577167511,human_correct_label,14632,1,300.tiff,0,mass_only,chromatin_od
3,5860.0,3543.0,3.0003994,0.1807204633951187,human_correct_label,14607,1,300.tiff,0,mass_only,chromatin_od
4,1475.0,4337.0,3.0281246,0.18035611510276794,human_correct_label,14503,1,300.tiff,0,mass_only,chromatin_od
5,933.0,4141.0,2.882183,0.17844854295253754,human_correct_label,14502,1,300.tiff,0,mass_only,chromatin_od
6,6444.0,621.0,2.8995554,0.17613361775875092,human_rejected_label,14648,2,300.tiff,0,mass_only,chromatin_od
7,4622.0,3193.0,3.033016,0.17609532177448273,human_correct_label,14586,1,300.tiff,0,mass_only,chromatin_od
8,5401.0,4472.0,3.410196,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,mass_only,chromatin_od
9,5894.0,914.0,3.459007,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,mass_only,chromatin_od
10,5120.0,1982.0,3.8744833,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,mass_only,chromatin_od
11,169.0,1721.0,3.7022798,0.17470629513263702,human_correct_label,14477,1,300.tiff,0,mass_only,chromatin_od
12,1459.0,1226.0,3.7535365,0.17320707440376282,human_correct_label,14475,1,300.tiff,0,mass_only,chromatin_od
13,1675.0,810.0,3.9530785,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,mass_only,chromatin_od
14,5653.0,4204.0,3.1626024,0.1724788248538971,human_correct_label,14600,1,300.tiff,0,mass_only,chromatin_od
15,3307.0,1066.0,3.6103349,0.1721101701259613,human_correct_label,14559,1,300.tiff,0,mass_only,chromatin_od
16,4787.0,587.0,4.00815,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,mass_only,chromatin_od
17,3483.0,1166.0,3.180174,0.17124538123607635,human_correct_label,14563,1,300.tiff,0,mass_only,chromatin_od
18,3295.0,2631.0,2.8307836,0.1688164919614792,human_correct_label,14583,1,300.tiff,0,mass_only,chromatin_od
19,4492.0,4338.0,3.9329302,0.168381467461586,human_correct_label,14594,1,300.tiff,0,mass_only,chromatin_od
20,4377.0,1826.0,2.9980667,0.16747400164604187,human_correct_label,14568,1,300.tiff,0,mass_only,chromatin_od
21,4478.0,2799.0,3.514082,0.16669563949108124,human_correct_label,14580,1,300.tiff,0,mass_only,chromatin_od
22,4340.0,777.0,3.2756622,0.16648539900779724,human_rejected_label,14566,2,300.tiff,0,mass_only,chromatin_od
23,5718.0,3805.0,3.0494134,0.16550181806087494,human_correct_label,14605,1,300.tiff,0,mass_only,chromatin_od
24,6105.0,4530.0,3.9809334,0.1652766317129135,human_correct_label,14598,1,300.tiff,0,mass_only,chromatin_od
25,6089.0,1030.0,3.2180939,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,mass_only,chromatin_od
26,768.0,3496.0,3.138548,0.1638723611831665,human_correct_label,14501,1,300.tiff,0,mass_only,chromatin_od
27,6214.0,627.0,2.9342196,0.16376173496246338,human_correct_label,14641,1,300.tiff,0,mass_only,chromatin_od
28,5397.0,2273.0,3.017598,0.16333219408988953,human_correct_label,14620,1,300.tiff,0,mass_only,chromatin_od
29,4905.0,1571.0,3.7292876,0.1630316823720932,human_rejected_label,14680,2,300.tiff,0,mass_only,chromatin_od
0,4787.0,587.0,4.00815,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,mass_only,tm_score
1,6105.0,4530.0,3.9809334,0.1652766317129135,human_correct_label,14598,1,300.tiff,0,mass_only,tm_score
2,1675.0,810.0,3.9530785,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,mass_only,tm_score
3,4492.0,4338.0,3.9329302,0.168381467461586,human_correct_label,14594,1,300.tiff,0,mass_only,tm_score
4,5120.0,1982.0,3.8744833,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,mass_only,tm_score
5,5206.0,3075.0,3.8280013,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,mass_only,tm_score
6,1459.0,1226.0,3.7535365,0.17320707440376282,human_correct_label,14475,1,300.tiff,0,mass_only,tm_score
7,4905.0,1571.0,3.7292876,0.1630316823720932,human_rejected_label,14680,2,300.tiff,0,mass_only,tm_score
8,169.0,1721.0,3.7022798,0.17470629513263702,human_correct_label,14477,1,300.tiff,0,mass_only,tm_score
9,5359.0,1168.0,3.6810114,0.181596577167511,human_correct_label,14632,1,300.tiff,0,mass_only,tm_score
10,2258.0,3889.0,3.6669557,0.16171972453594208,human_correct_label,14518,1,300.tiff,0,mass_only,tm_score
11,3307.0,1066.0,3.6103349,0.1721101701259613,human_correct_label,14559,1,300.tiff,0,mass_only,tm_score
12,4478.0,2799.0,3.514082,0.16669563949108124,human_correct_label,14580,1,300.tiff,0,mass_only,tm_score
13,5894.0,914.0,3.459007,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,mass_only,tm_score
14,642.0,3278.0,3.4315605,0.1569327414035797,human_correct_label,14494,1,300.tiff,0,mass_only,tm_score
15,5401.0,4472.0,3.410196,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,mass_only,tm_score
16,1104.0,1889.0,3.4076128,0.16298536956310272,human_correct_label,14482,1,300.tiff,0,mass_only,tm_score
17,2376.0,628.0,3.3984475,0.1492486447095871,human_correct_label,14548,1,300.tiff,0,mass_only,tm_score
18,1216.0,4493.0,3.3979533,0.1512383371591568,human_correct_label,14505,1,300.tiff,0,mass_only,tm_score
19,1795.0,2544.0,3.3546572,0.16141001880168915,human_correct_label,14534,1,300.tiff,0,mass_only,tm_score
20,4211.0,1381.0,3.3499587,0.18282125890254974,human_correct_label,14561,1,300.tiff,0,mass_only,tm_score
21,6046.0,1135.0,3.283747,0.1596328467130661,human_correct_label,14682,1,300.tiff,0,mass_only,tm_score
22,2388.0,1929.0,3.2830985,0.14815457165241241,human_correct_label,14537,1,300.tiff,0,mass_only,tm_score
23,4340.0,777.0,3.2756622,0.16648539900779724,human_rejected_label,14566,2,300.tiff,0,mass_only,tm_score
24,3186.0,3756.0,3.2666502,0.1494959443807602,human_rejected_label,14710,2,300.tiff,0,mass_only,tm_score
25,1324.0,929.0,3.2417462,0.14168290793895721,human_rejected_label,14658,2,300.tiff,0,mass_only,tm_score
26,1559.0,1568.0,3.2329643,0.15755492448806763,human_correct_label,14484,1,300.tiff,0,mass_only,tm_score
27,6089.0,1030.0,3.2180939,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,mass_only,tm_score
28,4604.0,4017.0,3.207665,0.15268458425998688,non_human_findings,-1,0,300.tiff,0,mass_only,tm_score
29,3483.0,1166.0,3.180174,0.17124538123607635,human_correct_label,14563,1,300.tiff,0,mass_only,tm_score
0,5206.0,3075.0,4.497089,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,fill_alpha_1,chromatin_od
1,4212.0,1382.0,3.6700413,0.18282127380371094,human_correct_label,14561,1,300.tiff,0,fill_alpha_1,chromatin_od
2,5359.0,1168.0,4.211677,0.181596577167511,human_correct_label,14632,1,300.tiff,0,fill_alpha_1,chromatin_od
3,5857.0,3543.0,3.319432,0.1807204633951187,human_correct_label,14607,1,300.tiff,0,fill_alpha_1,chromatin_od
4,1475.0,4336.0,3.6658325,0.18040849268436432,human_correct_label,14503,1,300.tiff,0,fill_alpha_1,chromatin_od
5,934.0,4139.0,3.2177207,0.17790010571479797,human_correct_label,14502,1,300.tiff,0,fill_alpha_1,chromatin_od
6,4621.0,3191.0,3.6907668,0.1763501614332199,human_correct_label,14586,1,300.tiff,0,fill_alpha_1,chromatin_od
7,5401.0,4471.0,4.1139283,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,fill_alpha_1,chromatin_od
8,5894.0,914.0,3.9261925,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,fill_alpha_1,chromatin_od
9,5120.0,1982.0,4.750244,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,fill_alpha_1,chromatin_od
10,6442.0,620.0,3.5091472,0.17486660182476044,human_rejected_label,14648,2,300.tiff,0,fill_alpha_1,chromatin_od
11,168.0,1721.0,3.8382134,0.17470628023147583,human_correct_label,14477,1,300.tiff,0,fill_alpha_1,chromatin_od
12,1459.0,1225.0,4.7398973,0.17293508350849152,human_correct_label,14475,1,300.tiff,0,fill_alpha_1,chromatin_od
13,1674.0,810.0,4.6752534,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,fill_alpha_1,chromatin_od
14,5654.0,4204.0,3.2556732,0.1724788248538971,human_correct_label,14600,1,300.tiff,0,fill_alpha_1,chromatin_od
15,3307.0,1066.0,4.0301228,0.1721101701259613,human_correct_label,14559,1,300.tiff,0,fill_alpha_1,chromatin_od
16,4787.0,587.0,4.531083,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,fill_alpha_1,chromatin_od
17,3482.0,1166.0,3.6311378,0.17124536633491516,human_correct_label,14563,1,300.tiff,0,fill_alpha_1,chromatin_od
18,4492.0,4338.0,4.803691,0.168381467461586,human_correct_label,14594,1,300.tiff,0,fill_alpha_1,chromatin_od
19,4378.0,1824.0,3.8850055,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,fill_alpha_1,chromatin_od
20,4478.0,2800.0,4.0713296,0.16669565439224243,human_correct_label,14580,1,300.tiff,0,fill_alpha_1,chromatin_od
21,4340.0,776.0,3.7895865,0.16648538410663605,human_rejected_label,14566,2,300.tiff,0,fill_alpha_1,chromatin_od
22,5719.0,3806.0,3.4580913,0.16554756462574005,human_correct_label,14605,1,300.tiff,0,fill_alpha_1,chromatin_od
23,5215.0,645.0,3.400819,0.1653144508600235,human_correct_label,14634,1,300.tiff,0,fill_alpha_1,chromatin_od
24,6105.0,4531.0,4.454694,0.1652766466140747,human_correct_label,14598,1,300.tiff,0,fill_alpha_1,chromatin_od
25,6088.0,1029.0,3.8996596,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,fill_alpha_1,chromatin_od
26,6213.0,627.0,3.624204,0.16383196413516998,human_correct_label,14641,1,300.tiff,0,fill_alpha_1,chromatin_od
27,767.0,3495.0,3.717213,0.16375677287578583,human_correct_label,14501,1,300.tiff,0,fill_alpha_1,chromatin_od
28,5397.0,2272.0,3.733665,0.16360288858413696,human_correct_label,14620,1,300.tiff,0,fill_alpha_1,chromatin_od
29,4906.0,1571.0,4.0801134,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,fill_alpha_1,chromatin_od
0,4492.0,4338.0,4.803691,0.168381467461586,human_correct_label,14594,1,300.tiff,0,fill_alpha_1,tm_score
1,5120.0,1982.0,4.750244,0.17501871287822723,human_correct_label,14626,1,300.tiff,0,fill_alpha_1,tm_score
2,1459.0,1225.0,4.7398973,0.17293508350849152,human_correct_label,14475,1,300.tiff,0,fill_alpha_1,tm_score
3,1674.0,810.0,4.6752534,0.1727648824453354,human_correct_label,14545,1,300.tiff,0,fill_alpha_1,tm_score
4,4787.0,587.0,4.531083,0.17129014432430267,human_correct_label,14642,1,300.tiff,0,fill_alpha_1,tm_score
5,5206.0,3075.0,4.497089,0.19470727443695068,human_correct_label,14609,1,300.tiff,0,fill_alpha_1,tm_score
6,6105.0,4531.0,4.454694,0.1652766466140747,human_correct_label,14598,1,300.tiff,0,fill_alpha_1,tm_score
7,1104.0,1889.0,4.4384146,0.16298536956310272,human_correct_label,14482,1,300.tiff,0,fill_alpha_1,tm_score
8,5359.0,1168.0,4.211677,0.181596577167511,human_correct_label,14632,1,300.tiff,0,fill_alpha_1,tm_score
9,5401.0,4471.0,4.1139283,0.17600326240062714,non_human_findings,-1,0,300.tiff,0,fill_alpha_1,tm_score
10,4906.0,1571.0,4.0801134,0.1630316972732544,human_rejected_label,14680,2,300.tiff,0,fill_alpha_1,tm_score
11,4478.0,2800.0,4.0713296,0.16669565439224243,human_correct_label,14580,1,300.tiff,0,fill_alpha_1,tm_score
12,2388.0,1928.0,4.062522,0.14863766729831696,human_correct_label,14537,1,300.tiff,0,fill_alpha_1,tm_score
13,3307.0,1066.0,4.0301228,0.1721101701259613,human_correct_label,14559,1,300.tiff,0,fill_alpha_1,tm_score
14,2257.0,3889.0,3.982664,0.16171972453594208,human_correct_label,14518,1,300.tiff,0,fill_alpha_1,tm_score
15,5894.0,914.0,3.9261925,0.1755707710981369,human_correct_label,14637,1,300.tiff,0,fill_alpha_1,tm_score
16,6088.0,1029.0,3.8996596,0.1650671511888504,human_correct_label,14639,1,300.tiff,0,fill_alpha_1,tm_score
17,4378.0,1824.0,3.8850055,0.16824446618556976,human_correct_label,14568,1,300.tiff,0,fill_alpha_1,tm_score
18,6046.0,1135.0,3.8665202,0.1596328467130661,human_correct_label,14682,1,300.tiff,0,fill_alpha_1,tm_score
19,642.0,3278.0,3.846992,0.1569327414035797,human_correct_label,14494,1,300.tiff,0,fill_alpha_1,tm_score
20,168.0,1721.0,3.8382134,0.17470628023147583,human_correct_label,14477,1,300.tiff,0,fill_alpha_1,tm_score
21,1216.0,4492.0,3.8342268,0.1512383371591568,human_correct_label,14505,1,300.tiff,0,fill_alpha_1,tm_score
22,1794.0,2543.0,3.8255506,0.16145585477352142,human_correct_label,14534,1,300.tiff,0,fill_alpha_1,tm_score
23,4604.0,4016.0,3.825043,0.15284408628940582,non_human_findings,-1,0,300.tiff,0,fill_alpha_1,tm_score
